Episode,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeStepsAvg
100,0.11,0.15,0.74,0.1439082,0.1427911,1.523811,796.19
200,0.11,0.24,0.65,0.1378545,0.1383182,2.67822,773.47
300,0.13,0.28,0.59,0.1389562,0.1324075,2.04421,705.79
400,0.1,0.49,0.41,0.1399068,0.1419014,2.719821,686.26
500,0.19,0.5,0.31,0.1362923,0.1347783,2.313618,570.25
600,0.16,0.45,0.39,0.1395688,0.1393011,2.687613,639.29
700,0.22,0.54,0.24,0.14692,0.143702,2.185215,519.69
800,0.26,0.5,0.24,0.1445773,0.1481247,1.929411,501.55
900,0.25,0.59,0.16,0.1415377,0.1438991,1.73521,461.53
1000,0.32,0.53,0.15,0.1492096,0.1546602,1.701807,408.82
1100,0.39,0.43,0.18,0.1400761,0.1368157,2.685617,457.04
1200,0.35,0.51,0.14,0.1349395,0.1337945,2.026413,425.66
1300,0.31,0.55,0.14,0.1462889,0.1443284,1.76121,413.24
1400,0.34,0.6,0.06,0.1495367,0.1468211,0.9066009,373.23
1500,0.36,0.57,0.07,0.1500122,0.1469459,1.325803,358.58
1600,0.34,0.6,0.06,0.1483418,0.1490596,1.062203,372.49
1700,0.34,0.6,0.06,0.1397349,0.1402873,1.480208,324.05
1800,0.4,0.58,0.02,0.1427173,0.1409817,0.8070003,279.89
1900,0.4,0.59,0.01,0.1415314,0.1365857,0.7264012,281.78
2000,0.42,0.52,0.06,0.1488272,0.1459515,1.521609,324.33
2100,0.42,0.55,0.03,0.1392072,0.1394387,1.295802,313.74
2200,0.38,0.58,0.04,0.1445502,0.1447512,1.064005,303.66
2300,0.37,0.55,0.08,0.1413851,0.1438389,1.927412,351.33
2400,0.4,0.55,0.05,0.141028,0.1395062,1.418407,276.72
2500,0.39,0.6,0.01,0.1330889,0.1447797,0.9558015,232.52
2600,0.35,0.57,0.08,0.1407271,0.1415253,1.94581,333.9
2700,0.41,0.54,0.05,0.1479101,0.1412942,1.308008,278.42
2800,0.35,0.59,0.06,0.1581231,0.143519,1.438411,265.07
2900,0.4,0.53,0.07,0.1311524,0.1372847,1.861613,279.25
3000,0.4,0.54,0.06,0.1359561,0.1402668,1.274808,264.65
3100,0.44,0.52,0.04,0.1413583,0.146393,1.201207,267.49
3200,0.33,0.62,0.05,0.1436519,0.1480829,1.256008,248.79
3300,0.43,0.54,0.03,0.1398045,0.13929,1.175606,254.46
3400,0.39,0.59,0.02,0.1343274,0.1411063,0.7756032,274.7
3500,0.47,0.48,0.05,0.1472191,0.1508327,1.130406,253.07
3600,0.32,0.6,0.08,0.1336006,0.1334818,1.761815,288.71
3700,0.42,0.53,0.05,0.1274163,0.1266475,1.022403,234.52
3800,0.32,0.63,0.05,0.1350486,0.1364319,1.158207,251.59
3900,0.46,0.49,0.05,0.1367724,0.1408889,1.338807,275.1
4000,0.5,0.44,0.06,0.1336927,0.1366963,1.419808,284.01
4100,0.36,0.6,0.04,0.134279,0.1358457,0.9850044,250.67
4200,0.39,0.57,0.04,0.1351811,0.1355653,1.041807,239.13
4300,0.42,0.51,0.07,0.1303795,0.1336011,1.889014,258.17
4400,0.43,0.52,0.05,0.1358737,0.1312233,1.329409,244.53
4500,0.47,0.48,0.05,0.1269776,0.1286178,1.176807,229.91
4600,0.4,0.57,0.03,0.1302687,0.1319135,1.098804,205
4700,0.38,0.6,0.02,0.1356024,0.1333023,0.7916033,209.35
4800,0.39,0.54,0.07,0.1376257,0.1396037,1.519012,271.18
4900,0.46,0.46,0.08,0.1573215,0.1428292,1.667812,242.42
5000,0.38,0.58,0.04,0.1293936,0.1375619,1.247208,233.86
5100,0.38,0.56,0.06,0.1256306,0.126285,1.355412,220.14
5200,0.4,0.57,0.03,0.1261037,0.1264107,1.037605,221.64
5300,0.39,0.57,0.04,0.1357694,0.1306256,0.8802059,193
5400,0.45,0.51,0.04,0.1367531,0.1422632,1.088208,220.67
5500,0.49,0.48,0.03,0.1322015,0.1248115,1.221806,208.63
5600,0.47,0.49,0.04,0.1506679,0.1560751,1.352608,236.07
5700,0.37,0.56,0.07,0.1305322,0.1289822,0.945608,226.17
5800,0.41,0.55,0.04,0.1250034,0.1251613,0.9458067,204.83
5900,0.45,0.47,0.08,0.13031,0.1270931,1.933214,275.06
