Episode,Winner,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeSteps
56,Runner,0.089,0.071,0.839,0.167,0.153,4.32,956.00
57,Draw,0.088,0.070,0.842,0.148,0.150,0.80,999.00
58,Draw,0.086,0.069,0.845,0.158,0.146,0.00,999.00
59,Draw,0.085,0.068,0.847,0.152,0.145,0.00,999.00
60,Draw,0.083,0.067,0.850,0.146,0.150,0.00,999.00
61,Draw,0.082,0.066,0.852,0.135,0.141,0.00,999.00
62,Draw,0.081,0.065,0.855,0.159,0.149,0.00,999.00
63,Draw,0.079,0.063,0.857,0.163,0.160,10.20,999.00
64,Draw,0.078,0.063,0.859,0.156,0.156,0.00,999.00
65,Draw,0.077,0.062,0.862,0.144,0.138,0.00,999.00
66,Draw,0.076,0.061,0.864,0.161,0.156,6.44,999.00
67,Draw,0.075,0.060,0.866,0.148,0.158,0.00,999.00
68,Draw,0.074,0.059,0.868,0.152,0.145,0.00,999.00
69,Draw,0.072,0.058,0.870,0.135,0.141,0.06,999.00
70,Runner,0.086,0.057,0.857,0.166,0.143,0.00,404.00
71,Draw,0.085,0.056,0.859,0.148,0.148,11.20,999.00
72,Draw,0.083,0.056,0.861,0.153,0.158,18.74,999.00
73,Draw,0.082,0.055,0.863,0.160,0.142,1.18,999.00
74,Draw,0.081,0.054,0.865,0.143,0.152,12.44,999.00
75,Draw,0.080,0.053,0.867,0.144,0.149,19.98,999.00
76,Draw,0.079,0.053,0.868,0.147,0.150,0.00,999.00
77,Draw,0.078,0.052,0.870,0.150,0.158,0.00,999.00
78,Draw,0.077,0.051,0.872,0.144,0.159,1.92,999.00
79,Draw,0.076,0.051,0.873,0.139,0.139,0.00,999.00
80,Draw,0.075,0.050,0.875,0.151,0.150,0.00,999.00
81,Draw,0.074,0.049,0.877,0.136,0.141,0.00,999.00
82,Draw,0.073,0.049,0.878,0.157,0.153,0.00,999.00
83,Draw,0.072,0.048,0.880,0.153,0.150,0.00,999.00
84,Draw,0.071,0.048,0.881,0.167,0.161,0.00,999.00
85,Draw,0.071,0.047,0.882,0.151,0.154,11.66,999.00
86,Draw,0.070,0.047,0.884,0.154,0.162,14.12,999.00
87,Draw,0.069,0.046,0.885,0.151,0.158,0.00,999.00
88,Draw,0.068,0.045,0.886,0.153,0.150,0.00,999.00
89,Draw,0.067,0.045,0.888,0.146,0.152,0.00,999.00
90,Runner,0.078,0.044,0.878,0.111,0.145,0.00,21.00
91,Draw,0.077,0.044,0.879,0.154,0.145,0.00,999.00
92,Draw,0.076,0.043,0.880,0.158,0.140,8.16,999.00
93,Draw,0.075,0.043,0.882,0.160,0.145,0.00,999.00
94,Draw,0.074,0.043,0.883,0.141,0.156,0.00,999.00
95,Draw,0.074,0.042,0.884,0.153,0.137,0.00,999.00
96,Draw,0.073,0.042,0.885,0.151,0.146,0.00,999.00
97,Draw,0.072,0.041,0.887,0.152,0.144,0.00,999.00
98,Draw,0.071,0.041,0.888,0.150,0.151,0.00,999.00
99,Draw,0.071,0.040,0.889,0.151,0.150,0.00,999.00
100,Draw,0.070,0.040,0.890,0.155,0.148,0.00,999.00
101,Draw,0.069,0.040,0.891,0.152,0.146,19.70,999.00
102,Runner,0.078,0.039,0.882,0.000,0.000,0.00,0.00
103,Draw,0.078,0.039,0.883,0.136,0.151,0.00,999.00
104,Draw,0.077,0.038,0.885,0.146,0.144,0.00,999.00
105,Pursuer,0.076,0.048,0.876,0.156,0.138,0.00,625.00
106,Draw,0.075,0.047,0.877,0.150,0.161,7.82,999.00
107,Draw,0.075,0.047,0.879,0.156,0.147,0.00,999.00
108,Draw,0.074,0.046,0.880,0.146,0.164,0.32,999.00
109,Draw,0.073,0.046,0.881,0.159,0.140,1.52,999.00
110,Draw,0.073,0.045,0.882,0.151,0.145,0.00,999.00
111,Draw,0.072,0.045,0.883,0.146,0.164,0.00,999.00
112,Draw,0.071,0.045,0.884,0.161,0.149,3.60,999.00
113,Draw,0.071,0.044,0.885,0.149,0.145,0.00,999.00
114,Draw,0.070,0.044,0.886,0.155,0.135,2.46,999.00
115,Draw,0.070,0.043,0.887,0.144,0.156,0.24,999.00
116,Draw,0.069,0.043,0.888,0.151,0.155,0.00,999.00
117,Draw,0.068,0.043,0.889,0.142,0.150,0.78,999.00
118,Draw,0.068,0.042,0.890,0.142,0.155,0.00,999.00
119,Draw,0.067,0.042,0.891,0.147,0.147,0.00,999.00
120,Pursuer,0.067,0.050,0.883,0.134,0.154,0.00,106.00
121,Pursuer,0.066,0.058,0.876,0.165,0.133,0.00,265.00
122,Runner,0.074,0.057,0.869,0.089,0.169,0.68,84.00
123,Draw,0.073,0.057,0.870,0.148,0.149,0.00,999.00
124,Pursuer,0.073,0.065,0.863,0.023,0.033,0.00,5.00
125,Draw,0.072,0.064,0.864,0.157,0.154,0.00,999.00
126,Pursuer,0.071,0.071,0.857,0.140,0.156,0.00,333.00
127,Draw,0.071,0.071,0.858,0.148,0.158,0.00,999.00
128,Draw,0.070,0.070,0.859,0.146,0.141,0.00,999.00
129,Draw,0.070,0.070,0.860,0.145,0.157,0.00,999.00
130,Draw,0.069,0.069,0.862,0.148,0.146,12.20,999.00
131,Draw,0.069,0.069,0.863,0.144,0.149,0.00,999.00
132,Draw,0.068,0.068,0.864,0.151,0.157,0.00,999.00
133,Draw,0.068,0.068,0.865,0.155,0.166,0.08,999.00
134,Draw,0.067,0.067,0.866,0.150,0.153,3.84,999.00
135,Draw,0.067,0.067,0.867,0.150,0.153,0.00,999.00
136,Draw,0.066,0.066,0.868,0.145,0.153,0.00,999.00
137,Draw,0.066,0.066,0.869,0.151,0.156,1.86,999.00
138,Runner,0.072,0.065,0.862,0.000,0.000,0.00,0.00
139,Draw,0.072,0.065,0.863,0.142,0.147,0.00,999.00
140,Pursuer,0.071,0.071,0.857,0.160,0.133,0.00,113.00
141,Runner,0.078,0.071,0.851,0.150,0.170,0.00,199.00
142,Draw,0.077,0.070,0.852,0.143,0.158,0.00,999.00
143,Draw,0.077,0.070,0.853,0.149,0.152,0.02,999.00
144,Draw,0.076,0.069,0.854,0.160,0.154,0.00,999.00
145,Pursuer,0.076,0.076,0.848,0.147,0.165,0.00,653.00
146,Draw,0.075,0.075,0.849,0.156,0.158,0.16,999.00
147,Draw,0.075,0.075,0.850,0.141,0.157,0.00,999.00
148,Pursuer,0.074,0.081,0.845,0.116,0.112,0.00,105.00
149,Draw,0.074,0.081,0.846,0.161,0.147,19.98,999.00
150,Pursuer,0.073,0.087,0.840,0.146,0.144,0.00,676.00
151,Draw,0.073,0.086,0.841,0.143,0.147,0.00,999.00
152,Draw,0.072,0.086,0.842,0.157,0.150,0.00,999.00
153,Draw,0.072,0.085,0.843,0.143,0.146,0.00,999.00
154,Draw,0.071,0.084,0.844,0.148,0.154,13.70,999.00
155,Draw,0.071,0.084,0.845,0.140,0.151,12.66,999.00
156,Draw,0.071,0.083,0.846,0.152,0.147,2.42,999.00
157,Runner,0.076,0.083,0.841,0.000,0.000,0.00,0.00
158,Draw,0.076,0.082,0.842,0.150,0.152,0.00,999.00
159,Draw,0.075,0.082,0.843,0.143,0.147,0.00,999.00
160,Runner,0.081,0.081,0.838,0.147,0.161,0.00,425.00
161,Draw,0.081,0.081,0.839,0.145,0.148,0.00,999.00
162,Draw,0.080,0.080,0.840,0.157,0.155,0.00,999.00
163,Runner,0.086,0.080,0.834,0.159,0.164,0.00,758.00
164,Pursuer,0.085,0.085,0.829,0.148,0.146,0.00,620.00
165,Draw,0.085,0.085,0.830,0.144,0.135,0.00,999.00
166,Draw,0.084,0.084,0.831,0.141,0.147,0.00,999.00
167,Draw,0.084,0.084,0.832,0.149,0.152,0.00,999.00
168,Draw,0.083,0.083,0.833,0.151,0.153,0.80,999.00
169,Draw,0.083,0.083,0.834,0.152,0.154,0.08,999.00
170,Draw,0.082,0.082,0.835,0.157,0.153,0.42,999.00
171,Draw,0.082,0.082,0.836,0.140,0.161,11.96,999.00
172,Draw,0.081,0.081,0.837,0.147,0.163,0.00,999.00
173,Draw,0.081,0.081,0.838,0.145,0.149,0.00,999.00
174,Draw,0.080,0.080,0.839,0.150,0.156,0.00,999.00
175,Draw,0.080,0.080,0.840,0.150,0.145,0.00,999.00
176,Draw,0.080,0.080,0.841,0.147,0.151,0.00,999.00
177,Draw,0.079,0.079,0.842,0.143,0.147,14.32,999.00
178,Draw,0.079,0.079,0.843,0.160,0.158,0.00,999.00
179,Draw,0.078,0.078,0.844,0.146,0.145,0.00,999.00
180,Runner,0.083,0.078,0.839,0.149,0.163,7.44,607.00
181,Draw,0.083,0.077,0.840,0.144,0.147,16.54,999.00
182,Draw,0.082,0.077,0.841,0.152,0.143,0.00,999.00
183,Draw,0.082,0.077,0.842,0.144,0.155,0.00,999.00
184,Draw,0.082,0.076,0.842,0.158,0.149,16.54,999.00
185,Draw,0.081,0.076,0.843,0.152,0.140,6.48,999.00
186,Runner,0.086,0.075,0.839,0.000,0.000,0.00,0.00
187,Draw,0.086,0.075,0.840,0.150,0.143,0.00,999.00
188,Draw,0.085,0.074,0.840,0.151,0.149,0.00,999.00
189,Draw,0.085,0.074,0.841,0.145,0.140,0.00,999.00
190,Draw,0.084,0.074,0.842,0.145,0.155,0.00,999.00
191,Draw,0.084,0.073,0.843,0.160,0.160,0.00,999.00
192,Draw,0.083,0.073,0.844,0.149,0.154,0.00,999.00
193,Draw,0.083,0.073,0.845,0.153,0.148,0.00,999.00
194,Draw,0.082,0.072,0.845,0.143,0.162,0.00,999.00
195,Draw,0.082,0.072,0.846,0.145,0.137,7.26,999.00
196,Pursuer,0.082,0.077,0.842,0.153,0.148,0.00,158.00
197,Pursuer,0.081,0.081,0.838,0.000,0.000,0.00,3.00
198,Draw,0.081,0.081,0.838,0.159,0.141,0.00,999.00
199,Pursuer,0.080,0.085,0.834,0.154,0.146,0.00,695.00
200,Draw,0.080,0.085,0.835,0.134,0.160,3.82,999.00
201,Pursuer,0.080,0.090,0.831,0.153,0.153,0.00,736.00
202,Runner,0.084,0.089,0.827,0.000,0.000,0.02,1.00
203,Draw,0.084,0.089,0.828,0.146,0.145,0.02,999.00
204,Draw,0.083,0.088,0.828,0.151,0.144,0.00,999.00
205,Pursuer,0.083,0.093,0.824,0.303,0.222,0.00,14.00
206,Runner,0.087,0.092,0.820,0.159,0.158,0.00,532.00
207,Pursuer,0.087,0.097,0.816,0.163,0.162,0.00,406.00
208,Runner,0.091,0.096,0.813,0.146,0.146,5.24,479.00
209,Pursuer,0.091,0.100,0.809,0.000,0.000,0.00,1.00
210,Draw,0.090,0.100,0.810,0.154,0.144,7.08,999.00
211,Draw,0.090,0.100,0.810,0.145,0.154,0.00,999.00
212,Draw,0.090,0.099,0.811,0.144,0.147,0.00,999.00
213,Draw,0.089,0.099,0.812,0.150,0.157,0.00,999.00
214,Draw,0.089,0.098,0.813,0.155,0.157,19.64,999.00
215,Draw,0.088,0.098,0.814,0.147,0.165,0.12,999.00
216,Runner,0.093,0.097,0.810,0.143,0.144,0.00,76.00
217,Draw,0.092,0.097,0.811,0.145,0.139,1.30,999.00
218,Pursuer,0.092,0.101,0.807,0.078,0.108,0.00,6.00
219,Draw,0.091,0.100,0.808,0.141,0.147,9.34,999.00
220,Runner,0.095,0.100,0.805,0.149,0.152,0.00,430.00
221,Pursuer,0.095,0.104,0.801,0.000,0.000,0.00,1.00
222,Draw,0.095,0.104,0.802,0.154,0.138,0.00,999.00
223,Runner,0.099,0.103,0.798,0.154,0.146,0.00,568.00
224,Draw,0.098,0.103,0.799,0.144,0.147,8.94,999.00
225,Draw,0.098,0.102,0.800,0.140,0.155,0.36,999.00
226,Draw,0.097,0.102,0.801,0.155,0.150,0.00,999.00
227,Draw,0.097,0.101,0.802,0.154,0.138,0.00,999.00
228,Draw,0.096,0.101,0.803,0.153,0.155,19.98,999.00
229,Pursuer,0.096,0.105,0.799,0.142,0.137,0.00,992.00
230,Draw,0.096,0.104,0.800,0.154,0.160,0.00,999.00
