Episode,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeStepsAvg
100,0.1,0.1,0.8,0.148015,0.1449114,2.721222
869.7
200,0.11,0.13,0.76,0.1403895,0.1397072,2.713817
842.05
