Episode,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeStepsAvg
17300,0.45,0.52,0.03,0.101699,0.1051089,1.026006,198.14
17400,0.44,0.55,0.01,0.1113965,0.1087333,0.8070018,172.55
17500,0.43,0.56,0.01,0.1167233,0.1147025,0.6034021,174.54
17600,0.45,0.53,0.02,0.1027835,0.1065749,0.7194035,157.31
17700,0.5,0.47,0.03,0.114683,0.1124925,0.8898059,153.67
17800,0.44,0.53,0.03,0.1051721,0.1016662,1.102207,172.7
17900,0.47,0.5,0.03,0.1241349,0.1171514,1.171203,211.79
18000,0.34,0.64,0.02,0.1060285,0.1063107,0.8800035,158.61
18100,0.44,0.54,0.02,0.1078999,0.108072,0.5800014,156.31
18200,0.43,0.51,0.06,0.1119296,0.110209,1.122408,185.41
18300,0.44,0.54,0.02,0.1159103,0.114346,0.7874039,149.92
18400,0.46,0.51,0.03,0.1045727,0.1032183,0.8296061,151.27
18500,0.46,0.5,0.04,0.1158702,0.1057588,1.194209,165.13
18600,0.51,0.45,0.04,0.1094506,0.1097557,1.045204,198.88
18700,0.49,0.45,0.06,0.1024701,0.1056398,1.33921,193.76
18800,0.41,0.57,0.02,0.101186,0.1058032,0.7714042,159.29
18900,0.46,0.49,0.05,0.1055186,0.1065202,0.9830083,174.47
19000,0.36,0.61,0.03,0.1112543,0.1125227,0.8464077,170.6
19100,0.51,0.44,0.05,0.1172308,0.11503,1.176409,172.48
19200,0.36,0.63,0.01,0.1121082,0.1237853,0.5110018,172.53
19300,0.42,0.56,0.02,0.1232981,0.1186315,0.7072046,147.27
19400,0.5,0.47,0.03,0.1047032,0.1016209,0.8196021,143.58
19500,0.5,0.46,0.04,0.1001169,0.1015177,1.101809,186.89
19600,0.5,0.46,0.04,0.1062966,0.1066638,1.340609,171.3
19700,0.38,0.56,0.06,0.09910809,0.09829964,1.110408,200.63
19800,0.44,0.53,0.03,0.1016396,0.1069003,1.011806,182.23
19900,0.44,0.54,0.02,0.1002352,0.1022092,0.8264039,141.81
20000,0.36,0.61,0.03,0.1139856,0.1132213,0.8360067,172.44
20100,0.45,0.52,0.03,0.100364,0.1008354,1.052006,175.61
20200,0.51,0.43,0.06,0.1075626,0.1156827,1.582613,201.26
20300,0.46,0.52,0.02,0.1074494,0.1126487,0.6538023,192.45
20400,0.54,0.45,0.01,0.1011629,0.09941895,0.6604021,154.2
20500,0.37,0.61,0.02,0.1017426,0.1007371,0.4268025,170.66
