Episode,Winner,RunnerJitter,PursuerJitter,NearMissTime
1,Runner,0.784,0.111,0.00
2,Pursuer,1.459,0.378,0.00
3,Pursuer,0.000,0.000,0.00
4,Pursuer,0.126,0.121,0.00
5,Runner,0.156,0.155,0.00
6,Runner,0.154,0.152,8.26
7,Draw,0.146,0.142,0.00
8,Draw,0.155,0.155,7.94
9,Draw,0.150,0.143,0.00
10,Draw,0.141,0.150,0.00
11,Draw,0.143,0.151,0.00
12,Draw,0.153,0.165,0.00
13,Draw,0.143,0.142,10.18
14,Draw,0.143,0.156,0.00
15,Draw,0.144,0.150,18.58
16,Draw,0.152,0.154,0.00
17,Draw,0.155,0.147,0.00
18,Runner,0.000,0.000,0.00
19,Draw,0.156,0.159,0.00
20,Draw,0.144,0.135,0.00
21,Runner,0.000,0.000,0.00
22,Draw,0.148,0.154,0.00
23,Runner,0.136,0.154,0.00
24,Draw,0.142,0.146,0.00
25,Pursuer,0.159,0.153,0.00
26,Draw,0.161,0.148,0.00
27,Draw,0.156,0.148,0.00
28,Draw,0.148,0.160,17.84
29,Draw,0.148,0.139,0.00
30,Draw,0.148,0.151,19.98
31,Draw,0.158,0.151,0.00
32,Draw,0.144,0.156,17.16
33,Draw,0.141,0.152,0.00
34,Draw,0.141,0.151,0.00
35,Draw,0.141,0.152,0.00
36,Draw,0.159,0.154,2.96
37,Draw,0.151,0.157,0.00
38,Draw,0.151,0.147,0.80
39,Runner,0.182,0.163,0.00
40,Draw,0.151,0.150,0.00
41,Draw,0.144,0.158,0.00
42,Draw,0.133,0.146,0.00
43,Draw,0.149,0.132,19.98
44,Draw,0.151,0.149,0.00
45,Draw,0.154,0.159,0.00
46,Draw,0.149,0.152,0.00
47,Draw,0.146,0.151,0.00
48,Draw,0.158,0.151,0.00
49,Draw,0.143,0.149,5.06
50,Draw,0.142,0.146,0.00
51,Draw,0.135,0.144,19.98
52,Draw,0.157,0.147,0.66
53,Draw,0.145,0.149,5.34
54,Draw,0.165,0.148,0.96
55,Draw,0.160,0.162,0.00
56,Draw,0.158,0.147,0.00
57,Draw,0.147,0.155,0.00
58,Draw,0.141,0.144,19.56
59,Draw,0.155,0.151,7.90
60,Pursuer,0.139,0.155,0.00
61,Draw,0.141,0.147,0.00
62,Draw,0.137,0.142,7.42
63,Draw,0.150,0.144,12.54
64,Draw,0.158,0.149,0.00
65,Draw,0.148,0.154,0.00
66,Draw,0.141,0.144,0.00
67,Draw,0.140,0.143,0.00
68,Draw,0.148,0.144,0.00
69,Draw,0.158,0.146,0.00
70,Draw,0.139,0.157,0.00
71,Draw,0.156,0.141,5.58
72,Pursuer,0.141,0.152,0.00
73,Runner,0.145,0.144,0.00
74,Draw,0.148,0.149,0.00
75,Draw,0.146,0.151,0.10
76,Draw,0.150,0.152,0.00
77,Draw,0.148,0.147,1.26
78,Runner,0.155,0.149,0.00
79,Draw,0.162,0.159,0.00
80,Draw,0.148,0.156,19.98
81,Draw,0.153,0.143,0.00
82,Draw,0.145,0.140,0.00
83,Draw,0.157,0.149,0.00
84,Draw,0.157,0.147,0.00
85,Draw,0.154,0.135,0.00
86,Draw,0.150,0.144,0.00
87,Draw,0.152,0.156,0.00
88,Draw,0.147,0.159,0.00
89,Draw,0.148,0.152,13.52
90,Runner,0.000,0.000,0.00
91,Pursuer,0.173,0.135,0.00
92,Pursuer,0.136,0.146,0.00
93,Draw,0.141,0.143,0.00
94,Runner,0.152,0.151,8.98
