Episode,Winner,RunnerJitter,PursuerJitter,NearMissTime
150,Draw,0.157,0.153,3.66
151,Draw,0.149,0.138,0.00
152,Draw,0.146,0.134,0.00
153,Draw,0.135,0.162,1.36
154,Draw,0.144,0.146,5.64
155,Draw,0.159,0.143,2.98
156,Pursuer,0.159,0.141,0.00
157,Draw,0.139,0.146,0.00
158,Pursuer,0.178,0.055,0.00
159,Pursuer,0.156,0.143,0.00
160,Draw,0.158,0.154,2.46
161,Draw,0.149,0.145,0.00
162,Draw,0.148,0.150,7.64
163,Draw,0.152,0.149,0.00
164,Runner,0.139,0.157,0.00
165,Pursuer,0.156,0.154,0.00
166,Pursuer,0.154,0.153,0.00
167,Draw,0.151,0.145,0.00
168,Draw,0.135,0.154,17.54
169,Runner,0.140,0.145,0.00
170,Draw,0.141,0.152,0.00
171,Pursuer,0.156,0.147,0.00
172,Draw,0.149,0.153,0.00
173,Draw,0.142,0.160,10.92
174,Draw,0.154,0.146,0.00
175,Draw,0.145,0.156,0.00
176,Runner,0.315,0.368,0.00
177,Draw,0.139,0.154,0.00
178,Runner,0.000,0.000,0.00
179,Pursuer,0.144,0.161,0.00
180,Draw,0.144,0.144,5.62
181,Pursuer,0.148,0.141,0.00
182,Draw,0.152,0.144,0.00
183,Pursuer,0.148,0.140,0.00
184,Pursuer,0.128,0.092,0.00
185,Pursuer,0.149,0.141,0.00
186,Draw,0.138,0.152,19.68
187,Runner,0.000,0.000,0.00
188,Draw,0.163,0.155,0.00
189,Draw,0.151,0.142,0.46
190,Pursuer,0.144,0.145,0.00
191,Draw,0.145,0.154,4.88
192,Draw,0.151,0.153,0.00
193,Runner,0.122,0.144,0.00
194,Draw,0.158,0.146,0.00
195,Draw,0.161,0.153,0.40
196,Draw,0.158,0.135,0.00
197,Draw,0.151,0.141,0.00
198,Draw,0.166,0.153,0.04
199,Draw,0.147,0.152,1.34
200,Draw,0.151,0.138,7.44
201,Draw,0.152,0.140,0.00
202,Draw,0.135,0.142,0.00
203,Pursuer,0.137,0.144,0.00
204,Runner,0.142,0.155,0.00
205,Pursuer,0.156,0.159,0.00
206,Pursuer,0.152,0.129,0.00
207,Pursuer,0.142,0.150,0.00
208,Pursuer,0.152,0.153,0.00
209,Pursuer,0.167,0.142,0.00
210,Pursuer,0.141,0.163,0.00
211,Draw,0.144,0.157,0.00
212,Pursuer,0.135,0.129,0.00
213,Draw,0.144,0.153,0.00
214,Draw,0.158,0.143,0.00
215,Draw,0.150,0.146,5.78
216,Draw,0.140,0.155,0.00
217,Runner,0.144,0.166,0.00
218,Draw,0.146,0.150,12.64
219,Draw,0.138,0.141,11.64
220,Draw,0.149,0.150,0.00
221,Pursuer,0.150,0.154,0.00
222,Runner,0.155,0.147,0.00
223,Draw,0.143,0.155,0.00
224,Runner,0.132,0.143,0.22
225,Pursuer,0.000,0.000,0.00
226,Draw,0.145,0.160,0.00
227,Draw,0.160,0.145,0.00
228,Draw,0.142,0.141,0.00
229,Runner,0.147,0.250,0.00
230,Draw,0.149,0.156,0.00
231,Pursuer,0.138,0.141,0.00
232,Runner,0.000,0.000,0.00
233,Draw,0.160,0.155,13.88
234,Pursuer,0.000,0.000,0.00
235,Pursuer,0.161,0.146,0.00
236,Draw,0.149,0.160,4.42
237,Draw,0.161,0.147,1.52
238,Draw,0.161,0.150,8.24
239,Draw,0.152,0.142,8.16
240,Pursuer,0.155,0.158,0.00
241,Pursuer,0.224,0.157,0.00
242,Draw,0.154,0.152,0.00
243,Pursuer,0.154,0.171,0.00
244,Pursuer,0.142,0.149,0.00
245,Pursuer,0.140,0.143,0.00
246,Draw,0.158,0.143,2.18
247,Pursuer,0.138,0.136,0.00
248,Draw,0.149,0.139,0.12
249,Draw,0.153,0.158,6.26
250,Runner,0.164,0.179,0.00
251,Draw,0.160,0.141,0.00
252,Draw,0.149,0.154,0.00
253,Draw,0.149,0.146,2.00
254,Draw,0.141,0.149,0.04
255,Pursuer,0.000,0.000,0.00
256,Pursuer,0.149,0.147,0.00
257,Draw,0.159,0.159,3.88
258,Pursuer,0.000,0.000,0.00
259,Draw,0.159,0.162,7.30
260,Draw,0.148,0.148,0.00
261,Runner,0.000,0.000,0.00
262,Draw,0.159,0.159,0.46
263,Draw,0.144,0.159,0.06
264,Pursuer,0.155,0.158,0.00
265,Pursuer,0.150,0.165,0.00
266,Draw,0.154,0.133,0.00
267,Draw,0.154,0.151,19.98
268,Draw,0.150,0.149,0.00
269,Draw,0.159,0.151,0.00
270,Pursuer,0.142,0.167,0.00
271,Pursuer,0.157,0.164,0.00
272,Pursuer,0.150,0.147,0.00
273,Pursuer,0.144,0.158,0.00
274,Pursuer,0.148,0.156,0.00
275,Runner,0.163,0.154,0.74
276,Draw,0.151,0.150,19.98
277,Pursuer,0.143,0.144,0.00
278,Draw,0.158,0.147,0.00
279,Draw,0.147,0.144,8.92
280,Pursuer,0.155,0.157,0.00
281,Pursuer,0.152,0.152,0.00
282,Draw,0.157,0.138,19.98
283,Pursuer,0.153,0.161,0.00
284,Draw,0.157,0.157,3.54
285,Draw,0.149,0.144,2.16
286,Pursuer,0.151,0.129,0.00
287,Draw,0.147,0.150,13.18
288,Draw,0.142,0.141,0.00
289,Draw,0.147,0.149,5.00
290,Draw,0.148,0.155,0.00
291,Draw,0.166,0.159,0.00
292,Pursuer,0.091,0.107,0.00
293,Draw,0.148,0.138,4.42
294,Draw,0.157,0.154,0.16
295,Draw,0.152,0.150,13.30
296,Draw,0.137,0.147,0.00
297,Pursuer,0.153,0.148,0.00
298,Draw,0.157,0.169,0.00
299,Draw,0.150,0.152,11.00
300,Pursuer,0.163,0.147,0.00
301,Draw,0.161,0.144,5.32
302,Pursuer,0.157,0.151,0.00
303,Draw,0.152,0.150,0.00
304,Draw,0.146,0.145,18.22
305,Pursuer,0.150,0.159,0.00
306,Draw,0.159,0.155,1.76
307,Draw,0.154,0.154,0.00
308,Pursuer,0.137,0.169,0.00
309,Draw,0.161,0.149,12.48
310,Draw,0.141,0.145,7.52
311,Pursuer,0.141,0.151,0.00
312,Pursuer,0.141,0.164,0.00
313,Pursuer,0.179,0.140,0.00
314,Draw,0.158,0.150,6.02
315,Draw,0.148,0.145,0.00
316,Draw,0.150,0.149,16.90
317,Draw,0.142,0.152,12.14
318,Pursuer,0.000,0.000,0.00
319,Runner,0.181,0.141,3.44
320,Draw,0.169,0.150,3.34
321,Runner,0.136,0.126,2.18
322,Runner,0.158,0.157,0.00
323,Runner,0.163,0.154,0.00
324,Draw,0.160,0.151,0.28
325,Runner,0.146,0.134,0.00
326,Pursuer,0.140,0.140,0.00
327,Runner,0.156,0.143,0.00
328,Runner,0.142,0.145,0.00
329,Pursuer,0.125,0.143,0.00
330,Pursuer,0.144,0.145,0.00
331,Draw,0.156,0.158,0.00
332,Draw,0.156,0.139,13.34
333,Draw,0.143,0.149,0.44
334,Pursuer,0.000,0.000,0.00
335,Pursuer,0.192,0.172,0.00
336,Draw,0.140,0.158,0.38
337,Pursuer,0.154,0.157,0.00
338,Pursuer,0.151,0.150,0.00
339,Pursuer,0.135,0.140,0.00
340,Draw,0.148,0.149,0.00
341,Runner,0.171,0.130,5.30
342,Draw,0.156,0.140,11.44
343,Pursuer,0.126,0.129,0.00
344,Draw,0.156,0.144,0.00
345,Pursuer,0.184,0.186,0.00
346,Pursuer,0.138,0.141,0.00
347,Draw,0.156,0.145,9.06
348,Pursuer,0.156,0.148,0.00
349,Draw,0.147,0.147,4.18
350,Pursuer,0.154,0.150,0.00
351,Draw,0.144,0.150,5.20
352,Draw,0.154,0.150,4.90
353,Draw,0.149,0.140,13.32
354,Draw,0.143,0.140,7.16
355,Runner,0.154,0.151,11.66
356,Draw,0.151,0.153,0.00
357,Draw,0.158,0.150,7.32
358,Draw,0.146,0.151,7.02
359,Pursuer,0.153,0.159,0.00
360,Runner,0.177,0.152,1.62
361,Runner,0.133,0.138,0.00
362,Runner,0.143,0.131,4.84
363,Pursuer,0.150,0.156,0.00
364,Pursuer,0.140,0.143,0.00
365,Runner,0.066,0.106,0.12
366,Draw,0.145,0.145,19.98
367,Runner,0.145,0.159,0.00
368,Runner,0.168,0.155,0.00
369,Pursuer,0.142,0.150,0.00
370,Pursuer,0.156,0.151,0.00
371,Pursuer,0.146,0.147,0.00
372,Draw,0.149,0.152,10.10
373,Pursuer,0.159,0.154,0.00
374,Draw,0.146,0.161,7.56
375,Draw,0.145,0.158,0.00
376,Pursuer,0.000,0.000,0.00
377,Pursuer,0.153,0.165,0.00
378,Pursuer,0.146,0.148,0.00
379,Draw,0.148,0.141,3.20
380,Pursuer,0.143,0.147,0.00
381,Runner,0.159,0.144,0.00
382,Draw,0.159,0.150,11.26
383,Draw,0.150,0.144,4.04
384,Pursuer,0.000,0.000,0.00
385,Draw,0.145,0.144,3.88
386,Draw,0.145,0.153,0.00
387,Pursuer,0.145,0.142,0.00
388,Draw,0.150,0.145,10.10
389,Pursuer,0.147,0.142,0.00
390,Draw,0.159,0.144,5.84
391,Pursuer,0.182,0.143,0.00
392,Draw,0.161,0.143,14.76
393,Runner,0.161,0.126,0.00
394,Pursuer,0.148,0.168,0.00
395,Draw,0.144,0.150,0.00
396,Draw,0.139,0.146,0.00
397,Draw,0.155,0.144,11.74
398,Runner,0.154,0.060,0.00
399,Pursuer,0.152,0.158,0.00
400,Draw,0.157,0.150,0.00
401,Draw,0.154,0.150,19.56
402,Pursuer,0.137,0.160,0.00
403,Pursuer,0.137,0.125,0.00
404,Pursuer,0.153,0.121,0.00
405,Pursuer,0.139,0.149,0.00
406,Pursuer,0.155,0.154,0.00
407,Draw,0.150,0.148,5.46
408,Draw,0.135,0.142,13.30
409,Draw,0.155,0.141,1.00
410,Pursuer,0.150,0.149,0.00
411,Draw,0.164,0.145,11.66
412,Runner,0.145,0.138,3.64
413,Runner,0.148,0.164,0.00
414,Pursuer,0.000,0.000,0.00
415,Draw,0.153,0.150,5.56
416,Pursuer,0.142,0.157,0.00
417,Draw,0.154,0.142,19.98
418,Draw,0.159,0.154,0.00
419,Draw,0.151,0.154,9.04
420,Draw,0.151,0.146,0.00
421,Draw,0.141,0.149,14.78
422,Pursuer,0.135,0.140,0.00
423,Draw,0.146,0.155,0.00
424,Runner,0.155,0.158,0.00
425,Draw,0.146,0.151,0.00
426,Pursuer,0.122,0.208,0.00
427,Runner,0.150,0.157,0.00
428,Runner,0.153,0.147,0.00
429,Pursuer,0.160,0.165,0.00
430,Runner,0.160,0.143,7.58
431,Runner,0.153,0.160,0.00
432,Draw,0.160,0.156,13.54
433,Pursuer,0.134,0.137,0.00
434,Draw,0.140,0.139,0.00
435,Pursuer,0.176,0.139,0.00
436,Pursuer,0.113,0.141,0.00
437,Pursuer,0.109,0.154,0.00
438,Draw,0.159,0.141,1.46
439,Draw,0.155,0.147,4.38
440,Draw,0.160,0.149,0.00
441,Pursuer,0.116,0.167,0.00
442,Draw,0.145,0.146,6.24
443,Draw,0.154,0.150,11.26
444,Draw,0.149,0.150,0.00
445,Pursuer,0.170,0.145,0.00
446,Runner,0.131,0.130,5.42
447,Pursuer,0.162,0.148,0.00
448,Pursuer,0.158,0.143,0.00
449,Pursuer,0.215,0.160,0.00
450,Runner,0.000,0.000,0.02
451,Draw,0.152,0.161,1.58
452,Pursuer,0.140,0.143,0.00
453,Pursuer,0.147,0.141,0.00
454,Pursuer,0.000,0.000,0.00
455,Draw,0.160,0.141,8.64
456,Draw,0.148,0.147,18.96
457,Runner,0.000,0.000,0.00
458,Draw,0.148,0.159,19.98
459,Runner,0.000,0.000,0.00
460,Draw,0.141,0.145,1.66
461,Pursuer,0.147,0.148,0.00
462,Runner,0.158,0.149,0.00
463,Pursuer,0.168,0.137,0.00
464,Pursuer,0.040,0.071,0.00
465,Pursuer,0.162,0.142,0.00
466,Draw,0.151,0.146,0.00
467,Pursuer,0.172,0.147,0.00
468,Draw,0.145,0.152,0.00
469,Pursuer,0.133,0.144,0.00
470,Draw,0.158,0.158,2.52
471,Draw,0.155,0.141,0.00
472,Draw,0.149,0.148,0.00
473,Runner,0.153,0.161,9.26
474,Runner,0.164,0.152,1.22
475,Runner,0.166,0.144,4.26
476,Runner,0.144,0.161,4.76
477,Draw,0.145,0.153,9.74
478,Runner,0.167,0.139,0.00
479,Draw,0.147,0.152,8.48
480,Runner,0.150,0.161,5.86
481,Pursuer,0.179,0.155,0.00
482,Pursuer,0.157,0.143,0.00
483,Pursuer,0.149,0.148,0.00
484,Runner,0.142,0.149,5.22
485,Runner,0.162,0.136,0.00
486,Draw,0.152,0.145,2.06
487,Pursuer,0.150,0.157,0.00
488,Draw,0.142,0.151,0.00
489,Draw,0.156,0.142,16.22
490,Pursuer,0.143,0.132,0.00
491,Pursuer,0.150,0.157,0.00
492,Runner,0.142,0.147,5.36
493,Runner,0.158,0.140,10.42
494,Runner,0.143,0.147,1.24
495,Draw,0.157,0.141,9.86
496,Pursuer,0.167,0.159,0.00
497,Pursuer,0.141,0.119,0.00
498,Pursuer,0.133,0.136,0.00
499,Draw,0.163,0.145,0.00
500,Draw,0.160,0.156,9.86
501,Pursuer,0.126,0.168,0.00
502,Draw,0.152,0.147,12.34
503,Pursuer,0.124,0.118,0.00
504,Runner,0.149,0.148,5.52
505,Pursuer,0.129,0.151,0.00
506,Runner,0.142,0.143,0.00
507,Runner,0.150,0.140,0.00
508,Draw,0.148,0.149,14.66
509,Draw,0.148,0.153,14.04
510,Draw,0.141,0.138,1.28
511,Draw,0.154,0.154,7.34
512,Pursuer,0.136,0.167,0.00
513,Pursuer,0.148,0.150,0.00
514,Draw,0.147,0.151,17.84
515,Draw,0.145,0.154,13.06
516,Runner,0.150,0.140,7.64
517,Pursuer,0.143,0.137,0.00
518,Pursuer,0.174,0.182,0.00
519,Pursuer,0.155,0.147,0.00
520,Draw,0.161,0.142,10.72
521,Draw,0.157,0.152,0.00
522,Pursuer,0.156,0.162,0.00
523,Draw,0.163,0.141,17.26
524,Pursuer,0.159,0.152,0.00
525,Draw,0.138,0.145,2.28
526,Pursuer,0.147,0.165,0.00
527,Runner,0.978,1.856,0.00
528,Draw,0.151,0.154,0.00
529,Draw,0.139,0.155,15.18
530,Pursuer,0.161,0.139,0.00
531,Draw,0.155,0.154,12.46
532,Pursuer,0.145,0.133,0.00
533,Runner,0.000,0.000,0.00
534,Draw,0.157,0.143,15.58
535,Draw,0.140,0.157,0.88
536,Draw,0.159,0.152,13.24
537,Pursuer,0.000,0.000,0.00
538,Pursuer,0.120,0.161,0.00
539,Draw,0.150,0.138,9.80
540,Runner,0.121,0.113,0.00
541,Pursuer,0.118,0.178,0.00
542,Pursuer,0.150,0.144,0.00
543,Pursuer,0.133,0.176,0.00
544,Runner,0.130,0.151,1.74
545,Runner,0.148,0.146,4.96
546,Draw,0.150,0.148,10.12
547,Draw,0.154,0.137,16.86
548,Runner,0.000,0.000,0.00
549,Draw,0.145,0.142,7.90
550,Pursuer,0.149,0.135,0.00
551,Pursuer,0.143,0.126,0.00
552,Draw,0.146,0.144,15.30
553,Pursuer,0.133,0.216,0.00
554,Pursuer,0.156,0.164,0.00
555,Pursuer,0.000,0.000,0.00
556,Draw,0.142,0.141,9.04
557,Pursuer,0.156,0.146,0.00
558,Pursuer,0.149,0.135,0.00
559,Pursuer,0.132,0.141,0.00
560,Pursuer,0.146,0.147,0.00
561,Draw,0.143,0.138,9.72
562,Pursuer,0.144,0.149,0.00
563,Runner,0.148,0.157,4.56
564,Runner,0.154,0.144,7.70
565,Pursuer,0.148,0.151,0.00
566,Pursuer,0.158,0.149,0.00
567,Runner,0.148,0.163,12.96
568,Pursuer,0.161,0.153,0.00
569,Pursuer,0.130,0.162,0.00
570,Pursuer,0.130,0.141,0.00
571,Runner,0.155,0.142,7.62
572,Runner,0.147,0.155,5.22
573,Runner,0.124,0.139,0.04
574,Pursuer,0.147,0.147,0.00
575,Pursuer,0.145,0.151,0.00
576,Pursuer,0.158,0.165,0.00
577,Runner,0.138,0.127,0.00
578,Pursuer,0.141,0.149,0.00
579,Pursuer,0.145,0.138,0.00
580,Pursuer,0.136,0.162,0.00
581,Pursuer,0.156,0.155,0.00
582,Runner,0.160,0.138,7.92
583,Pursuer,0.140,0.148,0.00
584,Runner,0.151,0.168,2.96
585,Pursuer,0.143,0.155,0.00
586,Pursuer,0.150,0.171,0.00
587,Pursuer,0.130,0.157,0.00
588,Pursuer,0.143,0.147,0.00
589,Pursuer,0.166,0.151,0.00
590,Draw,0.154,0.151,0.00
591,Draw,0.142,0.140,9.74
592,Pursuer,0.153,0.170,0.00
593,Runner,0.153,0.146,14.20
594,Draw,0.156,0.143,18.86
595,Runner,0.130,0.133,3.38
596,Pursuer,0.148,0.142,0.00
597,Runner,0.146,0.154,0.34
598,Runner,0.153,0.180,0.12
599,Runner,0.142,0.150,0.00
600,Pursuer,0.153,0.157,0.00
601,Draw,0.159,0.160,14.64
602,Pursuer,0.141,0.162,0.00
603,Runner,0.144,0.136,0.00
604,Runner,0.131,0.148,0.02
605,Pursuer,0.144,0.161,0.00
606,Draw,0.156,0.149,14.44
607,Pursuer,0.166,0.155,0.00
608,Pursuer,0.145,0.169,0.00
609,Pursuer,0.154,0.151,0.00
610,Draw,0.147,0.152,3.48
611,Pursuer,0.159,0.136,0.00
612,Draw,0.152,0.144,5.28
613,Pursuer,0.269,0.246,0.00
614,Runner,0.231,0.075,0.00
615,Pursuer,0.148,0.156,0.00
616,Pursuer,0.131,0.152,0.00
617,Pursuer,0.135,0.154,0.00
618,Pursuer,0.144,0.157,0.00
619,Runner,0.134,0.153,0.00
620,Pursuer,0.155,0.140,0.00
621,Pursuer,0.040,0.198,0.00
622,Draw,0.148,0.142,16.10
623,Pursuer,0.149,0.153,0.00
624,Pursuer,0.146,0.154,0.00
625,Draw,0.145,0.150,9.80
626,Runner,0.148,0.144,2.86
627,Runner,0.133,0.154,0.00
628,Pursuer,0.130,0.156,0.00
629,Pursuer,0.136,0.121,0.00
630,Pursuer,0.149,0.162,0.00
631,Pursuer,0.079,0.167,0.00
632,Pursuer,0.079,0.127,0.00
633,Pursuer,0.141,0.147,0.00
634,Runner,0.153,0.141,0.00
635,Pursuer,0.146,0.143,0.00
636,Pursuer,0.135,0.136,0.00
637,Pursuer,0.160,0.139,0.00
638,Pursuer,0.136,0.139,0.00
639,Pursuer,0.147,0.152,0.00
640,Pursuer,0.085,0.073,0.00
641,Pursuer,0.182,0.132,0.00
642,Pursuer,0.203,0.052,0.00
643,Runner,0.000,0.000,0.00
644,Runner,0.150,0.138,0.82
645,Runner,0.157,0.139,0.00
646,Pursuer,0.152,0.142,0.00
647,Pursuer,0.149,0.134,0.00
648,Runner,0.135,0.086,1.16
649,Draw,0.155,0.144,0.00
650,Draw,0.153,0.149,5.68
651,Runner,0.000,0.000,0.00
652,Runner,0.155,0.159,0.00
653,Draw,0.139,0.148,14.40
654,Pursuer,0.148,0.160,0.00
655,Pursuer,0.155,0.139,0.00
656,Pursuer,0.141,0.148,0.00
657,Draw,0.152,0.148,4.30
658,Pursuer,0.000,0.000,0.00
659,Runner,0.151,0.153,0.00
660,Pursuer,0.139,0.157,0.00
661,Pursuer,0.137,0.188,0.00
662,Runner,0.143,0.141,0.00
663,Draw,0.154,0.148,19.28
664,Pursuer,0.128,0.146,0.00
665,Runner,0.149,0.158,0.00
666,Runner,0.133,0.159,8.84
667,Runner,0.154,0.146,8.08
668,Pursuer,0.154,0.148,0.00
669,Pursuer,0.138,0.145,0.00
670,Pursuer,0.151,0.190,0.00
671,Pursuer,0.135,0.151,0.00
672,Runner,0.141,0.158,9.36
673,Pursuer,0.157,0.136,0.00
674,Pursuer,0.137,0.165,0.00
675,Draw,0.147,0.146,0.00
676,Runner,0.162,0.160,5.40
677,Pursuer,0.137,0.149,0.00
678,Draw,0.160,0.152,17.80
679,Runner,0.146,0.142,0.00
680,Draw,0.148,0.143,8.70
681,Runner,0.140,0.155,1.36
682,Runner,0.138,0.140,5.30
683,Runner,0.159,0.132,0.00
684,Draw,0.141,0.142,0.00
685,Pursuer,0.142,0.175,0.00
686,Runner,0.139,0.135,0.00
687,Runner,0.137,0.162,3.84
688,Draw,0.151,0.153,14.56
689,Runner,0.135,0.161,0.72
690,Pursuer,0.137,0.136,0.00
691,Runner,0.145,0.140,4.06
692,Pursuer,0.161,0.144,0.00
693,Pursuer,0.134,0.159,0.00
694,Pursuer,0.159,0.144,0.00
695,Pursuer,0.152,0.138,0.00
696,Runner,0.000,0.000,0.00
697,Runner,0.153,0.134,0.00
698,Pursuer,0.159,0.126,0.00
699,Pursuer,0.159,0.162,0.00
700,Runner,0.151,0.159,0.00
701,Pursuer,0.177,0.133,0.00
702,Pursuer,0.151,0.143,0.00
703,Runner,0.142,0.131,4.78
704,Pursuer,0.163,0.156,0.00
705,Draw,0.148,0.143,0.18
706,Pursuer,0.144,0.178,0.00
707,Pursuer,0.133,0.152,0.00
708,Pursuer,0.128,0.168,0.00
709,Runner,0.152,0.153,0.00
710,Pursuer,0.162,0.163,0.00
711,Pursuer,0.163,0.068,0.00
712,Runner,0.133,0.179,0.00
713,Runner,0.154,0.144,0.62
714,Draw,0.144,0.146,9.46
715,Runner,0.157,0.138,3.08
716,Draw,0.139,0.143,6.32
717,Pursuer,0.133,0.150,0.00
718,Pursuer,0.154,0.148,0.00
719,Draw,0.137,0.151,12.34
720,Pursuer,0.157,0.125,0.00
721,Pursuer,0.146,0.141,0.00
722,Pursuer,0.177,0.171,0.00
723,Pursuer,0.147,0.156,0.00
724,Runner,0.132,0.157,0.00
725,Pursuer,0.146,0.133,0.00
726,Pursuer,0.145,0.121,0.00
727,Runner,0.171,0.664,0.00
728,Runner,0.156,0.116,0.00
729,Runner,0.185,0.146,0.00
730,Pursuer,0.137,0.129,0.00
731,Pursuer,0.148,0.135,0.00
732,Pursuer,0.160,0.150,0.00
733,Runner,0.138,0.162,0.00
734,Runner,0.148,0.143,9.82
735,Pursuer,0.000,0.000,0.00
736,Pursuer,0.141,0.150,0.00
737,Runner,0.158,0.133,0.00
738,Pursuer,0.142,0.145,0.00
739,Pursuer,0.153,0.166,0.00
740,Pursuer,0.164,0.148,0.00
741,Runner,0.168,0.121,1.90
742,Draw,0.162,0.143,0.08
743,Draw,0.147,0.137,2.54
