Episode,Winner,RunnerJitter,PursuerJitter,NearMissTime
59,Draw,0.150,0.157,0.00
60,Draw,0.150,0.152,0.00
61,Pursuer,0.000,0.000,0.00
62,Draw,0.155,0.157,0.00
63,Draw,0.158,0.142,0.00
64,Draw,0.143,0.151,0.60
65,Draw,0.139,0.137,5.98
66,Draw,0.156,0.152,0.00
67,Draw,0.144,0.144,0.00
68,Draw,0.141,0.153,0.00
69,Draw,0.141,0.151,13.92
70,Draw,0.155,0.150,0.00
71,Draw,0.148,0.148,0.00
72,Draw,0.138,0.148,0.00
73,Draw,0.151,0.149,19.98
74,Draw,0.149,0.155,0.00
75,Draw,0.146,0.155,0.00
76,Draw,0.153,0.139,8.00
77,Runner,0.115,0.158,0.00
78,Draw,0.149,0.151,0.00
79,Runner,0.133,0.164,0.00
80,Draw,0.146,0.146,0.00
81,Draw,0.153,0.154,0.00
82,Draw,0.136,0.154,19.88
83,Draw,0.152,0.141,0.00
84,Draw,0.147,0.153,0.00
85,Draw,0.148,0.159,0.00
86,Draw,0.141,0.152,0.00
87,Pursuer,0.000,0.000,0.00
88,Draw,0.144,0.145,0.00
89,Draw,0.147,0.158,0.00
90,Draw,0.148,0.156,7.56
91,Draw,0.148,0.140,0.00
92,Pursuer,0.164,0.174,0.00
93,Draw,0.141,0.152,0.00
94,Pursuer,0.168,0.136,0.00
95,Draw,0.160,0.148,0.00
96,Pursuer,0.275,0.085,0.00
97,Pursuer,0.138,0.146,0.00
98,Draw,0.159,0.155,0.00
99,Runner,0.202,0.230,0.00
100,Pursuer,0.160,0.120,0.00
101,Draw,0.141,0.156,8.00
102,Draw,0.155,0.150,0.00
103,Pursuer,0.148,0.172,0.00
104,Pursuer,0.175,0.141,0.00
105,Draw,0.150,0.151,0.00
106,Draw,0.142,0.153,0.00
107,Draw,0.147,0.157,0.00
108,Draw,0.156,0.159,0.00
109,Draw,0.139,0.142,0.00
110,Draw,0.145,0.147,0.00
111,Draw,0.154,0.151,0.00
112,Draw,0.147,0.148,0.00
113,Draw,0.149,0.148,0.00
114,Draw,0.149,0.153,0.00
115,Draw,0.145,0.147,7.12
116,Draw,0.150,0.153,2.18
117,Draw,0.151,0.170,0.00
118,Draw,0.147,0.133,6.02
119,Pursuer,0.000,0.000,0.00
120,Runner,0.169,0.186,0.48
121,Runner,0.139,0.143,0.00
122,Pursuer,0.000,0.000,0.00
123,Runner,0.174,0.142,4.16
124,Draw,0.150,0.144,0.00
125,Draw,0.147,0.159,3.52
126,Draw,0.145,0.151,0.00
127,Draw,0.138,0.150,19.98
128,Draw,0.144,0.158,0.00
129,Draw,0.153,0.160,0.00
130,Draw,0.144,0.165,6.20
131,Draw,0.139,0.152,0.22
132,Draw,0.140,0.157,0.00
133,Runner,0.076,0.150,0.00
134,Draw,0.137,0.158,11.62
135,Draw,0.151,0.151,0.00
136,Draw,0.149,0.148,0.00
137,Draw,0.160,0.159,0.00
138,Draw,0.144,0.152,0.00
139,Runner,0.160,0.135,0.00
140,Draw,0.156,0.132,7.16
141,Draw,0.149,0.151,6.18
142,Draw,0.143,0.144,0.00
143,Pursuer,0.147,0.156,0.00
144,Runner,0.142,0.145,6.78
145,Runner,0.138,0.140,0.00
146,Pursuer,0.152,0.158,0.00
147,Draw,0.151,0.145,0.00
148,Draw,0.159,0.140,0.00
149,Draw,0.149,0.154,0.00
150,Draw,0.143,0.157,0.00
151,Pursuer,0.100,0.291,0.00
152,Draw,0.162,0.149,2.18
153,Draw,0.152,0.153,7.92
154,Pursuer,0.160,0.168,0.00
155,Pursuer,0.147,0.151,0.00
156,Runner,0.108,0.130,0.10
157,Draw,0.154,0.152,0.00
158,Pursuer,0.150,0.139,0.00
159,Draw,0.135,0.145,18.54
160,Runner,0.138,0.159,2.24
161,Draw,0.151,0.156,1.46
162,Pursuer,0.155,0.141,0.00
163,Draw,0.150,0.143,0.00
164,Pursuer,0.000,0.000,0.00
165,Draw,0.148,0.150,0.00
166,Draw,0.149,0.157,0.00
167,Draw,0.164,0.160,0.00
168,Runner,0.139,0.151,0.00
169,Draw,0.140,0.153,0.00
170,Draw,0.140,0.144,0.00
171,Runner,0.000,0.000,0.00
172,Draw,0.153,0.152,0.00
173,Draw,0.153,0.148,15.32
174,Draw,0.145,0.151,0.00
175,Draw,0.139,0.148,12.60
176,Draw,0.143,0.140,18.02
177,Draw,0.155,0.154,1.84
178,Draw,0.158,0.147,0.00
179,Draw,0.149,0.153,2.50
180,Draw,0.155,0.147,0.56
181,Draw,0.140,0.134,0.00
182,Runner,0.149,0.160,0.00
183,Pursuer,0.000,0.000,0.00
184,Draw,0.148,0.143,0.80
185,Runner,0.149,0.163,5.90
186,Draw,0.144,0.151,0.00
187,Pursuer,0.142,0.158,0.00
188,Draw,0.155,0.148,0.00
189,Pursuer,0.143,0.143,0.00
190,Runner,0.143,0.151,0.00
191,Draw,0.146,0.147,5.26
192,Draw,0.156,0.145,0.00
193,Draw,0.160,0.154,0.00
194,Pursuer,0.160,0.133,0.00
195,Draw,0.157,0.154,0.00
196,Draw,0.152,0.144,0.00
197,Runner,0.137,0.150,0.00
198,Draw,0.152,0.153,0.00
199,Draw,0.149,0.148,7.64
200,Draw,0.143,0.152,0.08
201,Runner,0.167,0.127,0.00
202,Runner,0.164,0.148,0.00
203,Pursuer,0.151,0.139,0.00
204,Draw,0.150,0.153,0.00
205,Draw,0.141,0.157,7.02
206,Draw,0.152,0.152,0.00
207,Draw,0.151,0.148,0.00
208,Draw,0.155,0.151,10.74
209,Draw,0.158,0.157,0.00
210,Draw,0.151,0.137,2.50
211,Draw,0.150,0.150,0.00
212,Draw,0.149,0.145,0.00
213,Pursuer,0.160,0.155,0.00
214,Draw,0.152,0.150,9.48
215,Runner,0.000,0.000,0.00
216,Runner,0.186,0.141,0.42
217,Draw,0.152,0.160,0.00
218,Draw,0.143,0.139,0.00
219,Runner,0.138,0.144,2.64
220,Draw,0.153,0.152,9.82
221,Runner,0.147,0.087,0.00
222,Pursuer,0.787,0.873,0.00
223,Draw,0.144,0.160,0.22
224,Runner,0.136,0.186,0.00
225,Pursuer,0.141,0.144,0.00
226,Pursuer,0.129,0.148,0.00
227,Draw,0.153,0.165,0.00
228,Draw,0.150,0.150,0.00
229,Draw,0.158,0.154,16.04
230,Draw,0.141,0.153,0.00
231,Runner,0.143,0.161,8.08
232,Pursuer,0.147,0.153,0.00
233,Draw,0.146,0.153,0.00
234,Pursuer,0.167,0.155,0.00
235,Draw,0.140,0.149,0.00
236,Pursuer,0.000,0.000,0.00
237,Draw,0.143,0.147,0.00
238,Pursuer,0.000,0.000,0.00
239,Draw,0.145,0.163,3.78
240,Draw,0.152,0.146,0.00
241,Draw,0.145,0.150,0.00
242,Draw,0.161,0.146,0.00
243,Draw,0.159,0.156,0.00
244,Runner,0.153,0.155,2.16
245,Draw,0.159,0.143,0.00
246,Draw,0.137,0.161,0.00
247,Pursuer,0.141,0.153,0.00
248,Pursuer,0.144,0.146,0.00
249,Runner,0.155,0.152,4.18
250,Pursuer,0.151,0.154,0.00
251,Draw,0.143,0.154,2.46
252,Draw,0.148,0.151,0.00
253,Draw,0.145,0.155,0.00
254,Draw,0.151,0.140,5.28
255,Pursuer,0.168,0.155,0.00
256,Draw,0.158,0.145,0.00
257,Pursuer,0.000,0.000,0.00
258,Draw,0.153,0.150,5.40
259,Pursuer,0.152,0.140,0.00
260,Draw,0.144,0.161,0.00
261,Pursuer,0.144,0.152,0.00
262,Draw,0.140,0.151,0.00
263,Draw,0.163,0.147,0.00
264,Draw,0.148,0.144,0.00
265,Draw,0.146,0.149,4.58
266,Draw,0.152,0.156,0.00
267,Pursuer,0.000,0.000,0.00
268,Draw,0.149,0.145,0.00
269,Pursuer,0.156,0.146,0.00
270,Pursuer,0.136,0.113,0.00
271,Draw,0.150,0.151,0.00
272,Pursuer,0.147,0.135,0.00
273,Draw,0.157,0.149,12.34
274,Draw,0.149,0.152,0.00
275,Pursuer,0.000,0.000,0.00
276,Runner,0.186,0.152,0.00
277,Pursuer,0.145,0.144,0.00
278,Runner,0.153,0.157,0.00
279,Draw,0.166,0.152,1.36
280,Draw,0.149,0.149,0.00
281,Runner,0.147,0.149,0.00
282,Draw,0.146,0.150,11.22
283,Runner,0.135,0.158,0.92
284,Pursuer,0.159,0.145,0.00
285,Draw,0.156,0.150,18.62
286,Draw,0.150,0.148,0.00
287,Draw,0.157,0.157,8.70
288,Draw,0.148,0.156,7.02
289,Pursuer,0.185,0.124,0.00
290,Pursuer,0.145,0.143,0.00
291,Draw,0.148,0.143,17.08
292,Pursuer,0.154,0.156,0.00
293,Runner,0.138,0.145,0.00
294,Draw,0.149,0.153,3.42
295,Draw,0.132,0.152,0.00
296,Pursuer,0.158,0.137,0.00
297,Draw,0.154,0.158,0.00
298,Draw,0.139,0.163,0.00
299,Pursuer,0.144,0.132,0.00
300,Runner,0.000,0.000,0.00
301,Draw,0.154,0.157,0.90
302,Pursuer,0.000,0.000,0.00
303,Runner,0.131,0.141,3.18
304,Pursuer,0.000,0.000,0.00
305,Draw,0.140,0.148,7.58
306,Draw,0.149,0.145,3.14
307,Runner,0.140,0.140,6.28
308,Runner,0.161,0.134,0.00
309,Pursuer,0.122,0.130,0.00
310,Pursuer,0.154,0.122,0.00
311,Draw,0.160,0.143,10.82
312,Draw,0.162,0.153,0.00
313,Pursuer,0.161,0.138,0.00
314,Pursuer,0.133,0.155,0.00
315,Pursuer,0.150,0.156,0.00
316,Draw,0.150,0.152,9.02
317,Pursuer,0.162,0.161,0.00
318,Draw,0.155,0.147,7.54
319,Draw,0.149,0.151,14.34
320,Pursuer,0.148,0.155,0.00
321,Pursuer,0.158,0.153,0.00
322,Runner,0.150,0.150,6.36
323,Draw,0.154,0.162,0.00
324,Draw,0.151,0.154,0.00
325,Runner,0.158,0.149,1.48
326,Draw,0.147,0.143,0.06
327,Draw,0.134,0.143,5.94
328,Draw,0.149,0.149,0.00
329,Draw,0.147,0.143,0.00
330,Pursuer,0.146,0.152,0.00
331,Draw,0.147,0.156,0.00
332,Pursuer,0.145,0.143,0.00
333,Pursuer,0.130,0.143,0.00
334,Pursuer,0.064,0.063,0.00
335,Draw,0.157,0.150,0.00
336,Runner,0.150,0.130,0.00
337,Draw,0.143,0.156,10.34
338,Runner,0.083,0.158,0.00
339,Runner,0.130,0.131,0.00
340,Pursuer,0.154,0.163,0.00
341,Pursuer,0.146,0.149,0.00
342,Draw,0.154,0.150,0.00
343,Runner,0.152,0.160,0.00
344,Runner,0.135,0.151,0.00
345,Draw,0.152,0.152,0.28
346,Runner,0.000,0.000,0.00
347,Pursuer,0.156,0.140,0.00
348,Runner,0.148,0.143,0.52
349,Pursuer,0.136,0.158,0.00
350,Pursuer,0.153,0.142,0.00
351,Draw,0.156,0.147,11.74
352,Pursuer,0.189,0.136,0.00
353,Pursuer,0.304,0.154,0.00
354,Runner,0.131,0.144,0.00
355,Pursuer,0.156,0.155,0.00
356,Draw,0.146,0.141,0.00
357,Pursuer,0.140,0.134,0.00
358,Runner,0.144,0.141,0.00
359,Draw,0.148,0.164,0.00
360,Pursuer,0.000,0.000,0.00
361,Draw,0.144,0.154,17.74
362,Pursuer,0.145,0.148,0.00
363,Runner,0.182,0.110,1.82
364,Draw,0.156,0.149,7.76
365,Runner,0.159,0.161,0.00
366,Draw,0.143,0.147,0.00
367,Draw,0.153,0.151,6.60
368,Draw,0.164,0.156,6.64
369,Draw,0.144,0.149,19.98
370,Runner,0.152,0.157,0.00
371,Pursuer,0.151,0.133,0.00
372,Runner,0.000,0.000,0.00
373,Draw,0.154,0.153,0.00
374,Pursuer,0.164,0.149,0.00
375,Runner,0.157,0.160,6.04
376,Pursuer,0.149,0.144,0.00
377,Draw,0.157,0.143,0.00
378,Draw,0.159,0.147,0.00
379,Runner,0.160,0.145,4.46
380,Pursuer,0.140,0.180,0.00
381,Draw,0.150,0.143,13.12
382,Draw,0.142,0.150,6.46
383,Draw,0.153,0.147,10.64
384,Draw,0.155,0.140,0.00
385,Pursuer,0.146,0.132,0.00
386,Draw,0.146,0.145,1.94
387,Draw,0.144,0.153,0.00
388,Pursuer,0.154,0.135,0.00
389,Pursuer,0.156,0.149,0.00
390,Draw,0.151,0.146,15.86
391,Runner,0.166,0.156,4.80
392,Runner,0.149,0.134,0.00
393,Runner,0.142,0.153,0.00
394,Pursuer,0.143,0.168,0.00
395,Pursuer,0.144,0.162,0.00
396,Runner,0.137,0.170,0.00
397,Draw,0.154,0.148,0.00
398,Pursuer,0.157,0.152,0.00
399,Draw,0.151,0.147,0.00
400,Runner,0.154,0.136,4.38
401,Runner,0.105,0.120,0.00
402,Pursuer,0.171,0.187,0.00
403,Draw,0.149,0.156,0.00
404,Draw,0.150,0.153,0.00
405,Draw,0.159,0.151,12.32
406,Draw,0.151,0.152,13.62
407,Runner,0.144,0.141,11.52
408,Runner,0.159,0.147,0.00
409,Pursuer,0.155,0.137,0.00
410,Pursuer,0.143,0.155,0.00
411,Draw,0.149,0.152,0.00
412,Pursuer,0.000,0.000,0.00
413,Draw,0.159,0.131,6.70
414,Draw,0.144,0.138,0.00
415,Pursuer,0.162,0.179,0.00
416,Draw,0.139,0.144,2.28
417,Draw,0.145,0.154,10.28
418,Runner,0.165,0.155,3.80
419,Pursuer,0.148,0.168,0.00
420,Draw,0.146,0.160,12.90
421,Draw,0.150,0.152,0.00
422,Pursuer,0.127,0.134,0.00
423,Runner,0.165,0.146,0.00
424,Pursuer,0.143,0.142,0.00
425,Pursuer,0.141,0.151,0.00
426,Draw,0.152,0.160,15.28
427,Runner,0.150,0.144,0.00
428,Pursuer,0.154,0.172,0.00
429,Draw,0.144,0.152,2.36
430,Runner,0.000,0.000,0.00
431,Draw,0.148,0.157,0.00
432,Pursuer,0.000,0.000,0.00
433,Runner,0.166,0.144,2.74
434,Runner,0.163,0.158,3.68
435,Pursuer,0.125,0.157,0.00
436,Draw,0.157,0.130,13.22
437,Draw,0.143,0.151,8.86
438,Draw,0.161,0.152,4.20
439,Draw,0.144,0.141,0.00
440,Pursuer,0.144,0.160,0.00
441,Runner,0.148,0.152,0.00
442,Pursuer,0.177,0.124,0.00
443,Draw,0.141,0.149,9.96
444,Draw,0.150,0.156,0.00
445,Draw,0.155,0.154,3.82
446,Runner,0.142,0.195,0.08
447,Pursuer,0.149,0.141,0.00
448,Pursuer,0.156,0.149,0.00
449,Runner,0.164,0.148,0.12
450,Runner,0.143,0.146,5.40
451,Pursuer,0.125,0.161,0.00
452,Pursuer,0.142,0.152,0.00
453,Pursuer,0.141,0.148,0.00
454,Pursuer,0.150,0.139,0.00
455,Runner,0.141,0.158,5.62
456,Pursuer,0.151,0.133,0.00
457,Draw,0.147,0.146,8.60
458,Pursuer,0.168,0.149,0.00
459,Draw,0.149,0.151,0.00
460,Runner,0.000,0.000,0.00
461,Draw,0.141,0.148,10.20
462,Runner,0.133,0.158,5.24
463,Draw,0.147,0.140,12.08
464,Draw,0.145,0.150,0.00
465,Runner,0.000,0.000,0.00
466,Runner,0.141,0.152,0.00
467,Draw,0.158,0.143,0.00
468,Pursuer,0.084,0.161,0.00
469,Draw,0.140,0.150,5.18
470,Draw,0.153,0.140,3.68
471,Draw,0.153,0.146,0.00
472,Pursuer,0.140,0.137,0.00
473,Pursuer,0.145,0.133,0.00
474,Runner,0.143,0.149,4.12
475,Runner,0.135,0.167,0.00
476,Pursuer,0.158,0.150,0.00
477,Runner,0.000,0.000,0.00
478,Pursuer,0.140,0.156,0.00
479,Pursuer,0.186,0.150,0.00
480,Runner,0.146,0.169,0.00
481,Draw,0.144,0.148,1.98
482,Pursuer,0.058,0.360,0.00
483,Draw,0.158,0.154,6.28
484,Pursuer,0.147,0.147,0.00
485,Draw,0.146,0.147,9.10
486,Draw,0.153,0.140,9.74
487,Draw,0.150,0.137,0.00
488,Pursuer,0.145,0.133,0.00
489,Pursuer,0.524,0.083,0.00
490,Draw,0.149,0.148,0.54
491,Runner,0.141,0.122,0.00
492,Pursuer,0.138,0.168,0.00
493,Pursuer,0.146,0.129,0.00
494,Pursuer,0.141,0.167,0.00
495,Pursuer,0.134,0.151,0.00
496,Runner,0.151,0.141,0.00
497,Pursuer,0.153,0.159,0.00
498,Runner,0.140,0.152,0.00
499,Pursuer,0.148,0.153,0.00
500,Draw,0.152,0.154,6.26
501,Pursuer,0.148,0.140,0.00
502,Pursuer,0.143,0.155,0.00
503,Draw,0.143,0.163,0.00
504,Draw,0.142,0.137,1.44
505,Draw,0.147,0.142,0.00
506,Draw,0.146,0.152,0.00
507,Runner,0.131,0.177,0.14
508,Pursuer,0.000,0.000,0.00
509,Runner,0.143,0.148,0.94
510,Pursuer,0.144,0.141,0.00
511,Draw,0.155,0.152,8.96
512,Runner,0.169,0.109,0.00
513,Runner,0.141,0.153,0.00
514,Runner,0.162,0.140,0.00
515,Runner,0.155,0.146,0.00
516,Pursuer,0.137,0.135,0.00
517,Draw,0.146,0.153,4.40
518,Runner,0.142,0.146,0.00
519,Runner,0.163,0.144,1.56
520,Pursuer,0.164,0.154,0.00
521,Pursuer,0.126,0.164,0.00
522,Pursuer,0.141,0.149,0.00
523,Draw,0.143,0.144,7.46
524,Pursuer,0.175,0.175,0.00
525,Draw,0.143,0.147,6.94
526,Pursuer,0.117,0.166,0.00
527,Runner,0.134,0.147,4.52
528,Runner,0.156,0.143,0.00
529,Pursuer,0.153,0.144,0.00
530,Pursuer,0.155,0.167,0.00
531,Runner,0.146,0.146,0.00
532,Draw,0.157,0.150,8.44
533,Runner,0.156,0.161,0.00
534,Pursuer,0.160,0.148,0.00
535,Draw,0.147,0.146,10.86
536,Pursuer,0.151,0.143,0.00
537,Draw,0.157,0.140,11.36
538,Runner,0.154,0.157,4.90
539,Runner,0.172,0.149,0.02
540,Pursuer,0.146,0.143,0.00
541,Runner,0.162,0.172,2.18
542,Draw,0.153,0.144,7.48
543,Pursuer,0.157,0.144,0.00
544,Draw,0.143,0.135,6.34
545,Runner,0.147,0.141,1.14
546,Pursuer,0.170,0.160,0.00
547,Pursuer,0.118,0.122,0.00
548,Runner,0.143,0.156,0.00
549,Runner,0.151,0.137,4.04
550,Draw,0.150,0.148,0.00
551,Pursuer,0.000,0.000,0.00
552,Runner,0.155,0.148,5.64
553,Pursuer,0.152,0.144,0.00
554,Runner,0.171,0.150,0.00
555,Pursuer,0.148,0.137,0.00
556,Pursuer,0.132,0.157,0.00
557,Runner,0.146,0.153,8.44
558,Runner,0.126,0.122,1.78
559,Pursuer,0.154,0.155,0.00
560,Runner,0.156,0.154,5.54
561,Pursuer,0.178,0.154,0.00
562,Pursuer,0.147,0.100,0.00
563,Pursuer,0.140,0.177,0.00
564,Pursuer,0.163,0.136,0.00
565,Runner,0.150,0.152,8.80
566,Pursuer,0.142,0.124,0.00
567,Runner,0.147,0.152,5.10
568,Runner,0.165,0.142,2.64
569,Pursuer,0.146,0.144,0.00
570,Pursuer,0.147,0.136,0.00
571,Pursuer,0.112,0.152,0.00
572,Pursuer,0.157,0.158,0.00
573,Runner,0.269,0.024,0.00
574,Runner,0.157,0.150,0.00
575,Draw,0.146,0.145,11.34
576,Runner,0.156,0.140,0.00
577,Pursuer,0.155,0.145,0.00
578,Runner,0.000,0.000,0.00
579,Pursuer,0.124,0.143,0.00
580,Pursuer,0.148,0.145,0.00
581,Pursuer,0.330,0.157,0.00
582,Pursuer,0.118,0.115,0.00
583,Runner,0.161,0.142,0.00
584,Runner,0.144,0.135,1.28
585,Runner,0.140,0.139,0.00
586,Runner,0.145,0.183,0.00
587,Pursuer,0.129,0.152,0.00
588,Draw,0.149,0.139,4.20
589,Draw,0.148,0.158,2.64
590,Runner,0.143,0.133,11.24
591,Pursuer,0.157,0.158,0.00
592,Runner,0.140,0.146,2.40
593,Draw,0.155,0.140,6.12
594,Pursuer,0.146,0.157,0.00
595,Runner,0.162,0.157,9.44
596,Pursuer,0.141,0.154,0.00
597,Pursuer,0.138,0.128,0.00
598,Draw,0.155,0.145,15.98
599,Pursuer,0.144,0.157,0.00
600,Runner,0.142,0.123,0.00
601,Draw,0.155,0.147,0.00
602,Runner,0.136,0.158,0.00
603,Pursuer,0.153,0.149,0.00
604,Runner,0.171,0.155,0.00
605,Pursuer,0.147,0.136,0.00
606,Draw,0.159,0.151,7.36
607,Pursuer,0.000,0.000,0.00
608,Runner,0.000,0.000,0.00
609,Pursuer,0.125,0.150,0.00
610,Pursuer,0.071,0.135,0.00
611,Pursuer,0.191,0.183,0.00
612,Pursuer,0.150,0.174,0.00
613,Pursuer,0.165,0.148,0.00
614,Pursuer,0.162,0.153,0.00
615,Pursuer,0.158,0.137,0.00
616,Pursuer,0.138,0.147,0.00
617,Runner,0.147,0.130,0.00
618,Draw,0.152,0.150,0.00
619,Pursuer,0.148,0.143,0.00
620,Draw,0.157,0.140,11.76
621,Pursuer,0.149,0.157,0.00
622,Pursuer,0.162,0.128,0.00
623,Pursuer,0.137,0.146,0.00
624,Pursuer,0.144,0.157,0.00
625,Draw,0.152,0.155,3.40
626,Pursuer,0.000,0.000,0.00
627,Pursuer,0.151,0.135,0.00
628,Pursuer,0.136,0.166,0.00
629,Pursuer,0.168,0.127,0.00
630,Pursuer,0.099,0.181,0.00
631,Runner,0.000,0.000,0.02
632,Runner,0.189,0.128,0.64
633,Pursuer,0.158,0.144,0.00
634,Pursuer,0.147,0.142,0.00
635,Pursuer,0.134,0.148,0.00
636,Pursuer,0.149,0.169,0.00
637,Pursuer,0.154,0.148,0.00
638,Runner,0.172,0.145,0.00
639,Draw,0.142,0.143,14.96
640,Pursuer,0.138,0.149,0.00
641,Runner,0.160,0.176,0.44
642,Draw,0.158,0.147,8.56
643,Draw,0.159,0.158,6.38
644,Runner,0.133,0.143,5.48
645,Draw,0.142,0.150,0.00
646,Pursuer,0.138,0.162,0.00
647,Pursuer,0.154,0.177,0.00
648,Draw,0.151,0.149,0.00
649,Runner,0.156,0.153,0.00
650,Pursuer,0.144,0.146,0.00
651,Pursuer,0.147,0.082,0.00
652,Pursuer,0.145,0.156,0.00
653,Runner,0.138,0.146,0.00
654,Draw,0.135,0.151,0.30
655,Pursuer,0.149,0.140,0.00
656,Draw,0.148,0.158,12.12
657,Draw,0.154,0.148,0.00
658,Pursuer,0.139,0.152,0.00
659,Pursuer,0.143,0.143,0.00
660,Pursuer,0.161,0.138,0.00
661,Pursuer,0.148,0.155,0.00
662,Pursuer,0.155,0.138,0.00
663,Pursuer,0.153,0.140,0.00
664,Runner,0.135,0.138,6.98
665,Pursuer,0.130,0.133,0.00
666,Runner,0.150,0.148,18.40
667,Draw,0.155,0.151,0.32
668,Runner,0.149,0.134,0.00
669,Draw,0.155,0.158,0.00
670,Pursuer,0.142,0.157,0.00
671,Draw,0.159,0.142,0.00
672,Runner,0.190,0.157,0.00
673,Draw,0.151,0.148,0.00
674,Draw,0.154,0.154,0.00
675,Pursuer,0.153,0.197,0.00
676,Draw,0.148,0.148,8.10
677,Runner,0.144,0.128,4.06
678,Pursuer,0.147,0.156,0.00
679,Pursuer,0.175,0.121,0.00
680,Pursuer,0.151,0.141,0.00
681,Draw,0.146,0.156,0.00
682,Pursuer,0.139,0.150,0.00
683,Pursuer,0.146,0.144,0.00
684,Draw,0.145,0.159,1.88
685,Runner,0.150,0.146,13.36
686,Pursuer,0.155,0.138,0.00
687,Runner,0.162,0.148,0.00
688,Pursuer,0.148,0.149,0.00
689,Pursuer,0.156,0.155,0.00
690,Pursuer,0.139,0.142,0.00
691,Runner,0.144,0.147,4.14
692,Pursuer,0.153,0.137,0.00
693,Pursuer,0.126,0.131,0.00
694,Runner,0.154,0.154,2.86
695,Pursuer,0.150,0.129,0.00
696,Runner,0.137,0.161,0.24
697,Pursuer,0.140,0.110,0.00
698,Pursuer,0.135,0.146,0.00
699,Pursuer,0.157,0.154,0.00
700,Draw,0.156,0.153,18.22
701,Pursuer,0.148,0.151,0.00
702,Pursuer,0.138,0.128,0.00
703,Runner,0.145,0.149,0.00
704,Runner,0.153,0.149,8.16
705,Draw,0.151,0.145,9.40
706,Runner,0.148,0.130,0.00
707,Runner,0.172,0.151,0.00
708,Runner,0.150,0.142,4.94
709,Pursuer,0.148,0.171,0.00
710,Pursuer,0.131,0.161,0.00
711,Runner,0.153,0.133,0.00
712,Runner,0.134,0.168,4.02
713,Runner,0.155,0.155,12.06
714,Pursuer,0.147,0.150,0.00
715,Pursuer,0.294,0.204,0.00
716,Draw,0.152,0.139,2.98
717,Pursuer,0.144,0.133,0.00
718,Pursuer,0.167,0.136,0.00
719,Draw,0.142,0.146,16.94
720,Draw,0.153,0.153,8.12
721,Pursuer,0.151,0.161,0.00
722,Pursuer,0.152,0.139,0.00
723,Runner,0.162,0.164,0.00
724,Runner,0.137,0.136,0.00
725,Draw,0.159,0.145,3.56
726,Runner,0.135,0.136,0.00
727,Pursuer,0.137,0.141,0.00
728,Pursuer,0.153,0.136,0.00
729,Pursuer,0.179,0.140,0.00
730,Pursuer,0.147,0.173,0.00
731,Draw,0.146,0.155,14.72
732,Pursuer,0.140,0.087,0.00
733,Runner,0.132,0.145,6.02
734,Runner,0.151,0.126,0.00
735,Pursuer,0.149,0.144,0.00
736,Pursuer,0.126,0.155,0.00
737,Runner,0.157,0.159,4.56
738,Pursuer,0.145,0.136,0.00
739,Runner,0.170,0.141,3.56
740,Runner,0.150,0.136,0.00
741,Draw,0.141,0.146,10.48
742,Draw,0.159,0.160,8.24
743,Pursuer,0.139,0.148,0.00
744,Pursuer,0.143,0.145,0.00
745,Pursuer,0.148,0.162,0.00
746,Draw,0.156,0.149,9.62
