Episode,Winner,RunnerJitter,PursuerJitter,NearMissTime
1,Runner,0.621,0.727,0.00
2,Runner,0.214,0.140,0.00
3,Runner,0.173,0.123,0.94
4,Pursuer,0.103,0.158,0.00
5,Runner,0.159,0.146,0.00
6,Draw,0.162,0.166,0.00
7,Draw,0.157,0.150,0.00
8,Draw,0.157,0.151,0.00
9,Draw,0.149,0.152,0.00
10,Draw,0.139,0.156,0.00
11,Draw,0.151,0.142,0.00
12,Draw,0.154,0.150,14.78
13,Draw,0.143,0.155,0.00
14,Draw,0.161,0.151,4.16
15,Draw,0.153,0.149,0.00
16,Draw,0.150,0.145,0.32
17,Draw,0.157,0.143,11.14
18,Draw,0.153,0.154,0.00
19,Runner,0.911,0.450,0.00
20,Pursuer,0.000,0.000,0.00
21,Draw,0.156,0.147,2.68
22,Draw,0.152,0.146,1.50
23,Pursuer,0.172,0.136,0.00
24,Draw,0.151,0.144,17.34
25,Draw,0.159,0.161,0.00
26,Draw,0.152,0.150,0.00
27,Draw,0.158,0.168,0.00
28,Draw,0.144,0.144,0.00
29,Draw,0.155,0.142,0.00
30,Draw,0.150,0.150,0.00
31,Draw,0.155,0.148,0.00
32,Draw,0.145,0.163,1.26
33,Draw,0.152,0.143,0.00
34,Draw,0.157,0.141,0.12
35,Draw,0.147,0.139,0.00
36,Draw,0.164,0.151,12.34
37,Draw,0.133,0.151,0.00
38,Pursuer,0.083,0.120,0.00
39,Runner,0.119,0.098,0.30
40,Draw,0.137,0.165,0.00
41,Draw,0.160,0.174,13.30
42,Draw,0.155,0.147,0.00
43,Draw,0.145,0.148,0.00
44,Draw,0.147,0.143,0.00
45,Draw,0.148,0.153,0.00
46,Draw,0.151,0.145,0.00
47,Draw,0.153,0.156,0.00
48,Draw,0.141,0.152,0.00
49,Draw,0.146,0.145,0.00
50,Draw,0.153,0.163,0.00
51,Draw,0.150,0.137,0.00
52,Draw,0.149,0.156,0.00
53,Draw,0.141,0.151,6.34
54,Runner,0.127,0.092,0.00
55,Draw,0.140,0.150,2.10
56,Draw,0.145,0.154,0.00
57,Draw,0.151,0.157,9.16
58,Draw,0.151,0.149,0.32
59,Draw,0.147,0.145,19.98
60,Runner,0.142,0.131,0.00
61,Runner,0.163,0.166,0.00
62,Draw,0.151,0.137,0.00
63,Draw,0.152,0.143,9.26
64,Draw,0.154,0.154,14.82
65,Draw,0.147,0.143,0.00
66,Draw,0.150,0.143,0.00
67,Draw,0.151,0.147,0.00
68,Draw,0.162,0.147,0.00
69,Draw,0.152,0.147,0.00
70,Pursuer,0.000,0.000,0.00
71,Draw,0.142,0.164,0.00
72,Runner,0.021,0.089,0.00
73,Draw,0.144,0.153,0.00
74,Draw,0.154,0.160,0.00
75,Draw,0.156,0.145,0.00
76,Draw,0.147,0.138,0.00
77,Draw,0.160,0.145,4.68
78,Draw,0.156,0.148,0.00
79,Draw,0.151,0.159,0.00
80,Runner,0.164,0.126,0.00
81,Draw,0.145,0.146,4.42
82,Draw,0.160,0.152,0.00
83,Draw,0.149,0.154,10.68
84,Draw,0.151,0.141,4.26
85,Draw,0.149,0.146,0.00
86,Draw,0.144,0.151,0.00
87,Draw,0.145,0.152,0.00
88,Draw,0.151,0.143,0.00
89,Draw,0.145,0.159,0.00
90,Draw,0.144,0.156,0.00
91,Pursuer,0.106,0.166,0.00
92,Draw,0.143,0.149,0.00
93,Pursuer,0.135,0.118,0.00
94,Draw,0.158,0.143,12.32
95,Draw,0.152,0.155,0.00
96,Draw,0.153,0.135,0.30
97,Runner,0.146,0.130,0.00
98,Draw,0.143,0.167,4.86
99,Draw,0.149,0.144,2.82
100,Draw,0.160,0.146,0.00
101,Draw,0.160,0.142,0.00
102,Draw,0.150,0.143,0.00
103,Draw,0.154,0.155,16.10
104,Draw,0.148,0.151,5.06
105,Draw,0.159,0.148,0.00
106,Draw,0.156,0.143,0.00
107,Runner,0.109,0.059,0.00
108,Draw,0.154,0.154,4.76
109,Pursuer,0.000,0.000,0.00
110,Draw,0.149,0.154,12.24
111,Draw,0.172,0.149,13.58
112,Draw,0.162,0.146,0.00
113,Draw,0.150,0.148,0.00
114,Draw,0.143,0.146,0.00
115,Draw,0.158,0.143,12.04
116,Pursuer,0.159,0.155,0.00
117,Draw,0.137,0.148,0.00
118,Draw,0.146,0.148,4.50
119,Pursuer,0.150,0.141,0.00
120,Pursuer,0.160,0.148,0.00
121,Draw,0.157,0.147,3.06
122,Draw,0.147,0.156,0.00
123,Draw,0.148,0.157,0.00
124,Draw,0.151,0.152,0.00
125,Draw,0.156,0.149,0.00
126,Draw,0.148,0.149,11.44
127,Runner,0.000,0.000,0.00
128,Draw,0.143,0.142,0.00
129,Draw,0.156,0.148,6.80
130,Draw,0.145,0.160,0.00
131,Draw,0.158,0.146,0.00
132,Draw,0.137,0.144,0.00
133,Draw,0.148,0.152,0.00
134,Pursuer,0.057,0.076,0.00
135,Pursuer,0.019,0.271,0.00
136,Draw,0.148,0.143,16.54
137,Pursuer,0.146,0.166,0.00
138,Pursuer,0.145,0.146,0.00
139,Draw,0.147,0.149,0.00
140,Draw,0.151,0.151,7.52
141,Draw,0.154,0.143,0.00
142,Pursuer,0.139,0.154,0.00
143,Runner,0.149,0.152,0.00
144,Pursuer,0.145,0.161,0.00
145,Draw,0.142,0.142,3.72
146,Draw,0.153,0.149,2.98
147,Draw,0.148,0.153,0.00
148,Draw,0.153,0.152,19.98
149,Draw,0.132,0.147,13.08
150,Draw,0.146,0.143,0.00
151,Draw,0.143,0.152,11.58
152,Runner,0.149,0.131,0.00
153,Draw,0.152,0.149,13.84
154,Pursuer,0.140,0.153,0.00
155,Runner,0.000,0.000,0.00
156,Runner,0.154,0.153,0.00
157,Draw,0.161,0.154,11.08
158,Draw,0.142,0.159,0.00
159,Draw,0.148,0.145,0.00
160,Pursuer,0.148,0.152,0.00
161,Draw,0.154,0.144,0.00
