Episode,Winner,RunnerJitter,PursuerJitter,NearMissTime
1,Runner,0.119,0.182,1.92
2,Pursuer,0.121,0.145,0.00
3,Pursuer,0.164,0.138,0.00
4,Draw,0.149,0.150,0.00
5,Draw,0.147,0.153,3.90
6,Draw,0.153,0.149,0.00
7,Draw,0.145,0.152,0.00
8,Draw,0.148,0.150,0.00
9,Draw,0.157,0.138,4.50
10,Draw,0.148,0.154,0.00
11,Draw,0.158,0.151,0.00
12,Draw,0.153,0.149,0.00
13,Draw,0.152,0.146,0.00
14,Draw,0.149,0.152,0.00
15,Draw,0.144,0.144,0.00
16,Draw,0.139,0.157,0.00
17,Draw,0.158,0.151,0.00
18,Pursuer,0.000,0.000,0.00
19,Pursuer,0.213,0.186,0.00
20,Draw,0.157,0.155,0.00
21,Draw,0.151,0.157,2.36
22,Pursuer,0.157,0.149,0.00
23,Pursuer,0.144,0.140,0.00
24,Draw,0.159,0.155,18.52
25,Draw,0.154,0.142,0.00
26,Draw,0.146,0.156,0.00
27,Draw,0.152,0.144,0.00
28,Draw,0.151,0.149,0.00
29,Draw,0.156,0.149,4.46
30,Draw,0.149,0.134,0.00
31,Draw,0.148,0.152,7.68
32,Draw,0.165,0.150,10.20
33,Draw,0.143,0.161,0.00
34,Draw,0.159,0.152,19.98
35,Draw,0.154,0.153,0.00
36,Draw,0.161,0.154,0.00
37,Draw,0.141,0.145,0.00
38,Runner,0.000,0.000,0.00
39,Draw,0.143,0.139,0.00
40,Draw,0.157,0.127,0.00
41,Draw,0.140,0.147,0.00
42,Draw,0.156,0.145,0.00
43,Draw,0.135,0.149,0.00
44,Draw,0.155,0.146,0.00
45,Draw,0.156,0.148,0.00
46,Draw,0.143,0.150,9.56
47,Draw,0.148,0.144,0.00
48,Draw,0.148,0.145,0.00
49,Draw,0.155,0.154,1.08
50,Draw,0.149,0.151,0.00
51,Draw,0.143,0.147,0.00
52,Pursuer,0.173,0.167,0.00
53,Draw,0.150,0.157,0.94
54,Draw,0.137,0.158,0.00
55,Pursuer,0.000,0.000,0.00
56,Runner,0.152,0.151,0.00
57,Draw,0.153,0.158,0.00
58,Draw,0.144,0.154,0.00
59,Draw,0.158,0.141,0.00
60,Draw,0.159,0.145,8.98
61,Draw,0.157,0.152,0.00
62,Draw,0.161,0.146,0.00
63,Draw,0.150,0.150,1.94
64,Draw,0.158,0.154,0.00
65,Draw,0.159,0.148,3.98
66,Draw,0.164,0.142,0.00
67,Draw,0.156,0.147,0.00
68,Draw,0.147,0.153,6.86
69,Draw,0.145,0.159,0.60
70,Draw,0.149,0.131,0.00
71,Draw,0.150,0.141,2.50
72,Pursuer,0.147,0.146,0.00
73,Draw,0.154,0.149,0.00
74,Draw,0.151,0.161,0.00
75,Draw,0.147,0.143,0.00
