Episode,Winner,RunnerJitter,PursuerJitter,NearMissTime
114,Draw,0.147,0.138,6.76
115,Draw,0.151,0.159,0.00
116,Draw,0.153,0.162,0.00
117,Draw,0.150,0.155,0.00
118,Draw,0.139,0.140,9.28
119,Draw,0.148,0.136,0.00
120,Draw,0.161,0.151,0.00
121,Draw,0.147,0.141,0.26
122,Draw,0.143,0.148,0.00
123,Draw,0.154,0.155,6.52
124,Draw,0.140,0.153,0.00
125,Draw,0.135,0.145,19.98
126,Draw,0.154,0.154,0.00
127,Draw,0.152,0.147,13.78
128,Draw,0.156,0.149,6.30
129,Runner,0.149,0.176,0.00
130,Draw,0.148,0.153,0.00
131,Pursuer,0.158,0.154,0.00
132,Draw,0.165,0.167,0.68
133,Draw,0.159,0.149,0.00
134,Draw,0.137,0.144,0.48
135,Draw,0.163,0.148,0.00
136,Draw,0.161,0.138,0.00
137,Draw,0.148,0.157,0.00
138,Draw,0.151,0.144,0.82
139,Draw,0.155,0.144,0.00
140,Pursuer,0.000,0.000,0.00
141,Draw,0.134,0.165,6.78
142,Draw,0.151,0.159,15.58
143,Draw,0.141,0.162,0.00
144,Draw,0.150,0.145,0.00
145,Pursuer,0.161,0.154,0.00
146,Draw,0.143,0.135,0.00
147,Runner,0.154,0.168,0.00
148,Pursuer,0.145,0.157,0.00
149,Pursuer,0.160,0.148,0.00
150,Draw,0.146,0.158,12.18
151,Runner,0.147,0.159,0.00
152,Pursuer,0.150,0.155,0.00
153,Draw,0.149,0.151,5.02
154,Draw,0.153,0.145,0.00
155,Draw,0.136,0.147,0.00
156,Draw,0.155,0.149,0.00
157,Draw,0.147,0.155,0.00
158,Runner,0.000,0.000,0.00
159,Draw,0.151,0.162,0.00
160,Draw,0.150,0.149,0.00
161,Pursuer,0.000,0.000,0.00
162,Pursuer,0.099,0.116,0.00
163,Draw,0.153,0.145,0.22
164,Draw,0.154,0.141,12.42
165,Draw,0.152,0.145,0.00
166,Pursuer,0.148,0.133,0.00
167,Pursuer,0.145,0.147,0.00
168,Pursuer,0.141,0.151,0.00
169,Draw,0.159,0.148,0.00
170,Draw,0.139,0.144,12.50
171,Runner,0.125,0.156,0.00
172,Draw,0.140,0.148,17.94
173,Pursuer,0.141,0.158,0.00
174,Draw,0.153,0.158,0.00
175,Pursuer,0.155,0.151,0.00
176,Pursuer,0.086,0.109,0.00
177,Pursuer,0.140,0.146,0.00
178,Draw,0.152,0.144,0.00
179,Draw,0.149,0.144,8.14
180,Draw,0.152,0.140,10.70
181,Draw,0.166,0.145,5.92
182,Draw,0.137,0.142,0.00
183,Pursuer,0.156,0.153,0.00
184,Draw,0.152,0.156,1.32
185,Draw,0.149,0.153,0.00
186,Draw,0.150,0.159,0.00
187,Draw,0.146,0.147,0.00
188,Draw,0.150,0.152,0.00
189,Runner,0.139,0.147,0.00
190,Pursuer,0.146,0.146,0.00
191,Draw,0.151,0.141,0.00
192,Runner,0.152,0.153,0.00
193,Pursuer,0.149,0.147,0.00
194,Pursuer,0.147,0.169,0.00
195,Draw,0.144,0.169,0.00
196,Draw,0.154,0.146,4.70
197,Draw,0.144,0.141,5.82
198,Draw,0.137,0.150,0.00
199,Draw,0.151,0.153,7.16
200,Pursuer,0.000,0.000,0.00
201,Draw,0.152,0.156,0.00
202,Draw,0.146,0.145,0.00
203,Draw,0.128,0.143,0.00
204,Draw,0.148,0.151,0.00
205,Draw,0.145,0.156,17.32
206,Draw,0.151,0.157,0.00
207,Draw,0.148,0.146,0.00
208,Draw,0.150,0.149,11.74
209,Draw,0.159,0.153,7.50
210,Draw,0.152,0.150,17.80
211,Pursuer,0.154,0.155,0.00
212,Pursuer,0.151,0.171,0.00
213,Draw,0.146,0.158,0.00
214,Draw,0.152,0.157,0.00
215,Draw,0.149,0.157,1.80
216,Runner,0.000,0.000,0.00
217,Draw,0.145,0.147,0.00
218,Draw,0.146,0.143,6.90
219,Draw,0.152,0.145,0.00
220,Pursuer,0.143,0.138,0.00
221,Runner,0.130,0.129,0.00
222,Draw,0.152,0.142,19.98
223,Draw,0.149,0.151,1.70
224,Draw,0.135,0.153,0.32
225,Draw,0.146,0.157,0.00
226,Draw,0.152,0.137,0.74
227,Pursuer,0.185,0.229,0.00
228,Pursuer,0.162,0.146,0.00
229,Pursuer,0.197,0.139,0.00
230,Pursuer,0.164,0.150,0.00
231,Runner,0.156,0.181,0.00
232,Draw,0.155,0.143,0.00
233,Pursuer,0.000,0.000,0.00
234,Draw,0.140,0.156,0.00
235,Pursuer,0.158,0.120,0.00
236,Draw,0.137,0.145,3.72
237,Draw,0.158,0.155,0.00
238,Draw,0.149,0.146,0.00
239,Pursuer,0.145,0.127,0.00
240,Draw,0.157,0.156,0.00
241,Draw,0.145,0.148,5.98
242,Pursuer,0.132,0.138,0.00
243,Draw,0.141,0.149,7.26
244,Draw,0.147,0.140,14.78
245,Pursuer,0.180,0.140,0.00
246,Draw,0.138,0.161,0.00
247,Pursuer,0.140,0.145,0.00
248,Draw,0.148,0.145,0.00
249,Pursuer,0.148,0.154,0.00
250,Pursuer,0.141,0.160,0.00
251,Runner,0.061,0.066,0.00
252,Draw,0.141,0.150,0.00
253,Pursuer,0.119,0.170,0.00
254,Draw,0.155,0.165,10.08
255,Draw,0.157,0.150,7.28
256,Runner,0.141,0.146,0.00
257,Draw,0.128,0.145,11.62
258,Pursuer,0.000,0.000,0.00
259,Draw,0.146,0.148,0.00
260,Runner,0.151,0.146,0.00
261,Draw,0.151,0.152,19.98
262,Runner,0.143,0.137,0.00
263,Draw,0.164,0.149,2.36
264,Draw,0.152,0.144,19.82
265,Draw,0.150,0.150,0.00
266,Draw,0.162,0.153,0.00
267,Draw,0.160,0.152,0.00
268,Pursuer,0.149,0.146,0.00
269,Draw,0.160,0.140,5.56
270,Runner,0.152,0.149,0.00
271,Runner,0.122,0.098,0.00
272,Draw,0.155,0.144,0.00
273,Runner,0.139,0.162,3.32
274,Draw,0.149,0.155,19.98
275,Draw,0.149,0.156,0.00
276,Pursuer,0.156,0.135,0.00
277,Pursuer,0.148,0.145,0.00
278,Pursuer,0.147,0.150,0.00
279,Draw,0.146,0.141,7.70
280,Pursuer,0.144,0.146,0.00
281,Draw,0.147,0.147,0.00
282,Draw,0.140,0.143,0.00
283,Draw,0.136,0.154,0.00
284,Pursuer,0.142,0.152,0.00
285,Draw,0.139,0.147,0.00
286,Draw,0.156,0.135,8.60
287,Runner,0.144,0.149,9.50
288,Draw,0.142,0.147,0.00
289,Pursuer,0.150,0.132,0.00
290,Runner,0.000,0.000,0.00
291,Pursuer,0.172,0.148,0.00
292,Pursuer,0.156,0.150,0.00
293,Pursuer,0.138,0.140,0.00
294,Runner,0.150,0.152,4.08
295,Draw,0.149,0.138,5.28
296,Pursuer,0.140,0.137,0.00
297,Draw,0.150,0.158,0.00
298,Pursuer,0.161,0.159,0.00
299,Pursuer,0.238,0.144,0.00
300,Pursuer,0.166,0.150,0.00
301,Pursuer,0.175,0.149,0.00
302,Draw,0.161,0.140,11.16
303,Draw,0.143,0.156,0.00
304,Draw,0.148,0.151,11.36
305,Draw,0.156,0.132,0.00
306,Pursuer,0.144,0.145,0.00
307,Draw,0.143,0.153,13.94
308,Draw,0.155,0.154,0.00
309,Pursuer,0.137,0.160,0.00
310,Runner,0.145,0.173,1.22
311,Draw,0.146,0.148,0.00
312,Draw,0.145,0.153,0.00
313,Draw,0.148,0.150,0.00
314,Draw,0.157,0.152,0.00
315,Pursuer,0.146,0.146,0.00
316,Pursuer,0.140,0.173,0.00
317,Draw,0.154,0.146,0.00
318,Draw,0.156,0.151,14.40
319,Pursuer,0.127,0.173,0.00
320,Runner,0.159,0.182,3.86
321,Pursuer,0.136,0.146,0.00
322,Draw,0.144,0.142,0.00
323,Draw,0.152,0.150,17.72
324,Pursuer,0.123,0.136,0.00
325,Pursuer,0.149,0.155,0.00
326,Pursuer,0.149,0.152,0.00
327,Pursuer,0.153,0.132,0.00
328,Runner,0.063,0.141,0.10
329,Draw,0.142,0.154,1.42
330,Pursuer,0.138,0.149,0.00
331,Draw,0.144,0.145,0.00
332,Pursuer,0.143,0.133,0.00
333,Draw,0.145,0.139,8.52
334,Pursuer,0.146,0.142,0.00
335,Pursuer,0.158,0.158,0.00
336,Draw,0.156,0.158,12.50
337,Draw,0.149,0.144,2.10
338,Draw,0.147,0.135,9.18
339,Runner,0.000,0.000,0.00
340,Draw,0.146,0.154,3.36
341,Runner,0.136,0.152,11.78
342,Draw,0.168,0.158,0.00
343,Runner,0.155,0.149,0.00
344,Pursuer,0.153,0.139,0.00
345,Pursuer,0.142,0.152,0.00
346,Draw,0.150,0.159,0.00
347,Pursuer,0.152,0.140,0.00
348,Draw,0.145,0.140,0.00
349,Pursuer,0.149,0.138,0.00
350,Runner,0.150,0.138,0.00
351,Draw,0.144,0.135,0.00
352,Pursuer,0.000,0.000,0.00
353,Draw,0.146,0.146,0.00
354,Draw,0.149,0.145,0.00
355,Draw,0.144,0.148,6.24
356,Draw,0.150,0.151,6.12
357,Pursuer,0.141,0.155,0.00
358,Runner,0.148,0.153,0.00
359,Pursuer,0.146,0.128,0.00
360,Pursuer,0.160,0.170,0.00
361,Runner,0.159,0.147,0.00
362,Pursuer,0.149,0.164,0.00
363,Draw,0.139,0.152,0.00
364,Pursuer,0.190,0.084,0.00
365,Draw,0.146,0.137,0.00
366,Draw,0.158,0.149,0.00
367,Pursuer,0.150,0.137,0.00
368,Draw,0.156,0.161,8.20
369,Draw,0.158,0.157,2.64
370,Draw,0.151,0.147,0.00
371,Draw,0.150,0.146,19.46
372,Runner,0.160,0.154,0.00
373,Runner,0.132,0.155,0.00
374,Draw,0.142,0.162,12.00
375,Runner,0.139,0.151,0.00
376,Draw,0.147,0.150,8.10
377,Pursuer,0.000,0.000,0.00
378,Pursuer,0.144,0.107,0.00
379,Draw,0.142,0.136,3.34
380,Draw,0.148,0.148,18.12
381,Draw,0.174,0.140,17.88
382,Runner,0.131,0.148,0.00
383,Draw,0.147,0.168,6.14
384,Pursuer,0.138,0.139,0.00
385,Pursuer,0.136,0.140,0.00
386,Pursuer,0.160,0.142,0.00
387,Draw,0.146,0.157,0.00
388,Draw,0.157,0.155,0.00
389,Pursuer,0.103,0.204,0.00
390,Draw,0.147,0.152,5.94
391,Pursuer,0.157,0.158,0.00
392,Draw,0.150,0.143,10.06
393,Draw,0.140,0.151,0.06
394,Pursuer,0.157,0.135,0.00
395,Pursuer,0.158,0.146,0.00
396,Pursuer,0.147,0.145,0.00
397,Runner,0.151,0.164,12.04
398,Runner,0.150,0.158,0.00
399,Draw,0.142,0.165,6.86
400,Draw,0.156,0.148,9.98
401,Pursuer,0.147,0.170,0.00
402,Draw,0.153,0.142,0.30
403,Draw,0.152,0.140,4.02
404,Draw,0.157,0.147,5.48
405,Draw,0.152,0.145,0.00
406,Draw,0.147,0.140,0.00
407,Draw,0.147,0.144,3.78
408,Draw,0.140,0.148,14.54
409,Runner,0.143,0.145,9.20
410,Runner,0.166,0.232,0.00
411,Draw,0.152,0.158,12.66
412,Draw,0.134,0.152,15.22
413,Draw,0.145,0.155,4.18
414,Runner,0.138,0.147,5.14
415,Runner,0.172,0.136,4.52
416,Pursuer,0.151,0.144,0.00
417,Draw,0.153,0.155,0.00
418,Draw,0.159,0.161,0.00
419,Draw,0.149,0.142,5.26
420,Draw,0.147,0.153,0.00
421,Pursuer,0.150,0.156,0.00
422,Runner,0.156,0.153,9.72
423,Pursuer,0.154,0.121,0.00
424,Draw,0.150,0.155,1.84
425,Pursuer,0.150,0.138,0.00
426,Pursuer,0.186,0.136,0.00
427,Runner,0.147,0.149,0.00
428,Pursuer,0.153,0.155,0.00
429,Draw,0.145,0.132,0.08
430,Pursuer,0.000,0.000,0.00
431,Runner,0.148,0.145,7.12
432,Draw,0.147,0.156,3.56
433,Pursuer,0.142,0.156,0.00
434,Draw,0.141,0.143,0.00
435,Draw,0.158,0.142,11.68
436,Runner,0.147,0.137,4.44
437,Pursuer,0.143,0.130,0.00
438,Pursuer,0.142,0.148,0.00
439,Pursuer,0.147,0.152,0.00
440,Draw,0.149,0.157,0.00
441,Runner,0.180,0.155,0.00
442,Draw,0.151,0.141,19.98
443,Pursuer,0.131,0.160,0.00
444,Runner,0.144,0.150,1.98
445,Pursuer,0.153,0.143,0.00
446,Draw,0.145,0.149,15.74
447,Draw,0.148,0.147,4.64
448,Runner,0.164,0.129,0.00
449,Pursuer,0.129,0.142,0.00
450,Pursuer,0.140,0.148,0.00
451,Draw,0.145,0.149,1.26
452,Draw,0.138,0.151,0.00
453,Draw,0.137,0.152,0.00
454,Pursuer,0.143,0.147,0.00
455,Pursuer,0.044,0.046,0.00
456,Draw,0.141,0.153,0.00
457,Draw,0.145,0.140,0.00
458,Draw,0.148,0.153,0.00
459,Pursuer,0.164,0.144,0.00
460,Runner,0.134,0.156,0.00
461,Draw,0.145,0.152,0.00
462,Pursuer,0.149,0.157,0.00
463,Runner,0.134,0.156,0.00
464,Draw,0.146,0.147,2.70
465,Draw,0.147,0.144,1.54
466,Pursuer,0.147,0.172,0.00
467,Runner,0.140,0.143,9.22
468,Draw,0.140,0.146,15.38
469,Draw,0.133,0.146,19.98
470,Draw,0.155,0.157,0.00
471,Draw,0.147,0.153,7.86
472,Draw,0.135,0.148,2.24
473,Runner,0.000,0.000,0.00
474,Draw,0.152,0.159,0.30
475,Pursuer,0.147,0.157,0.00
476,Pursuer,0.165,0.146,0.00
477,Pursuer,0.134,0.178,0.00
478,Pursuer,0.150,0.153,0.00
479,Runner,0.137,0.134,14.82
480,Pursuer,0.146,0.161,0.00
481,Runner,0.142,0.145,0.00
482,Draw,0.150,0.153,0.00
483,Runner,0.195,0.139,6.16
484,Runner,0.148,0.153,0.00
485,Draw,0.145,0.141,8.28
486,Runner,0.150,0.136,0.00
487,Draw,0.142,0.152,2.94
488,Pursuer,0.136,0.135,0.00
489,Draw,0.146,0.164,0.00
490,Runner,0.147,0.147,0.00
491,Draw,0.148,0.148,0.00
492,Pursuer,0.132,0.144,0.00
493,Runner,0.150,0.153,1.20
494,Draw,0.148,0.176,14.54
495,Pursuer,0.000,0.000,0.00
496,Pursuer,0.143,0.151,0.00
497,Draw,0.149,0.143,5.80
498,Runner,0.116,0.160,0.00
499,Runner,0.162,0.141,0.00
500,Draw,0.140,0.139,2.62
501,Runner,0.100,0.150,0.00
502,Pursuer,0.160,0.104,0.00
503,Pursuer,0.155,0.166,0.00
504,Runner,0.144,0.149,0.00
505,Draw,0.160,0.141,0.00
506,Draw,0.151,0.136,7.26
507,Draw,0.154,0.152,2.72
508,Draw,0.151,0.144,0.00
509,Runner,0.000,0.000,0.00
510,Draw,0.145,0.142,0.00
511,Runner,0.158,0.147,0.00
512,Runner,0.139,0.147,1.46
513,Runner,0.152,0.151,1.24
514,Pursuer,0.157,0.166,0.00
515,Runner,0.145,0.137,13.40
516,Pursuer,0.131,0.099,0.00
517,Pursuer,0.156,0.149,0.00
518,Pursuer,0.141,0.146,0.00
519,Pursuer,0.140,0.148,0.00
520,Draw,0.149,0.148,0.00
521,Pursuer,0.142,0.171,0.00
522,Pursuer,0.162,0.141,0.00
523,Draw,0.150,0.172,0.00
524,Pursuer,0.178,0.177,0.00
525,Draw,0.150,0.157,0.00
526,Draw,0.149,0.153,6.66
527,Draw,0.157,0.148,0.00
528,Runner,0.000,0.000,0.00
529,Draw,0.143,0.149,13.28
530,Draw,0.156,0.149,0.00
531,Runner,0.166,0.143,0.00
532,Pursuer,0.000,0.000,0.00
533,Draw,0.151,0.145,14.66
534,Pursuer,0.146,0.146,0.00
535,Pursuer,0.164,0.182,0.00
536,Runner,0.149,0.149,2.54
537,Draw,0.155,0.145,0.00
538,Draw,0.139,0.154,0.00
539,Pursuer,0.154,0.114,0.00
540,Draw,0.145,0.136,12.38
541,Pursuer,0.145,0.141,0.00
542,Runner,0.141,0.147,0.00
543,Runner,0.143,0.141,3.94
544,Pursuer,0.151,0.170,0.00
545,Draw,0.144,0.136,8.70
546,Pursuer,0.152,0.144,0.00
547,Draw,0.143,0.145,19.20
548,Draw,0.147,0.135,12.92
549,Pursuer,0.144,0.165,0.00
550,Pursuer,0.148,0.129,0.00
551,Runner,0.000,0.000,0.00
552,Runner,0.142,0.139,5.82
553,Pursuer,0.000,0.000,0.00
554,Runner,0.144,0.145,0.00
555,Draw,0.144,0.144,15.46
556,Runner,0.141,0.140,5.98
557,Runner,0.161,0.147,3.04
558,Runner,0.139,0.129,0.00
559,Pursuer,0.148,0.161,0.00
560,Draw,0.153,0.147,9.74
561,Draw,0.149,0.155,0.00
562,Pursuer,0.138,0.139,0.00
563,Runner,0.161,0.144,0.00
564,Pursuer,0.161,0.153,0.00
565,Runner,0.153,0.145,0.00
566,Pursuer,0.139,0.163,0.00
567,Draw,0.156,0.142,9.08
568,Runner,0.150,0.150,0.00
569,Pursuer,0.155,0.142,0.00
570,Pursuer,0.155,0.164,0.00
571,Draw,0.141,0.146,0.00
572,Draw,0.140,0.146,0.00
573,Runner,0.143,0.139,6.28
574,Draw,0.151,0.138,0.34
575,Runner,0.154,0.170,4.28
576,Runner,0.147,0.153,0.00
577,Runner,0.132,0.145,0.44
578,Draw,0.156,0.152,13.86
579,Pursuer,0.148,0.152,0.00
580,Draw,0.143,0.147,0.00
581,Pursuer,0.130,0.168,0.00
582,Pursuer,0.152,0.097,0.00
583,Pursuer,0.155,0.144,0.00
584,Draw,0.144,0.156,16.00
585,Pursuer,0.152,0.133,0.00
586,Pursuer,0.164,0.150,0.00
587,Pursuer,0.190,0.161,0.00
588,Pursuer,0.146,0.154,0.00
589,Pursuer,0.287,0.237,0.00
590,Draw,0.139,0.150,0.68
591,Draw,0.136,0.146,2.10
592,Draw,0.155,0.142,0.00
593,Runner,0.133,0.144,7.62
594,Draw,0.155,0.147,0.00
595,Draw,0.148,0.144,3.42
596,Draw,0.141,0.148,15.56
597,Draw,0.144,0.152,1.50
598,Pursuer,0.146,0.150,0.00
599,Draw,0.149,0.142,14.02
600,Draw,0.146,0.160,0.00
601,Runner,0.143,0.152,0.00
602,Pursuer,0.136,0.149,0.00
603,Draw,0.156,0.152,0.00
604,Pursuer,0.151,0.151,0.00
605,Pursuer,0.151,0.143,0.00
606,Pursuer,0.148,0.144,0.00
607,Pursuer,0.148,0.143,0.00
608,Draw,0.150,0.166,7.88
609,Pursuer,0.154,0.143,0.00
610,Pursuer,0.153,0.150,0.00
611,Draw,0.161,0.139,7.14
612,Draw,0.152,0.142,0.00
613,Pursuer,0.528,0.606,0.00
614,Runner,0.000,0.000,0.02
615,Runner,0.125,0.154,7.10
616,Pursuer,0.140,0.165,0.00
617,Runner,0.137,0.156,7.66
618,Draw,0.137,0.149,6.14
619,Pursuer,0.133,0.155,0.00
620,Runner,0.147,0.164,4.50
621,Draw,0.147,0.152,0.00
622,Draw,0.156,0.152,8.14
623,Pursuer,0.135,0.152,0.00
624,Pursuer,0.148,0.134,0.00
625,Draw,0.145,0.144,0.00
626,Draw,0.132,0.138,19.98
627,Runner,0.155,0.134,0.00
628,Draw,0.152,0.141,5.86
629,Pursuer,0.164,0.158,0.00
630,Pursuer,0.144,0.142,0.00
631,Runner,0.154,0.146,5.46
632,Draw,0.141,0.145,6.60
633,Draw,0.151,0.150,8.88
634,Runner,0.146,0.138,3.80
635,Draw,0.157,0.164,4.74
636,Runner,0.148,0.135,7.28
637,Runner,0.137,0.152,4.62
638,Pursuer,0.134,0.153,0.00
639,Draw,0.143,0.147,6.96
640,Pursuer,0.152,0.132,0.00
641,Runner,0.125,0.140,0.00
642,Pursuer,0.166,0.108,0.00
643,Draw,0.149,0.155,5.16
644,Runner,0.132,0.142,0.00
645,Pursuer,0.146,0.142,0.00
646,Draw,0.149,0.141,0.00
647,Runner,0.156,0.148,1.54
648,Pursuer,0.137,0.145,0.00
649,Pursuer,0.144,0.149,0.00
650,Draw,0.160,0.146,7.62
651,Pursuer,0.143,0.166,0.00
652,Draw,0.143,0.137,0.00
653,Pursuer,0.000,0.000,0.00
654,Draw,0.143,0.144,0.00
655,Pursuer,0.154,0.144,0.00
656,Runner,0.126,0.150,0.00
657,Pursuer,0.000,0.000,0.00
658,Runner,0.139,0.148,2.70
659,Runner,0.165,0.154,1.48
660,Draw,0.151,0.147,0.00
661,Pursuer,0.147,0.145,0.00
662,Runner,0.142,0.139,0.00
663,Draw,0.147,0.152,15.52
664,Draw,0.158,0.153,1.10
665,Runner,0.142,0.144,5.54
666,Pursuer,0.246,0.207,0.00
667,Pursuer,0.167,0.152,0.00
668,Runner,0.154,0.148,0.00
669,Runner,0.161,0.166,0.00
670,Pursuer,0.149,0.141,0.00
671,Runner,0.143,0.145,0.00
672,Pursuer,0.174,0.103,0.00
673,Runner,0.826,0.590,0.02
674,Draw,0.143,0.155,0.00
675,Draw,0.131,0.148,1.68
676,Draw,0.149,0.128,11.14
677,Runner,0.138,0.148,0.00
678,Pursuer,0.159,0.192,0.00
679,Runner,0.146,0.135,0.00
680,Draw,0.149,0.153,5.26
681,Runner,0.164,0.146,0.00
682,Pursuer,0.424,0.472,0.00
683,Runner,0.148,0.157,2.26
684,Pursuer,0.143,0.123,0.00
685,Pursuer,0.162,0.163,0.00
686,Pursuer,0.162,0.141,0.00
687,Runner,0.142,0.146,2.36
688,Runner,0.141,0.148,2.08
689,Pursuer,0.138,0.146,0.00
690,Pursuer,0.215,0.193,0.00
691,Pursuer,0.161,0.129,0.00
692,Runner,0.133,0.145,0.00
693,Runner,0.148,0.144,0.92
694,Runner,0.143,0.178,0.32
695,Runner,0.146,0.146,0.00
696,Pursuer,0.151,0.146,0.00
697,Runner,0.175,0.137,1.56
698,Draw,0.149,0.155,0.00
699,Runner,0.175,0.191,0.90
700,Pursuer,0.123,0.160,0.00
701,Pursuer,0.138,0.179,0.00
702,Pursuer,0.143,0.182,0.00
703,Pursuer,0.138,0.146,0.00
704,Runner,0.145,0.141,0.00
705,Draw,0.150,0.149,0.00
706,Draw,0.148,0.156,8.14
707,Pursuer,0.143,0.148,0.00
708,Draw,0.142,0.149,12.02
709,Runner,0.138,0.155,0.86
710,Pursuer,0.142,0.156,0.00
711,Pursuer,0.148,0.160,0.00
712,Runner,0.134,0.138,0.00
713,Draw,0.148,0.149,7.44
714,Draw,0.155,0.154,7.82
715,Pursuer,0.158,0.139,0.00
716,Draw,0.149,0.140,0.00
717,Draw,0.144,0.154,16.58
718,Pursuer,0.135,0.151,0.00
719,Pursuer,0.156,0.144,0.00
720,Runner,0.190,0.122,0.00
721,Pursuer,0.139,0.140,0.00
722,Runner,0.136,0.101,0.38
723,Draw,0.153,0.148,8.34
724,Draw,0.150,0.161,0.00
725,Runner,0.152,0.142,10.14
726,Pursuer,0.148,0.151,0.00
727,Runner,0.135,0.162,4.78
728,Runner,0.145,0.146,3.34
729,Pursuer,0.142,0.163,0.00
730,Draw,0.145,0.158,0.00
731,Pursuer,0.138,0.145,0.00
732,Draw,0.146,0.139,17.28
733,Pursuer,0.142,0.117,0.00
734,Draw,0.169,0.153,0.00
735,Draw,0.155,0.146,15.88
736,Draw,0.145,0.138,9.52
737,Runner,0.157,0.158,0.00
738,Draw,0.149,0.160,2.18
739,Pursuer,0.156,0.158,0.00
740,Pursuer,0.152,0.149,0.00
741,Pursuer,0.154,0.130,0.00
742,Pursuer,0.134,0.149,0.00
743,Runner,0.144,0.131,2.86
744,Runner,0.185,0.147,0.00
745,Draw,0.151,0.137,0.00
746,Pursuer,0.155,0.140,0.00
747,Runner,0.142,0.147,9.96
748,Runner,0.144,0.145,2.66
749,Runner,0.157,0.148,0.06
