Episode,Winner,RunnerJitter,PursuerJitter,NearMissTime
750,Runner,0.146,0.149,7.08
751,Runner,0.150,0.155,8.44
752,Pursuer,0.146,0.161,0.00
753,Runner,0.134,0.154,4.22
754,Draw,0.136,0.146,19.84
755,Pursuer,0.143,0.148,0.00
756,Pursuer,0.135,0.150,0.00
757,Runner,0.143,0.162,0.00
758,Draw,0.143,0.155,0.00
759,Draw,0.155,0.152,0.00
760,Pursuer,0.116,0.149,0.00
761,Runner,0.161,0.158,3.48
762,Draw,0.153,0.150,0.00
763,Runner,0.000,0.000,0.00
764,Pursuer,0.164,0.142,0.00
765,Runner,0.150,0.138,0.00
766,Pursuer,0.000,0.000,0.00
767,Pursuer,0.155,0.138,0.00
768,Runner,0.064,0.048,0.00
769,Draw,0.147,0.137,17.14
770,Draw,0.156,0.148,0.00
771,Pursuer,0.140,0.136,0.00
772,Pursuer,0.150,0.160,0.00
773,Pursuer,0.146,0.139,0.00
774,Pursuer,0.136,0.132,0.00
775,Pursuer,0.145,0.157,0.00
776,Draw,0.145,0.155,10.22
777,Runner,0.151,0.150,0.06
778,Pursuer,0.151,0.135,0.00
779,Pursuer,0.145,0.140,0.00
780,Pursuer,0.197,0.155,0.00
781,Runner,0.000,0.000,0.00
782,Pursuer,0.103,0.164,0.00
783,Pursuer,0.132,0.143,0.00
784,Pursuer,0.152,0.141,0.00
785,Runner,0.154,0.150,5.46
786,Runner,0.166,0.155,0.00
787,Pursuer,0.127,0.180,0.00
788,Draw,0.144,0.154,11.14
789,Runner,0.150,0.149,4.72
790,Runner,0.145,0.167,1.72
791,Pursuer,0.148,0.154,0.00
792,Draw,0.150,0.144,8.14
793,Runner,0.202,0.072,0.00
794,Pursuer,0.148,0.143,0.00
795,Pursuer,0.140,0.162,0.00
796,Draw,0.145,0.160,3.12
797,Runner,0.131,0.175,0.00
798,Pursuer,0.148,0.148,0.00
799,Draw,0.149,0.137,4.28
800,Draw,0.153,0.153,0.00
801,Draw,0.156,0.147,6.44
802,Runner,0.175,0.172,1.68
803,Pursuer,0.132,0.147,0.00
804,Pursuer,0.171,0.094,0.00
805,Pursuer,0.158,0.152,0.00
806,Pursuer,0.154,0.157,0.00
807,Runner,0.128,0.143,0.00
808,Runner,0.155,0.138,0.00
809,Runner,0.147,0.155,4.84
810,Runner,0.157,0.156,0.96
811,Runner,0.228,0.081,0.00
812,Runner,0.114,0.128,0.00
813,Pursuer,0.000,0.000,0.00
814,Runner,0.172,0.131,0.00
815,Runner,0.149,0.131,1.88
816,Pursuer,0.144,0.144,0.00
817,Runner,0.141,0.138,0.00
818,Pursuer,0.155,0.156,0.00
819,Draw,0.150,0.159,18.84
820,Pursuer,0.132,0.149,0.00
821,Runner,0.137,0.160,0.00
822,Draw,0.162,0.156,0.00
823,Runner,0.146,0.162,7.20
824,Runner,0.141,0.133,0.00
825,Runner,0.097,0.142,0.00
826,Draw,0.153,0.154,0.00
827,Pursuer,0.179,0.144,0.00
828,Pursuer,0.145,0.134,0.00
829,Runner,0.144,0.147,0.00
830,Runner,0.164,0.170,0.00
831,Pursuer,0.000,0.000,0.00
832,Pursuer,0.107,0.141,0.00
833,Pursuer,0.172,0.150,0.00
834,Pursuer,0.159,0.142,0.00
835,Runner,0.166,0.121,4.36
836,Draw,0.139,0.149,14.98
837,Runner,0.167,0.158,0.56
838,Draw,0.137,0.159,0.00
839,Draw,0.148,0.149,11.62
840,Pursuer,0.156,0.137,0.00
841,Runner,0.141,0.170,4.20
842,Pursuer,0.163,0.146,0.00
843,Pursuer,0.140,0.152,0.00
844,Draw,0.154,0.160,0.00
845,Pursuer,0.077,0.081,0.00
846,Pursuer,0.121,0.160,0.00
847,Pursuer,0.161,0.138,0.00
848,Pursuer,0.160,0.115,0.00
849,Pursuer,0.165,0.171,0.00
850,Draw,0.157,0.146,11.44
851,Pursuer,0.130,0.144,0.00
852,Pursuer,0.150,0.137,0.00
853,Runner,0.152,0.149,7.84
854,Runner,0.156,0.139,3.02
855,Pursuer,0.154,0.151,0.00
856,Runner,0.111,0.112,0.00
857,Draw,0.136,0.144,8.76
858,Pursuer,0.128,0.115,0.00
859,Pursuer,0.144,0.146,0.00
860,Pursuer,0.164,0.167,0.00
861,Draw,0.160,0.152,8.54
862,Pursuer,0.000,0.000,0.00
863,Runner,0.209,0.102,0.00
864,Runner,0.155,0.148,0.00
865,Runner,0.161,0.103,0.52
866,Draw,0.146,0.149,0.00
867,Runner,0.147,0.132,1.06
868,Draw,0.143,0.153,7.86
869,Pursuer,0.146,0.159,0.00
870,Runner,0.163,0.132,0.00
871,Draw,0.151,0.154,0.00
872,Draw,0.151,0.144,0.00
873,Runner,0.160,0.120,0.00
874,Runner,0.148,0.150,7.56
875,Pursuer,0.144,0.146,0.00
876,Pursuer,0.145,0.151,0.00
877,Runner,0.136,0.160,2.88
878,Draw,0.133,0.155,6.42
879,Pursuer,0.131,0.147,0.00
880,Pursuer,0.163,0.173,0.00
881,Runner,0.149,0.147,0.00
882,Runner,0.160,0.143,4.80
883,Runner,0.164,0.150,4.48
884,Runner,0.143,0.140,0.00
885,Pursuer,0.130,0.145,0.00
886,Runner,0.147,0.145,1.26
887,Pursuer,0.147,0.154,0.00
888,Pursuer,0.140,0.157,0.00
889,Runner,0.151,0.158,0.00
890,Draw,0.150,0.153,3.68
891,Pursuer,0.146,0.080,0.00
892,Runner,0.157,0.153,9.08
893,Runner,0.156,0.141,0.16
894,Runner,0.159,0.134,9.94
895,Runner,0.140,0.151,2.84
896,Draw,0.144,0.149,7.58
897,Runner,0.149,0.150,2.88
898,Pursuer,0.147,0.141,0.00
899,Draw,0.148,0.155,12.12
900,Draw,0.150,0.157,13.02
901,Draw,0.146,0.148,4.50
902,Pursuer,0.000,0.000,0.00
903,Draw,0.143,0.143,4.76
904,Pursuer,0.150,0.159,0.00
905,Draw,0.148,0.150,12.96
906,Draw,0.150,0.153,10.82
907,Draw,0.151,0.154,1.84
908,Runner,0.145,0.152,0.00
909,Pursuer,0.163,0.139,0.00
910,Runner,0.139,0.139,2.24
911,Pursuer,0.157,0.142,0.00
912,Pursuer,0.155,0.140,0.00
913,Pursuer,0.141,0.131,0.00
914,Runner,0.163,0.156,7.00
915,Runner,0.144,0.139,0.10
916,Draw,0.144,0.158,5.40
917,Runner,0.174,0.154,8.66
918,Pursuer,0.142,0.137,0.00
919,Runner,0.138,0.161,0.00
920,Pursuer,0.000,0.000,0.00
921,Draw,0.152,0.156,0.00
922,Runner,0.137,0.147,0.00
923,Pursuer,0.149,0.145,0.00
924,Runner,0.163,0.149,0.00
925,Runner,0.162,0.154,5.84
926,Draw,0.140,0.151,8.44
927,Draw,0.140,0.144,18.18
928,Runner,0.165,0.142,0.22
929,Runner,0.154,0.150,0.00
930,Runner,0.144,0.126,0.00
931,Pursuer,0.151,0.159,0.00
932,Runner,0.146,0.155,0.46
933,Runner,0.152,0.173,0.00
934,Runner,0.147,0.145,0.00
935,Runner,0.170,0.158,0.00
936,Pursuer,0.135,0.175,0.00
937,Runner,0.140,0.149,0.00
938,Draw,0.142,0.152,0.00
939,Pursuer,0.150,0.147,0.00
940,Pursuer,0.147,0.134,0.00
941,Runner,0.193,0.127,3.02
942,Draw,0.157,0.148,9.06
943,Runner,0.153,0.140,4.26
944,Pursuer,0.149,0.143,0.00
945,Runner,0.152,0.131,5.96
946,Draw,0.147,0.148,0.00
947,Runner,0.136,0.147,0.34
948,Runner,0.160,0.165,0.00
949,Pursuer,0.152,0.134,0.00
950,Runner,0.134,0.154,3.76
951,Runner,0.158,0.164,0.00
952,Runner,0.149,0.152,4.98
953,Runner,0.157,0.145,3.86
954,Draw,0.132,0.141,0.00
955,Pursuer,0.148,0.148,0.00
956,Runner,0.163,0.157,0.08
957,Runner,0.141,0.153,0.00
958,Runner,0.144,0.164,0.00
959,Pursuer,0.153,0.128,0.00
960,Pursuer,0.170,0.150,0.00
961,Runner,0.161,0.155,2.92
962,Pursuer,0.164,0.163,0.00
963,Draw,0.147,0.147,0.00
964,Pursuer,0.237,0.028,0.00
965,Pursuer,0.148,0.120,0.00
966,Pursuer,0.150,0.199,0.00
967,Runner,0.127,0.127,1.46
968,Draw,0.152,0.149,0.00
969,Runner,0.159,0.145,0.28
970,Pursuer,0.161,0.154,0.00
971,Runner,0.149,0.147,2.54
972,Runner,0.140,0.144,0.00
973,Runner,0.145,0.149,0.00
974,Draw,0.146,0.156,9.22
975,Pursuer,0.000,0.000,0.00
976,Runner,0.138,0.146,0.00
977,Pursuer,0.124,0.133,0.00
978,Runner,0.150,0.138,5.96
979,Runner,0.159,0.140,0.00
980,Runner,0.133,0.129,4.62
981,Runner,0.139,0.148,2.66
982,Runner,0.126,0.141,3.12
983,Pursuer,0.155,0.153,0.00
984,Pursuer,0.166,0.132,0.00
985,Pursuer,0.159,0.150,0.00
986,Runner,0.130,0.135,0.00
987,Pursuer,0.149,0.163,0.00
988,Runner,0.156,0.144,0.00
989,Pursuer,0.111,0.184,0.00
990,Draw,0.142,0.152,0.00
991,Pursuer,0.157,0.151,0.00
992,Pursuer,0.153,0.139,0.00
993,Runner,0.128,0.145,2.76
994,Pursuer,0.144,0.148,0.00
995,Runner,0.115,0.186,1.58
996,Pursuer,0.150,0.139,0.00
997,Pursuer,0.158,0.159,0.00
998,Runner,0.153,0.149,0.00
999,Runner,0.164,0.138,5.52
1000,Draw,0.153,0.145,0.00
1001,Pursuer,0.155,0.151,0.00
1002,Runner,0.141,0.137,1.16
1003,Runner,0.140,0.141,6.48
1004,Runner,0.132,0.162,6.36
1005,Draw,0.147,0.148,14.36
1006,Pursuer,0.149,0.147,0.00
1007,Runner,0.139,0.148,5.78
1008,Pursuer,0.000,0.000,0.00
1009,Pursuer,0.081,0.125,0.00
1010,Runner,0.150,0.150,0.50
1011,Draw,0.149,0.143,3.44
1012,Draw,0.150,0.148,0.00
1013,Draw,0.150,0.150,0.00
1014,Runner,0.153,0.159,0.00
1015,Draw,0.147,0.142,10.20
1016,Pursuer,0.129,0.159,0.00
1017,Runner,0.144,0.149,0.00
1018,Draw,0.161,0.149,6.32
1019,Pursuer,0.138,0.135,0.00
1020,Runner,0.136,0.132,0.46
1021,Pursuer,0.163,0.151,0.00
1022,Pursuer,0.118,0.116,0.00
1023,Runner,0.139,0.146,0.64
1024,Runner,0.152,0.177,0.00
1025,Pursuer,0.175,0.182,0.00
1026,Draw,0.149,0.139,10.80
1027,Runner,0.158,0.159,0.00
1028,Runner,0.134,0.137,0.42
1029,Pursuer,0.144,0.158,0.00
1030,Pursuer,0.171,0.153,0.00
1031,Runner,0.145,0.149,1.88
1032,Runner,0.129,0.137,0.00
1033,Runner,0.147,0.144,0.00
1034,Runner,0.148,0.156,0.00
1035,Draw,0.139,0.140,0.70
1036,Draw,0.149,0.151,0.00
1037,Runner,0.156,0.148,0.00
1038,Runner,0.138,0.153,5.44
1039,Draw,0.154,0.158,9.64
1040,Runner,0.139,0.141,0.00
1041,Pursuer,0.151,0.166,0.00
1042,Pursuer,0.178,0.135,0.00
1043,Runner,0.134,0.167,4.32
1044,Pursuer,0.168,0.173,0.00
1045,Pursuer,0.156,0.156,0.00
1046,Draw,0.143,0.148,0.00
1047,Draw,0.143,0.140,0.00
1048,Pursuer,0.132,0.140,0.00
1049,Draw,0.141,0.146,3.28
1050,Draw,0.156,0.149,0.00
1051,Runner,0.269,0.085,0.00
1052,Draw,0.143,0.146,6.32
1053,Runner,0.147,0.146,6.06
1054,Pursuer,0.155,0.155,0.00
1055,Pursuer,0.151,0.145,0.00
1056,Runner,0.152,0.143,0.00
1057,Runner,0.100,0.188,0.00
1058,Runner,0.152,0.131,0.00
1059,Runner,0.136,0.134,0.00
1060,Runner,0.143,0.155,9.38
1061,Runner,0.171,0.156,0.00
1062,Runner,0.153,0.161,0.00
1063,Draw,0.152,0.146,0.00
1064,Draw,0.151,0.146,0.00
1065,Pursuer,0.164,0.142,0.00
1066,Runner,0.143,0.150,5.10
1067,Runner,0.138,0.135,2.96
1068,Pursuer,0.140,0.158,0.00
1069,Pursuer,0.149,0.146,0.00
1070,Runner,0.159,0.167,1.06
1071,Pursuer,0.143,0.158,0.00
1072,Pursuer,0.150,0.153,0.00
1073,Runner,0.135,0.148,3.78
1074,Pursuer,0.155,0.159,0.00
1075,Runner,0.149,0.150,9.10
1076,Runner,0.155,0.130,0.00
1077,Pursuer,0.149,0.144,0.00
1078,Runner,0.127,0.142,0.00
1079,Pursuer,0.146,0.144,0.00
1080,Pursuer,0.140,0.165,0.00
1081,Pursuer,0.145,0.150,0.00
1082,Pursuer,0.135,0.107,0.00
1083,Runner,0.137,0.136,0.00
1084,Runner,0.140,0.134,0.00
1085,Runner,0.148,0.178,0.00
1086,Pursuer,0.000,0.000,0.00
1087,Draw,0.146,0.161,0.00
1088,Pursuer,0.148,0.156,0.00
1089,Draw,0.147,0.142,0.00
1090,Runner,0.151,0.164,0.00
1091,Pursuer,0.150,0.140,0.00
1092,Runner,0.135,0.140,0.00
1093,Runner,0.137,0.153,0.00
1094,Pursuer,0.224,0.134,0.00
1095,Pursuer,0.146,0.128,0.00
1096,Runner,0.133,0.162,1.58
1097,Runner,0.148,0.154,0.38
1098,Runner,0.150,0.150,9.78
1099,Pursuer,0.139,0.144,0.00
1100,Pursuer,0.151,0.154,0.00
1101,Draw,0.148,0.150,4.92
1102,Runner,0.136,0.161,2.56
1103,Runner,0.143,0.158,0.00
1104,Draw,0.138,0.150,0.00
1105,Pursuer,0.146,0.160,0.00
1106,Runner,0.156,0.146,5.64
1107,Runner,0.136,0.165,0.00
1108,Runner,0.136,0.145,0.86
1109,Draw,0.145,0.145,0.28
1110,Pursuer,0.144,0.117,0.00
1111,Pursuer,0.183,0.137,0.00
1112,Draw,0.145,0.153,5.12
1113,Runner,0.166,0.145,2.62
1114,Pursuer,0.118,0.118,0.00
1115,Runner,0.154,0.155,3.00
1116,Pursuer,0.149,0.140,0.00
1117,Runner,0.143,0.139,0.00
1118,Pursuer,0.148,0.156,0.00
1119,Pursuer,0.173,0.152,0.00
1120,Pursuer,0.136,0.144,0.00
1121,Pursuer,0.151,0.150,0.00
1122,Runner,0.159,0.150,3.76
1123,Pursuer,0.169,0.163,0.00
1124,Runner,0.112,0.132,0.00
1125,Runner,0.150,0.142,0.00
1126,Runner,0.141,0.151,0.00
1127,Pursuer,0.159,0.143,0.00
1128,Draw,0.136,0.148,0.42
1129,Runner,0.169,0.146,0.00
1130,Pursuer,0.146,0.147,0.00
1131,Runner,0.178,0.125,0.00
1132,Pursuer,0.139,0.162,0.00
1133,Runner,0.146,0.174,0.00
1134,Draw,0.138,0.149,2.90
1135,Runner,0.146,0.147,6.72
1136,Pursuer,0.145,0.162,0.00
1137,Draw,0.152,0.142,0.00
1138,Runner,0.142,0.135,3.46
1139,Runner,0.144,0.156,5.72
1140,Pursuer,0.149,0.150,0.00
1141,Runner,0.148,0.147,0.00
1142,Runner,0.139,0.135,7.36
1143,Runner,0.143,0.137,10.60
1144,Runner,0.158,0.163,0.00
1145,Runner,0.151,0.152,0.00
1146,Runner,0.143,0.157,0.00
1147,Pursuer,0.151,0.150,0.00
1148,Runner,0.150,0.154,0.00
1149,Runner,0.161,0.145,0.00
1150,Pursuer,0.123,0.158,0.00
1151,Runner,0.139,0.164,0.00
1152,Pursuer,0.136,0.158,0.00
1153,Pursuer,0.160,0.187,0.00
1154,Runner,0.135,0.160,0.00
1155,Runner,0.151,0.138,0.00
1156,Pursuer,0.152,0.147,0.00
1157,Runner,0.156,0.156,7.12
1158,Runner,0.156,0.158,0.00
1159,Runner,0.161,0.152,0.44
1160,Runner,0.150,0.144,3.58
1161,Pursuer,0.127,0.140,0.00
1162,Runner,0.139,0.139,3.30
1163,Draw,0.155,0.146,18.20
1164,Runner,0.146,0.149,0.00
1165,Runner,0.149,0.159,0.00
1166,Runner,0.150,0.150,0.90
1167,Pursuer,0.121,0.129,0.00
1168,Pursuer,0.160,0.135,0.00
1169,Runner,0.139,0.161,0.82
1170,Runner,0.160,0.146,1.30
1171,Draw,0.136,0.137,0.00
1172,Runner,0.143,0.154,0.00
1173,Pursuer,0.161,0.150,0.00
1174,Pursuer,0.166,0.134,0.00
1175,Runner,0.137,0.144,4.14
1176,Runner,0.131,0.186,0.00
1177,Pursuer,0.159,0.142,0.00
1178,Pursuer,0.116,0.174,0.00
1179,Draw,0.145,0.142,10.80
1180,Runner,0.154,0.151,0.00
1181,Draw,0.154,0.150,2.48
1182,Pursuer,0.148,0.153,0.00
1183,Pursuer,0.127,0.150,0.00
1184,Draw,0.150,0.150,0.00
1185,Runner,0.137,0.137,0.66
1186,Runner,0.166,0.171,0.00
1187,Draw,0.156,0.140,10.44
1188,Runner,0.131,0.155,0.00
1189,Draw,0.147,0.144,0.00
1190,Pursuer,0.139,0.116,0.00
1191,Runner,0.142,0.122,0.20
1192,Pursuer,0.158,0.147,0.00
1193,Pursuer,0.115,0.142,0.00
1194,Runner,0.142,0.130,0.46
1195,Draw,0.143,0.152,9.92
1196,Runner,0.139,0.117,3.96
1197,Pursuer,0.000,0.000,0.00
1198,Pursuer,0.142,0.166,0.00
1199,Runner,0.143,0.163,0.00
1200,Pursuer,0.168,0.160,0.00
1201,Runner,0.147,0.148,0.00
1202,Runner,0.158,0.126,3.48
1203,Pursuer,0.195,0.130,0.00
1204,Pursuer,0.146,0.132,0.00
1205,Pursuer,0.120,0.171,0.00
1206,Runner,0.145,0.149,12.02
1207,Runner,0.133,0.138,0.00
1208,Pursuer,0.211,0.168,0.00
1209,Runner,0.139,0.144,1.58
1210,Runner,0.161,0.148,4.52
1211,Runner,0.136,0.150,0.00
1212,Pursuer,0.148,0.150,0.00
1213,Pursuer,0.150,0.145,0.00
1214,Pursuer,0.143,0.152,0.00
1215,Draw,0.144,0.156,0.00
1216,Runner,0.144,0.140,4.42
1217,Pursuer,0.128,0.159,0.00
1218,Pursuer,0.131,0.146,0.00
1219,Draw,0.150,0.152,10.72
1220,Runner,0.172,0.162,6.90
1221,Runner,0.139,0.150,4.64
1222,Runner,0.125,0.134,0.00
1223,Runner,0.140,0.130,0.00
1224,Runner,0.140,0.162,0.00
1225,Draw,0.145,0.146,15.44
1226,Pursuer,0.134,0.118,0.00
1227,Pursuer,0.168,0.140,0.00
1228,Runner,0.158,0.145,3.88
1229,Pursuer,0.148,0.161,0.00
1230,Runner,0.136,0.136,3.74
1231,Draw,0.148,0.150,0.00
1232,Draw,0.161,0.155,0.00
1233,Draw,0.147,0.144,4.08
1234,Runner,0.136,0.148,5.46
1235,Pursuer,0.152,0.146,0.00
1236,Runner,0.000,0.000,0.00
1237,Runner,0.132,0.148,4.46
1238,Pursuer,0.000,0.000,0.00
1239,Draw,0.144,0.141,2.72
1240,Runner,0.135,0.143,0.00
1241,Runner,0.192,0.127,0.00
1242,Draw,0.153,0.151,0.00
1243,Runner,0.151,0.143,0.00
1244,Runner,0.142,0.166,1.14
1245,Runner,0.149,0.141,0.00
1246,Runner,0.137,0.154,7.26
1247,Draw,0.156,0.156,0.00
1248,Pursuer,0.143,0.133,0.00
1249,Pursuer,0.060,0.086,0.00
1250,Pursuer,0.146,0.144,0.00
1251,Pursuer,0.134,0.155,0.00
1252,Draw,0.155,0.150,16.34
1253,Runner,0.155,0.151,0.00
1254,Runner,0.150,0.155,10.26
1255,Pursuer,0.140,0.120,0.00
1256,Pursuer,0.149,0.147,0.00
1257,Runner,0.142,0.145,2.62
1258,Runner,0.147,0.150,14.54
1259,Runner,0.133,0.091,0.00
1260,Runner,0.137,0.140,3.76
1261,Pursuer,0.164,0.166,0.00
1262,Runner,0.147,0.155,0.58
1263,Runner,0.138,0.155,4.18
1264,Pursuer,0.155,0.148,0.00
1265,Runner,0.136,0.145,4.98
1266,Runner,0.148,0.165,5.36
1267,Pursuer,0.177,0.134,0.00
1268,Runner,0.134,0.134,0.00
1269,Runner,0.156,0.154,0.00
1270,Pursuer,0.146,0.167,0.00
1271,Runner,0.125,0.140,0.00
1272,Runner,0.145,0.166,0.00
1273,Draw,0.149,0.146,0.00
1274,Runner,0.138,0.141,0.00
1275,Runner,0.159,0.167,3.16
1276,Runner,0.145,0.135,9.76
1277,Runner,0.154,0.163,2.58
1278,Runner,0.186,0.126,0.00
1279,Pursuer,0.139,0.172,0.00
1280,Pursuer,0.165,0.132,0.00
1281,Runner,0.141,0.142,8.72
1282,Draw,0.146,0.151,0.00
1283,Pursuer,0.000,0.000,0.00
1284,Draw,0.137,0.153,12.04
1285,Pursuer,0.000,0.000,0.00
1286,Draw,0.160,0.153,0.00
1287,Runner,0.143,0.146,2.60
1288,Runner,0.138,0.145,0.00
1289,Draw,0.148,0.147,0.00
1290,Runner,0.000,0.000,0.00
1291,Runner,0.147,0.140,4.72
1292,Runner,0.147,0.136,0.00
1293,Draw,0.154,0.161,4.36
1294,Draw,0.149,0.142,0.00
1295,Runner,0.171,0.152,7.58
1296,Pursuer,0.161,0.176,0.00
1297,Runner,0.146,0.143,1.58
1298,Draw,0.152,0.144,0.00
1299,Runner,0.161,0.158,2.64
1300,Pursuer,0.162,0.155,0.00
1301,Runner,0.125,0.164,0.00
1302,Runner,0.155,0.155,2.64
1303,Pursuer,0.145,0.148,0.00
1304,Pursuer,0.158,0.145,0.00
1305,Pursuer,0.129,0.168,0.00
1306,Pursuer,0.093,0.160,0.00
1307,Runner,0.148,0.148,0.00
1308,Pursuer,0.149,0.146,0.00
1309,Pursuer,0.153,0.135,0.00
1310,Runner,0.155,0.159,0.00
1311,Runner,0.133,0.144,1.14
1312,Draw,0.145,0.146,7.50
1313,Pursuer,0.129,0.134,0.00
1314,Pursuer,0.133,0.153,0.00
1315,Pursuer,0.142,0.147,0.00
1316,Pursuer,0.154,0.142,0.00
1317,Runner,0.152,0.155,0.00
1318,Pursuer,0.144,0.149,0.00
1319,Runner,0.148,0.140,1.52
1320,Pursuer,0.133,0.131,0.00
1321,Draw,0.148,0.153,0.38
1322,Pursuer,0.137,0.162,0.00
1323,Runner,0.154,0.154,0.58
1324,Draw,0.146,0.150,3.26
1325,Draw,0.148,0.139,15.10
1326,Pursuer,0.084,0.113,0.00
1327,Runner,0.127,0.138,0.00
1328,Pursuer,0.136,0.147,0.00
1329,Runner,0.154,0.145,0.00
1330,Pursuer,0.140,0.136,0.00
1331,Runner,0.134,0.143,5.00
1332,Runner,0.145,0.148,7.00
1333,Pursuer,0.000,0.000,0.00
1334,Pursuer,0.131,0.144,0.00
1335,Runner,0.138,0.155,0.00
1336,Runner,0.164,0.138,0.00
1337,Draw,0.144,0.161,6.08
1338,Pursuer,0.124,0.134,0.00
1339,Runner,0.165,0.148,0.00
1340,Pursuer,0.157,0.176,0.00
1341,Runner,0.151,0.157,3.08
1342,Runner,0.173,0.135,0.00
1343,Runner,0.150,0.155,0.02
1344,Runner,0.169,0.132,2.64
1345,Draw,0.137,0.149,1.84
1346,Runner,0.170,0.133,1.82
1347,Runner,0.201,0.206,0.00
1348,Runner,0.137,0.140,0.00
1349,Draw,0.153,0.149,3.84
1350,Runner,0.155,0.130,4.76
1351,Draw,0.161,0.141,2.70
1352,Pursuer,0.136,0.143,0.00
1353,Pursuer,0.122,0.131,0.00
1354,Runner,0.143,0.145,11.02
1355,Pursuer,0.000,0.000,0.00
1356,Runner,0.317,0.649,0.00
1357,Runner,0.155,0.155,0.00
1358,Draw,0.139,0.164,18.28
1359,Runner,0.134,0.150,4.60
1360,Pursuer,0.133,0.148,0.00
1361,Pursuer,0.156,0.149,0.00
1362,Runner,0.151,0.148,11.82
1363,Pursuer,0.144,0.130,0.00
1364,Pursuer,0.130,0.125,0.00
1365,Runner,0.000,0.000,0.00
1366,Draw,0.146,0.148,8.76
1367,Runner,0.139,0.148,0.14
1368,Pursuer,0.153,0.130,0.00
1369,Draw,0.147,0.158,2.40
1370,Pursuer,0.139,0.120,0.00
1371,Runner,0.150,0.145,8.66
1372,Draw,0.159,0.143,0.00
1373,Pursuer,0.144,0.140,0.00
1374,Runner,0.160,0.162,3.42
1375,Pursuer,0.148,0.147,0.00
1376,Runner,0.138,0.158,0.00
1377,Runner,0.136,0.139,0.00
1378,Pursuer,0.142,0.140,0.00
1379,Runner,0.128,0.158,0.00
1380,Runner,0.173,0.134,1.52
1381,Pursuer,0.150,0.153,0.00
1382,Pursuer,0.139,0.145,0.00
1383,Runner,0.152,0.139,0.00
1384,Draw,0.162,0.156,1.42
1385,Runner,0.143,0.140,0.26
1386,Draw,0.152,0.156,0.00
1387,Pursuer,0.000,0.000,0.00
1388,Runner,0.149,0.150,5.38
1389,Pursuer,0.149,0.151,0.00
1390,Runner,0.115,0.159,0.00
1391,Pursuer,0.000,0.000,0.00
1392,Pursuer,0.129,0.162,0.00
1393,Runner,0.154,0.142,0.00
1394,Pursuer,0.000,0.000,0.00
1395,Runner,0.156,0.160,13.68
1396,Pursuer,0.148,0.148,0.00
1397,Pursuer,0.153,0.142,0.00
1398,Runner,0.156,0.137,0.00
1399,Runner,0.138,0.130,0.00
1400,Runner,0.156,0.159,0.00
1401,Pursuer,0.126,0.144,0.00
1402,Pursuer,0.131,0.149,0.00
1403,Pursuer,0.138,0.159,0.00
1404,Runner,0.146,0.163,0.76
1405,Pursuer,0.144,0.145,0.00
1406,Runner,0.140,0.147,0.00
1407,Runner,0.147,0.159,1.26
1408,Pursuer,0.146,0.147,0.00
1409,Runner,0.139,0.149,0.78
1410,Pursuer,0.130,0.199,0.00
1411,Pursuer,0.054,0.102,0.00
1412,Pursuer,0.158,0.169,0.00
1413,Draw,0.161,0.161,0.00
1414,Runner,0.147,0.159,2.24
1415,Runner,0.144,0.147,0.00
1416,Runner,0.154,0.119,0.00
1417,Runner,0.136,0.149,0.00
1418,Runner,0.149,0.149,3.12
1419,Runner,0.150,0.151,0.00
1420,Pursuer,0.161,0.144,0.00
1421,Runner,0.134,0.158,0.00
1422,Pursuer,0.174,0.133,0.00
1423,Pursuer,0.172,0.149,0.00
1424,Pursuer,0.160,0.167,0.00
1425,Pursuer,0.166,0.144,0.00
1426,Draw,0.139,0.152,0.00
1427,Runner,0.136,0.165,0.28
1428,Runner,0.196,0.129,0.00
1429,Draw,0.151,0.149,0.00
1430,Pursuer,0.158,0.142,0.00
1431,Pursuer,0.141,0.138,0.00
1432,Runner,0.158,0.169,2.92
1433,Pursuer,0.149,0.153,0.00
1434,Pursuer,0.155,0.138,0.00
1435,Draw,0.143,0.146,0.00
1436,Pursuer,0.134,0.195,0.00
1437,Runner,0.153,0.170,0.00
1438,Pursuer,0.145,0.153,0.00
1439,Runner,0.150,0.160,0.00
1440,Runner,0.159,0.145,0.00
1441,Pursuer,0.140,0.150,0.00
1442,Pursuer,0.149,0.139,0.00
1443,Pursuer,0.144,0.153,0.00
1444,Pursuer,0.132,0.123,0.00
1445,Runner,0.141,0.125,4.12
1446,Runner,0.128,0.171,0.00
1447,Runner,0.138,0.165,0.00
1448,Pursuer,0.163,0.155,0.00
1449,Pursuer,0.143,0.144,0.00
1450,Pursuer,0.155,0.146,0.00
1451,Draw,0.154,0.146,1.32
1452,Runner,0.130,0.158,0.00
1453,Runner,0.159,0.143,0.00
1454,Runner,0.147,0.151,5.02
1455,Runner,0.152,0.143,0.00
1456,Draw,0.154,0.154,16.46
1457,Runner,0.144,0.155,4.46
1458,Pursuer,0.150,0.150,0.00
1459,Runner,0.141,0.122,0.00
1460,Runner,0.166,0.156,1.74
1461,Runner,0.147,0.154,2.70
1462,Draw,0.149,0.156,4.68
1463,Draw,0.143,0.158,5.80
1464,Runner,0.141,0.154,0.66
1465,Pursuer,0.137,0.153,0.00
1466,Runner,0.148,0.140,1.38
1467,Pursuer,0.135,0.148,0.00
1468,Runner,0.000,0.000,0.00
1469,Draw,0.157,0.152,0.00
