Episode,Winner,RunnerJitter,PursuerJitter,NearMissTime
147,Draw,0.145,0.157,3.34
148,Draw,0.154,0.138,0.44
149,Draw,0.161,0.151,1.36
150,Pursuer,0.000,0.000,0.00
151,Draw,0.151,0.155,4.06
152,Draw,0.152,0.148,0.00
153,Draw,0.137,0.145,8.58
154,Pursuer,0.147,0.139,0.00
155,Pursuer,0.145,0.148,0.00
156,Draw,0.128,0.152,16.32
157,Draw,0.143,0.138,0.00
158,Draw,0.143,0.151,0.00
159,Draw,0.153,0.146,11.68
160,Pursuer,0.262,0.362,0.00
161,Pursuer,0.160,0.152,0.00
162,Pursuer,0.119,0.158,0.00
163,Draw,0.150,0.147,0.00
164,Pursuer,0.000,0.000,0.00
165,Draw,0.146,0.165,6.48
166,Draw,0.151,0.159,18.58
167,Runner,0.119,0.138,0.00
168,Pursuer,0.150,0.141,0.00
169,Draw,0.148,0.141,1.46
170,Draw,0.159,0.141,17.34
171,Draw,0.149,0.154,0.00
172,Draw,0.150,0.159,0.00
173,Draw,0.140,0.165,0.00
174,Draw,0.144,0.140,0.00
175,Pursuer,0.000,0.000,0.00
176,Pursuer,0.146,0.146,0.00
177,Draw,0.148,0.149,0.00
178,Draw,0.163,0.150,0.52
179,Draw,0.156,0.151,1.08
180,Draw,0.145,0.146,3.64
181,Runner,0.135,0.153,4.84
182,Draw,0.151,0.154,19.38
183,Draw,0.136,0.157,0.00
184,Pursuer,0.145,0.168,0.00
185,Pursuer,0.187,0.119,0.00
186,Draw,0.154,0.153,11.96
187,Draw,0.147,0.153,10.08
188,Draw,0.146,0.151,0.00
189,Draw,0.152,0.153,0.00
190,Draw,0.151,0.142,14.14
191,Draw,0.150,0.145,1.92
192,Draw,0.139,0.153,0.00
193,Draw,0.159,0.161,0.52
194,Pursuer,0.144,0.143,0.00
195,Draw,0.161,0.152,0.08
196,Pursuer,0.000,0.000,0.00
197,Draw,0.150,0.149,17.98
198,Draw,0.151,0.148,0.00
199,Draw,0.147,0.147,0.00
200,Draw,0.149,0.133,0.00
201,Draw,0.153,0.145,0.00
202,Draw,0.153,0.154,2.84
203,Draw,0.160,0.150,0.00
204,Runner,0.148,0.145,9.22
205,Pursuer,0.157,0.141,0.00
206,Runner,0.137,0.136,0.00
207,Draw,0.159,0.146,10.82
208,Draw,0.148,0.144,0.00
209,Draw,0.144,0.152,4.28
210,Pursuer,0.152,0.144,0.00
211,Pursuer,0.161,0.143,0.00
212,Pursuer,0.149,0.153,0.00
213,Draw,0.152,0.145,0.00
214,Runner,0.000,0.000,0.00
215,Runner,0.147,0.166,3.60
216,Draw,0.149,0.139,3.86
217,Pursuer,0.159,0.143,0.00
218,Draw,0.155,0.157,0.00
219,Pursuer,0.160,0.166,0.00
220,Draw,0.149,0.158,0.00
221,Pursuer,0.152,0.162,0.00
222,Draw,0.152,0.139,0.00
223,Pursuer,0.150,0.145,0.00
224,Draw,0.138,0.163,0.00
