Timestamp,TotalEpisodes,RunnerWinRate,PursuerWinRate,DrawRate,OverallRunnerJitter,OverallPursuerJitter,OverallNearMiss,OverallEpisodeSteps
2026-07-17 09:56:26,647868,42.55,53.30,4.15,0.0898,0.0880,0.9146,154.35
