Episode,Winner,RunnerAcc,PursuerAcc,RunnerJitter,PursuerJitter,NearMissTime
13311,Pursuer,0.439,0.496,0.126,0.130,0.00
13312,Runner,0.439,0.495,0.087,0.148,0.38
13313,Runner,0.439,0.495,0.089,0.130,1.70
13314,Runner,0.439,0.495,0.107,0.120,0.00
13315,Runner,0.439,0.495,0.083,0.140,0.00
13316,Pursuer,0.439,0.495,0.116,0.119,0.00
13317,Pursuer,0.439,0.495,0.137,0.107,0.00
13318,Pursuer,0.439,0.495,0.131,0.130,0.00
13319,Pursuer,0.439,0.496,0.171,0.092,0.00
13320,Runner,0.439,0.495,0.091,0.149,2.02
13321,Pursuer,0.439,0.496,0.130,0.109,0.00
13322,Pursuer,0.439,0.496,0.157,0.127,0.00
13323,Pursuer,0.439,0.496,0.124,0.105,0.00
13324,Runner,0.439,0.496,0.081,0.112,0.00
13325,Runner,0.439,0.496,0.129,0.130,1.90
13326,Pursuer,0.439,0.496,0.145,0.084,0.00
13327,Runner,0.439,0.496,0.097,0.119,0.24
13328,Pursuer,0.439,0.496,0.137,0.137,0.00
13329,Pursuer,0.439,0.496,0.122,0.118,0.00
13330,Pursuer,0.439,0.496,0.176,0.094,0.00
13331,Pursuer,0.439,0.496,0.114,0.184,0.00
13332,Runner,0.439,0.496,0.122,0.129,1.20
13333,Pursuer,0.439,0.496,0.154,0.134,0.00
13334,Pursuer,0.439,0.496,0.110,0.111,0.00
13335,Pursuer,0.438,0.496,0.195,0.150,0.00
13336,Runner,0.439,0.496,0.131,0.128,0.00
13337,Runner,0.439,0.496,0.145,0.144,0.00
13338,Runner,0.439,0.496,0.070,0.154,0.14
13339,Runner,0.439,0.496,0.056,0.164,0.00
13340,Pursuer,0.439,0.496,0.153,0.086,0.00
13341,Runner,0.439,0.496,0.097,0.172,0.88
13342,Pursuer,0.439,0.496,0.128,0.131,0.00
13343,Runner,0.439,0.496,0.124,0.125,0.00
13344,Runner,0.439,0.496,0.083,0.107,0.00
13345,Pursuer,0.439,0.496,0.107,0.124,0.00
13346,Runner,0.439,0.496,0.120,0.121,0.00
13347,Pursuer,0.439,0.496,0.132,0.098,0.00
13348,Pursuer,0.439,0.496,0.147,0.100,0.00
13349,Pursuer,0.439,0.496,0.125,0.114,0.00
13350,Runner,0.439,0.496,0.129,0.181,1.36
13351,Runner,0.439,0.496,0.080,0.149,3.00
13352,Runner,0.439,0.496,0.116,0.102,0.10
13353,Runner,0.439,0.496,0.096,0.138,1.84
13354,Runner,0.439,0.496,0.133,0.148,0.00
13355,Runner,0.439,0.495,0.139,0.125,0.00
13356,Pursuer,0.439,0.496,0.136,0.132,0.00
13357,Runner,0.439,0.495,0.124,0.130,0.00
13358,Pursuer,0.439,0.496,0.148,0.115,0.00
13359,Pursuer,0.439,0.496,0.160,0.176,0.00
13360,Runner,0.439,0.496,0.126,0.122,0.00
13361,Pursuer,0.439,0.496,0.145,0.150,0.00
13362,Runner,0.439,0.496,0.090,0.306,0.28
13363,Pursuer,0.439,0.496,0.138,0.092,0.00
13364,Runner,0.439,0.496,0.000,0.000,0.06
13365,Runner,0.439,0.495,0.120,0.133,2.70
13366,Pursuer,0.439,0.496,0.140,0.118,0.00
13367,Draw,0.439,0.495,0.113,0.119,0.00
13368,Pursuer,0.439,0.496,0.118,0.114,0.00
13369,Runner,0.439,0.495,0.093,0.153,0.00
13370,Pursuer,0.439,0.496,0.127,0.145,0.00
13371,Draw,0.439,0.495,0.148,0.133,17.50
13372,Runner,0.439,0.495,0.104,0.118,0.00
13373,Runner,0.439,0.495,0.144,0.140,0.92
13374,Pursuer,0.439,0.495,0.135,0.065,0.00
13375,Pursuer,0.439,0.495,0.141,0.120,0.00
13376,Runner,0.439,0.495,0.090,0.113,0.00
13377,Runner,0.439,0.495,0.082,0.141,2.38
13378,Pursuer,0.439,0.495,0.134,0.096,0.00
13379,Runner,0.439,0.495,0.088,0.137,2.28
13380,Pursuer,0.439,0.495,0.338,0.167,0.00
13381,Draw,0.439,0.495,0.113,0.152,18.62
13382,Runner,0.439,0.495,0.130,0.120,0.00
13383,Pursuer,0.439,0.495,0.145,0.109,0.00
13384,Pursuer,0.439,0.495,0.137,0.100,0.00
13385,Pursuer,0.439,0.495,0.135,0.128,0.00
13386,Pursuer,0.439,0.496,0.132,0.131,0.00
13387,Pursuer,0.439,0.496,0.136,0.103,0.00
13388,Draw,0.439,0.496,0.144,0.145,16.38
13389,Runner,0.439,0.495,0.136,0.131,1.22
13390,Pursuer,0.439,0.496,0.152,0.098,0.00
13391,Runner,0.439,0.495,0.129,0.152,0.98
13392,Runner,0.439,0.495,0.096,0.125,0.72
13393,Pursuer,0.439,0.495,0.116,0.102,0.00
13394,Pursuer,0.439,0.496,0.064,0.097,0.00
13395,Pursuer,0.439,0.496,0.132,0.095,0.00
13396,Runner,0.439,0.496,0.101,0.150,0.86
13397,Runner,0.439,0.495,0.141,0.113,0.00
13398,Runner,0.439,0.495,0.140,0.150,0.42
13399,Pursuer,0.439,0.495,0.164,0.105,0.00
13400,Pursuer,0.439,0.496,0.123,0.122,0.00
13401,Pursuer,0.439,0.496,0.165,0.120,0.00
13402,Pursuer,0.439,0.496,0.101,0.171,0.00
13403,Runner,0.439,0.496,0.106,0.120,0.00
13404,Runner,0.439,0.496,0.129,0.150,2.08
13405,Runner,0.439,0.495,0.125,0.133,2.74
13406,Draw,0.439,0.495,0.137,0.135,16.12
13407,Pursuer,0.439,0.495,0.096,0.100,0.00
13408,Runner,0.439,0.495,0.100,0.132,0.66
13409,Runner,0.439,0.495,0.125,0.179,0.00
13410,Runner,0.439,0.495,0.074,0.121,0.00
13411,Runner,0.439,0.495,0.117,0.126,0.00
13412,Runner,0.439,0.495,0.135,0.113,0.00
13413,Runner,0.439,0.495,0.089,0.121,4.48
13414,Runner,0.439,0.495,0.099,0.141,0.14
13415,Runner,0.439,0.495,0.200,0.127,0.00
13416,Pursuer,0.439,0.495,0.131,0.129,0.00
13417,Pursuer,0.439,0.495,0.128,0.096,0.00
13418,Pursuer,0.439,0.495,0.147,0.109,0.00
13419,Runner,0.439,0.495,0.120,0.148,6.58
13420,Pursuer,0.439,0.495,0.210,0.118,0.00
13421,Runner,0.439,0.495,0.090,0.085,0.00
13422,Runner,0.439,0.495,0.097,0.140,2.00
13423,Pursuer,0.439,0.495,0.157,0.087,0.00
13424,Runner,0.439,0.495,0.100,0.129,3.66
13425,Draw,0.439,0.495,0.141,0.144,19.32
13426,Pursuer,0.439,0.495,0.132,0.131,0.00
13427,Runner,0.439,0.495,0.127,0.140,0.00
13428,Pursuer,0.439,0.495,0.154,0.142,0.00
13429,Pursuer,0.439,0.495,0.150,0.120,0.00
13430,Pursuer,0.439,0.495,0.131,0.140,0.00
13431,Runner,0.439,0.495,0.149,0.132,0.30
13432,Runner,0.439,0.495,0.100,0.162,0.00
13433,Pursuer,0.439,0.495,0.118,0.097,0.00
13434,Runner,0.439,0.495,0.094,0.136,0.00
13435,Runner,0.439,0.495,0.136,0.156,0.00
13436,Runner,0.439,0.495,0.109,0.117,0.00
13437,Pursuer,0.439,0.495,0.111,0.130,0.00
13438,Runner,0.439,0.495,0.069,0.132,0.78
13439,Pursuer,0.439,0.495,0.108,0.153,0.00
13440,Pursuer,0.439,0.495,0.137,0.142,0.00
13441,Runner,0.439,0.495,0.103,0.141,0.00
13442,Runner,0.439,0.495,0.114,0.114,0.00
13443,Runner,0.439,0.495,0.116,0.151,0.48
13444,Pursuer,0.439,0.495,0.151,0.133,0.00
13445,Pursuer,0.439,0.495,0.119,0.095,0.00
13446,Runner,0.439,0.495,0.055,0.068,0.18
13447,Runner,0.439,0.495,0.084,0.122,0.00
13448,Runner,0.439,0.495,0.000,0.000,0.00
13449,Pursuer,0.439,0.495,0.147,0.110,0.00
13450,Runner,0.439,0.495,0.107,0.128,3.22
13451,Runner,0.439,0.495,0.116,0.147,0.00
13452,Pursuer,0.439,0.495,0.115,0.147,0.00
13453,Pursuer,0.439,0.495,0.122,0.122,0.00
13454,Pursuer,0.439,0.495,0.136,0.165,0.00
13455,Pursuer,0.439,0.495,0.124,0.126,0.00
13456,Runner,0.439,0.495,0.122,0.101,0.30
13457,Pursuer,0.439,0.495,0.136,0.114,0.00
13458,Pursuer,0.439,0.495,0.211,0.074,0.00
13459,Runner,0.439,0.495,0.095,0.126,0.00
13460,Pursuer,0.439,0.495,0.211,0.147,0.00
13461,Pursuer,0.439,0.495,0.251,0.193,0.00
13462,Pursuer,0.439,0.495,0.095,0.124,0.00
13463,Runner,0.439,0.495,0.123,0.144,0.00
13464,Runner,0.439,0.495,0.109,0.142,1.82
13465,Runner,0.439,0.495,0.109,0.149,0.00
13466,Pursuer,0.439,0.495,0.152,0.220,0.00
13467,Runner,0.439,0.495,0.130,0.132,0.00
13468,Runner,0.439,0.495,0.097,0.165,0.00
13469,Pursuer,0.439,0.495,0.130,0.141,0.00
13470,Runner,0.439,0.495,0.000,0.000,0.00
13471,Runner,0.439,0.495,0.104,0.117,2.48
13472,Runner,0.439,0.495,0.166,0.164,0.00
13473,Runner,0.439,0.495,0.129,0.118,0.00
13474,Draw,0.439,0.495,0.140,0.128,15.70
13475,Pursuer,0.439,0.495,0.000,0.000,0.00
13476,Pursuer,0.439,0.495,0.175,0.156,0.00
13477,Pursuer,0.439,0.495,0.167,0.124,0.00
13478,Runner,0.439,0.495,0.107,0.252,0.08
13479,Pursuer,0.439,0.495,0.097,0.109,0.00
13480,Pursuer,0.439,0.495,0.126,0.110,0.00
13481,Pursuer,0.439,0.495,0.166,0.098,0.00
13482,Pursuer,0.439,0.495,0.151,0.120,0.00
13483,Runner,0.439,0.495,0.118,0.152,1.54
13484,Pursuer,0.439,0.495,0.118,0.148,0.00
13485,Pursuer,0.439,0.495,0.173,0.090,0.00
13486,Runner,0.439,0.495,0.087,0.152,1.32
13487,Runner,0.439,0.495,0.122,0.127,0.00
13488,Runner,0.439,0.495,0.104,0.110,0.72
13489,Pursuer,0.439,0.495,0.132,0.119,0.00
13490,Pursuer,0.439,0.495,0.118,0.123,0.00
13491,Pursuer,0.439,0.495,0.147,0.101,0.00
13492,Draw,0.439,0.495,0.134,0.130,0.16
13493,Pursuer,0.439,0.495,0.115,0.066,0.00
13494,Runner,0.439,0.495,0.093,0.132,0.88
13495,Runner,0.439,0.495,0.087,0.141,0.00
13496,Runner,0.439,0.495,0.094,0.126,3.10
13497,Runner,0.439,0.495,0.082,0.112,3.54
13498,Runner,0.439,0.495,0.083,0.146,1.54
13499,Pursuer,0.439,0.495,0.115,0.127,0.00
13500,Runner,0.439,0.495,0.103,0.130,0.46
13501,Pursuer,0.439,0.495,0.110,0.098,0.00
13502,Runner,0.439,0.495,0.135,0.091,0.58
13503,Pursuer,0.439,0.495,0.137,0.137,0.00
13504,Runner,0.439,0.495,0.091,0.149,0.52
13505,Pursuer,0.439,0.495,0.113,0.163,0.00
13506,Runner,0.439,0.495,0.079,0.142,2.04
13507,Pursuer,0.439,0.495,0.110,0.128,0.00
13508,Runner,0.439,0.495,0.092,0.140,1.60
13509,Runner,0.439,0.495,0.116,0.146,0.00
13510,Pursuer,0.439,0.495,0.110,0.119,0.00
13511,Pursuer,0.439,0.495,0.131,0.112,0.00
13512,Pursuer,0.439,0.495,0.131,0.116,0.00
13513,Pursuer,0.439,0.495,0.131,0.131,0.00
13514,Runner,0.439,0.495,0.108,0.105,0.00
13515,Pursuer,0.439,0.495,0.113,0.117,0.00
13516,Runner,0.439,0.495,0.085,0.139,2.64
13517,Pursuer,0.439,0.495,0.150,0.129,0.00
13518,Pursuer,0.439,0.495,0.135,0.126,0.00
13519,Runner,0.439,0.495,0.105,0.120,0.00
13520,Draw,0.439,0.495,0.141,0.133,17.00
13521,Runner,0.439,0.495,0.118,0.129,0.00
13522,Runner,0.439,0.495,0.134,0.153,0.00
13523,Runner,0.439,0.495,0.101,0.142,0.02
13524,Pursuer,0.439,0.495,0.139,0.101,0.00
13525,Pursuer,0.439,0.495,0.137,0.121,0.00
13526,Runner,0.439,0.495,0.086,0.129,0.00
13527,Pursuer,0.439,0.495,0.125,0.116,0.00
13528,Pursuer,0.439,0.495,0.159,0.121,0.00
13529,Runner,0.439,0.495,0.115,0.132,8.84
13530,Runner,0.439,0.495,0.127,0.114,3.16
13531,Pursuer,0.439,0.495,0.139,0.110,0.00
13532,Pursuer,0.439,0.495,0.127,0.092,0.00
13533,Runner,0.439,0.495,0.089,0.121,0.00
13534,Runner,0.439,0.495,0.111,0.128,0.00
13535,Pursuer,0.439,0.495,0.132,0.107,0.00
13536,Pursuer,0.439,0.495,0.141,0.166,0.00
13537,Runner,0.439,0.495,0.105,0.136,0.00
13538,Pursuer,0.439,0.495,0.098,0.108,0.00
13539,Pursuer,0.439,0.495,0.161,0.131,0.00
13540,Runner,0.439,0.495,0.095,0.131,0.00
13541,Pursuer,0.439,0.495,0.102,0.106,0.00
13542,Pursuer,0.439,0.495,0.145,0.129,0.00
13543,Pursuer,0.439,0.495,0.232,0.266,0.00
13544,Pursuer,0.439,0.495,0.150,0.110,0.00
13545,Runner,0.439,0.495,0.131,0.131,7.18
13546,Pursuer,0.439,0.495,0.117,0.166,0.00
13547,Pursuer,0.439,0.495,0.151,0.114,0.00
13548,Pursuer,0.439,0.495,0.118,0.114,0.00
13549,Runner,0.439,0.495,0.145,0.111,1.66
13550,Runner,0.439,0.495,0.134,0.158,0.70
13551,Draw,0.439,0.495,0.132,0.138,16.26
13552,Pursuer,0.439,0.495,0.143,0.132,0.00
13553,Pursuer,0.439,0.495,0.115,0.134,0.00
13554,Pursuer,0.439,0.495,0.115,0.104,0.00
13555,Runner,0.439,0.495,0.148,0.130,0.00
13556,Runner,0.439,0.495,0.127,0.114,0.00
13557,Runner,0.439,0.495,0.096,0.117,1.90
13558,Pursuer,0.439,0.495,0.913,0.238,0.00
13559,Pursuer,0.439,0.495,0.000,0.000,0.00
13560,Pursuer,0.439,0.495,0.131,0.099,0.00
13561,Pursuer,0.439,0.495,0.151,0.127,0.00
13562,Runner,0.439,0.495,0.069,0.114,0.00
13563,Pursuer,0.439,0.495,0.107,0.139,0.00
13564,Runner,0.439,0.495,0.142,0.127,1.32
13565,Runner,0.439,0.495,0.106,0.129,2.30
13566,Runner,0.439,0.495,0.138,0.117,0.00
13567,Runner,0.439,0.495,0.110,0.146,5.12
13568,Runner,0.439,0.495,0.125,0.108,0.00
13569,Runner,0.439,0.495,0.090,0.096,0.00
13570,Runner,0.439,0.495,0.151,0.124,0.38
13571,Pursuer,0.439,0.495,0.104,0.139,0.00
13572,Runner,0.439,0.495,0.103,0.152,0.00
13573,Runner,0.439,0.495,0.102,0.129,2.24
13574,Runner,0.440,0.495,0.113,0.124,0.30
13575,Runner,0.440,0.495,0.148,0.110,1.00
13576,Pursuer,0.440,0.495,0.088,0.110,0.00
13577,Pursuer,0.439,0.495,0.138,0.134,0.00
13578,Runner,0.440,0.495,0.110,0.144,2.26
13579,Runner,0.440,0.495,0.120,0.167,0.00
13580,Pursuer,0.440,0.495,0.171,0.098,0.00
13581,Pursuer,0.440,0.495,0.106,0.104,0.00
13582,Runner,0.440,0.495,0.125,0.117,0.00
13583,Pursuer,0.440,0.495,0.112,0.105,0.00
13584,Runner,0.440,0.495,0.109,0.149,1.16
13585,Runner,0.440,0.495,0.142,0.113,0.00
13586,Runner,0.440,0.495,0.177,0.142,0.00
13587,Runner,0.440,0.495,0.155,0.134,0.66
13588,Runner,0.440,0.495,0.138,0.122,0.00
13589,Runner,0.440,0.495,0.094,0.140,2.18
13590,Pursuer,0.440,0.495,0.120,0.087,0.00
13591,Runner,0.440,0.495,0.091,0.111,0.00
13592,Runner,0.440,0.495,0.000,0.000,0.02
13593,Runner,0.440,0.495,0.124,0.166,0.18
13594,Pursuer,0.440,0.495,0.139,0.106,0.00
13595,Pursuer,0.440,0.495,0.136,0.135,0.00
13596,Pursuer,0.440,0.495,0.126,0.109,0.00
13597,Pursuer,0.440,0.495,0.133,0.103,0.00
13598,Pursuer,0.440,0.495,0.108,0.111,0.00
13599,Pursuer,0.440,0.495,0.152,0.107,0.00
13600,Runner,0.440,0.495,0.111,0.128,0.00
13601,Pursuer,0.440,0.495,0.144,0.099,0.00
13602,Runner,0.440,0.495,0.118,0.130,1.58
13603,Pursuer,0.440,0.495,0.142,0.098,0.00
13604,Pursuer,0.440,0.495,0.097,0.100,0.00
13605,Runner,0.440,0.495,0.085,0.144,3.06
13606,Runner,0.440,0.495,0.103,0.120,0.00
13607,Runner,0.440,0.495,0.091,0.144,2.34
13608,Runner,0.440,0.495,0.101,0.127,0.28
13609,Pursuer,0.440,0.495,0.125,0.101,0.00
13610,Pursuer,0.440,0.495,0.107,0.103,0.00
13611,Runner,0.440,0.495,0.128,0.118,0.00
13612,Pursuer,0.440,0.495,0.138,0.128,0.00
13613,Runner,0.440,0.495,0.000,0.000,0.00
13614,Runner,0.440,0.495,0.222,0.094,0.00
13615,Runner,0.440,0.495,0.197,0.116,0.64
13616,Pursuer,0.440,0.495,0.108,0.099,0.00
13617,Runner,0.440,0.495,0.091,0.105,0.00
13618,Pursuer,0.440,0.495,0.118,0.090,0.00
13619,Pursuer,0.440,0.495,0.152,0.128,0.00
13620,Runner,0.440,0.495,0.071,0.111,4.72
13621,Runner,0.440,0.495,0.091,0.137,0.00
13622,Runner,0.440,0.495,0.140,0.152,0.00
13623,Runner,0.440,0.495,0.101,0.140,0.00
13624,Pursuer,0.440,0.495,0.177,0.111,0.00
13625,Pursuer,0.440,0.495,0.145,0.115,0.00
13626,Pursuer,0.440,0.495,0.170,0.117,0.00
13627,Runner,0.440,0.495,0.121,0.130,0.00
13628,Pursuer,0.440,0.495,0.192,0.134,0.00
13629,Pursuer,0.440,0.495,0.137,0.102,0.00
13630,Pursuer,0.440,0.495,0.186,0.168,0.00
13631,Pursuer,0.440,0.495,0.126,0.078,0.00
13632,Pursuer,0.440,0.495,0.098,0.120,0.00
13633,Draw,0.440,0.495,0.141,0.143,19.52
13634,Pursuer,0.440,0.495,0.000,0.000,0.00
13635,Pursuer,0.440,0.495,0.149,0.116,0.00
13636,Runner,0.440,0.495,0.099,0.128,2.08
13637,Runner,0.440,0.495,0.083,0.128,0.74
13638,Runner,0.440,0.495,0.094,0.135,2.22
13639,Pursuer,0.440,0.495,0.000,0.000,0.00
13640,Runner,0.440,0.495,0.123,0.076,1.14
13641,Pursuer,0.440,0.495,0.155,0.152,0.00
13642,Runner,0.440,0.495,0.083,0.156,0.00
13643,Runner,0.440,0.495,0.512,0.438,0.00
13644,Runner,0.440,0.495,0.102,0.104,0.06
13645,Runner,0.440,0.495,0.143,0.160,0.00
13646,Pursuer,0.440,0.495,0.133,0.089,0.00
13647,Pursuer,0.440,0.495,0.157,0.147,0.00
13648,Runner,0.440,0.495,0.127,0.143,4.04
13649,Draw,0.440,0.495,0.127,0.145,16.36
13650,Runner,0.440,0.495,0.095,0.171,1.08
13651,Runner,0.440,0.495,0.077,0.159,2.00
13652,Runner,0.440,0.495,0.102,0.139,0.00
13653,Runner,0.440,0.495,0.108,0.136,1.96
13654,Pursuer,0.440,0.495,0.133,0.092,0.00
13655,Runner,0.440,0.495,0.114,0.134,0.00
13656,Runner,0.440,0.495,0.114,0.126,0.76
13657,Pursuer,0.440,0.495,0.150,0.084,0.00
13658,Pursuer,0.440,0.495,0.121,0.115,0.00
13659,Draw,0.440,0.495,0.150,0.123,17.18
13660,Pursuer,0.440,0.495,0.209,0.138,0.00
13661,Runner,0.440,0.495,0.137,0.116,0.00
13662,Runner,0.440,0.495,0.125,0.138,3.82
13663,Runner,0.440,0.495,0.114,0.136,6.04
13664,Runner,0.440,0.495,0.113,0.099,0.00
13665,Runner,0.440,0.495,0.128,0.123,0.88
13666,Runner,0.440,0.495,0.108,0.138,0.00
13667,Runner,0.440,0.495,0.142,0.115,0.20
13668,Runner,0.440,0.495,0.126,0.120,0.00
13669,Runner,0.440,0.495,0.100,0.144,1.06
13670,Runner,0.440,0.495,0.079,0.154,0.50
13671,Pursuer,0.440,0.495,0.134,0.131,0.00
13672,Pursuer,0.440,0.495,0.146,0.121,0.00
13673,Runner,0.440,0.495,0.107,0.106,0.42
13674,Runner,0.440,0.495,0.138,0.159,0.00
13675,Runner,0.440,0.494,0.126,0.141,1.64
13676,Runner,0.440,0.494,0.076,0.162,0.00
13677,Pursuer,0.440,0.494,0.123,0.097,0.00
13678,Pursuer,0.440,0.495,0.122,0.119,0.00
13679,Runner,0.440,0.494,0.121,0.129,0.00
13680,Runner,0.440,0.494,0.119,0.145,1.74
13681,Pursuer,0.440,0.494,0.151,0.112,0.00
13682,Pursuer,0.440,0.495,0.121,0.145,0.00
13683,Pursuer,0.440,0.495,0.124,0.105,0.00
13684,Pursuer,0.440,0.495,0.266,0.253,0.00
13685,Runner,0.440,0.495,0.102,0.113,0.74
13686,Pursuer,0.440,0.495,0.148,0.130,0.00
13687,Runner,0.440,0.495,0.105,0.155,1.00
13688,Pursuer,0.440,0.495,0.142,0.067,0.00
13689,Pursuer,0.440,0.495,0.137,0.117,0.00
13690,Runner,0.440,0.495,0.108,0.127,1.16
13691,Pursuer,0.440,0.495,0.135,0.096,0.00
13692,Pursuer,0.440,0.495,0.135,0.098,0.00
13693,Pursuer,0.440,0.495,0.099,0.120,0.00
13694,Runner,0.440,0.495,0.112,0.126,6.70
13695,Draw,0.440,0.495,0.115,0.145,17.48
13696,Runner,0.440,0.495,0.084,0.112,0.00
13697,Pursuer,0.440,0.495,0.148,0.181,0.00
13698,Runner,0.440,0.495,0.052,0.159,1.36
13699,Pursuer,0.440,0.495,0.139,0.123,0.00
13700,Pursuer,0.440,0.495,0.140,0.147,0.00
13701,Pursuer,0.440,0.495,0.152,0.148,0.00
13702,Pursuer,0.440,0.495,0.251,0.160,0.00
13703,Runner,0.440,0.495,0.107,0.103,0.00
13704,Pursuer,0.440,0.495,0.145,0.162,0.00
13705,Pursuer,0.440,0.495,0.137,0.121,0.00
13706,Runner,0.440,0.495,0.122,0.150,0.00
13707,Runner,0.440,0.495,0.131,0.121,0.00
13708,Runner,0.440,0.495,0.088,0.167,0.16
13709,Runner,0.440,0.495,0.100,0.139,0.00
13710,Runner,0.440,0.495,0.157,0.093,1.40
13711,Runner,0.440,0.495,0.114,0.103,0.00
13712,Runner,0.440,0.495,0.153,0.137,0.00
13713,Runner,0.441,0.494,0.089,0.150,1.78
13714,Runner,0.441,0.494,0.121,0.158,0.14
13715,Pursuer,0.441,0.494,0.130,0.141,0.00
13716,Runner,0.441,0.494,0.093,0.137,0.00
13717,Pursuer,0.441,0.494,0.106,0.113,0.00
13718,Runner,0.441,0.494,0.073,0.183,0.00
13719,Pursuer,0.441,0.494,0.124,0.115,0.00
13720,Runner,0.441,0.494,0.076,0.128,2.72
13721,Pursuer,0.441,0.494,0.133,0.110,0.00
13722,Pursuer,0.441,0.495,0.135,0.126,0.00
13723,Pursuer,0.441,0.495,0.129,0.086,0.00
13724,Pursuer,0.440,0.495,0.085,0.064,0.00
13725,Runner,0.441,0.495,0.143,0.162,1.84
13726,Pursuer,0.440,0.495,0.094,0.106,0.00
13727,Pursuer,0.440,0.495,0.106,0.083,0.00
13728,Pursuer,0.440,0.495,0.110,0.142,0.00
13729,Pursuer,0.440,0.495,0.157,0.116,0.00
13730,Runner,0.440,0.495,0.115,0.155,2.14
13731,Pursuer,0.440,0.495,0.120,0.113,0.00
13732,Pursuer,0.440,0.495,0.131,0.122,0.00
13733,Runner,0.440,0.495,0.092,0.145,7.06
13734,Pursuer,0.440,0.495,0.120,0.096,0.00
13735,Pursuer,0.440,0.495,0.150,0.131,0.00
13736,Runner,0.440,0.495,0.110,0.118,1.18
13737,Pursuer,0.440,0.495,0.142,0.113,0.00
13738,Runner,0.440,0.495,0.109,0.142,0.84
13739,Pursuer,0.440,0.495,0.147,0.077,0.00
13740,Runner,0.440,0.495,0.119,0.127,2.72
13741,Draw,0.440,0.495,0.140,0.133,18.42
13742,Pursuer,0.440,0.495,0.165,0.104,0.00
13743,Pursuer,0.440,0.495,0.119,0.147,0.00
13744,Runner,0.440,0.495,0.124,0.129,0.00
13745,Pursuer,0.440,0.495,0.123,0.116,0.00
13746,Runner,0.440,0.495,0.099,0.134,1.66
13747,Runner,0.440,0.495,0.112,0.122,3.22
13748,Runner,0.440,0.495,0.098,0.112,1.70
13749,Runner,0.440,0.495,0.086,0.178,1.26
13750,Runner,0.441,0.495,0.123,0.111,2.40
13751,Runner,0.441,0.495,0.127,0.138,0.00
13752,Pursuer,0.441,0.495,0.155,0.110,0.00
13753,Runner,0.441,0.495,0.103,0.129,0.00
13754,Runner,0.441,0.495,0.068,0.124,0.00
13755,Runner,0.441,0.495,0.133,0.148,1.48
13756,Pursuer,0.441,0.495,0.145,0.153,0.00
13757,Runner,0.441,0.495,0.086,0.138,0.00
13758,Pursuer,0.441,0.495,0.000,0.000,0.00
13759,Pursuer,0.441,0.495,0.119,0.104,0.00
13760,Runner,0.441,0.495,0.141,0.106,0.98
13761,Pursuer,0.441,0.495,0.129,0.094,0.00
13762,Pursuer,0.441,0.495,0.111,0.080,0.00
13763,Pursuer,0.441,0.495,0.134,0.130,0.00
13764,Runner,0.441,0.495,0.113,0.135,2.20
13765,Pursuer,0.441,0.495,0.124,0.112,0.00
13766,Pursuer,0.441,0.495,0.131,0.096,0.00
13767,Runner,0.441,0.495,0.126,0.132,0.28
13768,Pursuer,0.441,0.495,0.128,0.101,0.00
13769,Pursuer,0.440,0.495,0.150,0.098,0.00
13770,Runner,0.441,0.495,0.111,0.148,0.00
13771,Runner,0.441,0.495,0.084,0.128,0.00
13772,Runner,0.441,0.495,0.060,0.084,0.56
13773,Runner,0.441,0.495,0.116,0.140,2.22
13774,Pursuer,0.441,0.495,0.120,0.096,0.00
13775,Runner,0.441,0.495,0.119,0.115,4.38
13776,Runner,0.441,0.495,0.116,0.148,4.88
13777,Runner,0.441,0.495,0.092,0.102,0.14
13778,Runner,0.441,0.494,0.082,0.127,0.00
13779,Runner,0.441,0.494,0.112,0.161,1.42
13780,Pursuer,0.441,0.494,0.102,0.134,0.00
13781,Pursuer,0.441,0.495,0.130,0.145,0.00
13782,Pursuer,0.441,0.495,0.132,0.094,0.00
13783,Pursuer,0.441,0.495,0.141,0.127,0.00
13784,Pursuer,0.441,0.495,0.123,0.098,0.00
13785,Runner,0.441,0.495,0.149,0.118,0.00
13786,Pursuer,0.441,0.495,0.120,0.111,0.00
13787,Pursuer,0.441,0.495,0.128,0.117,0.00
13788,Pursuer,0.441,0.495,0.134,0.089,0.00
13789,Pursuer,0.441,0.495,0.125,0.131,0.00
13790,Runner,0.441,0.495,0.071,0.110,0.66
13791,Runner,0.441,0.495,0.143,0.162,2.04
13792,Runner,0.441,0.495,0.103,0.143,1.64
13793,Runner,0.441,0.495,0.102,0.143,0.00
13794,Pursuer,0.441,0.495,0.000,0.000,0.00
13795,Draw,0.441,0.495,0.135,0.128,0.00
13796,Runner,0.441,0.495,0.129,0.119,0.00
13797,Pursuer,0.441,0.495,0.153,0.115,0.00
13798,Pursuer,0.441,0.495,0.108,0.137,0.00
13799,Runner,0.441,0.495,0.094,0.140,0.00
13800,Pursuer,0.441,0.495,0.143,0.117,0.00
13801,Runner,0.441,0.495,0.088,0.101,1.00
13802,Runner,0.441,0.495,0.107,0.142,1.64
13803,Pursuer,0.441,0.495,0.136,0.106,0.00
13804,Draw,0.441,0.495,0.112,0.121,0.00
13805,Runner,0.441,0.495,0.087,0.121,2.28
13806,Runner,0.441,0.494,0.159,0.110,0.00
13807,Runner,0.441,0.494,0.110,0.122,0.00
13808,Runner,0.441,0.494,0.086,0.140,0.00
13809,Pursuer,0.441,0.494,0.000,0.000,0.00
