Episode,Winner,RunnerAcc,PursuerAcc,RunnerJitter,PursuerJitter,NearMissTime
97,Draw,0.113,0.134,0.163,0.157,0.98
98,Draw,0.112,0.133,0.140,0.158,0.00
99,Draw,0.111,0.131,0.153,0.158,0.00
100,Runner,0.120,0.130,0.172,0.153,0.00
101,Pursuer,0.119,0.139,0.143,0.146,0.00
102,Runner,0.127,0.137,0.128,0.125,0.36
103,Draw,0.126,0.136,0.156,0.154,10.74
104,Draw,0.125,0.135,0.159,0.154,0.00
105,Draw,0.124,0.133,0.153,0.154,0.00
106,Pursuer,0.123,0.142,0.143,0.148,0.00
107,Draw,0.121,0.140,0.137,0.156,0.00
108,Draw,0.120,0.139,0.152,0.151,19.98
109,Draw,0.119,0.138,0.149,0.144,3.92
110,Draw,0.118,0.136,0.146,0.155,0.00
111,Draw,0.117,0.135,0.154,0.150,0.00
112,Draw,0.116,0.134,0.145,0.143,0.16
113,Draw,0.115,0.133,0.153,0.149,1.78
114,Draw,0.114,0.132,0.148,0.143,0.00
115,Draw,0.113,0.130,0.141,0.152,18.00
116,Draw,0.112,0.129,0.155,0.139,0.00
117,Pursuer,0.111,0.137,0.161,0.146,0.00
118,Draw,0.110,0.136,0.152,0.155,0.00
119,Draw,0.109,0.134,0.146,0.144,5.68
120,Pursuer,0.108,0.142,0.157,0.156,0.00
121,Draw,0.107,0.140,0.141,0.153,4.76
122,Draw,0.107,0.139,0.156,0.150,0.00
123,Runner,0.114,0.138,0.164,0.158,0.00
124,Pursuer,0.113,0.145,0.158,0.178,0.00
125,Draw,0.112,0.144,0.147,0.157,0.00
126,Runner,0.119,0.143,0.000,0.000,0.00
127,Runner,0.126,0.142,0.142,0.150,1.20
128,Draw,0.125,0.141,0.143,0.148,12.76
129,Draw,0.124,0.140,0.158,0.152,9.22
130,Draw,0.123,0.138,0.150,0.146,16.14
131,Draw,0.122,0.137,0.149,0.153,0.00
132,Draw,0.121,0.136,0.147,0.152,0.00
133,Runner,0.128,0.135,0.140,0.153,0.00
134,Draw,0.127,0.134,0.147,0.150,0.00
135,Draw,0.126,0.133,0.143,0.161,0.60
136,Runner,0.132,0.132,0.142,0.140,0.00
137,Pursuer,0.131,0.139,0.374,0.186,0.00
138,Draw,0.130,0.138,0.139,0.139,0.00
139,Draw,0.129,0.137,0.150,0.150,15.64
140,Draw,0.129,0.136,0.145,0.143,0.00
141,Draw,0.128,0.135,0.143,0.146,7.72
142,Runner,0.134,0.134,0.152,0.162,0.00
143,Draw,0.133,0.133,0.144,0.150,0.00
144,Draw,0.132,0.132,0.148,0.148,0.00
145,Pursuer,0.131,0.138,0.155,0.151,0.00
146,Draw,0.130,0.137,0.152,0.147,0.00
147,Draw,0.129,0.136,0.147,0.149,0.00
148,Draw,0.128,0.135,0.153,0.140,0.00
149,Pursuer,0.128,0.141,0.000,0.000,0.00
150,Draw,0.127,0.140,0.154,0.144,0.00
151,Pursuer,0.126,0.146,0.154,0.148,0.00
152,Draw,0.125,0.145,0.153,0.152,0.00
153,Draw,0.124,0.144,0.145,0.161,0.00
154,Draw,0.123,0.143,0.140,0.153,0.00
155,Draw,0.123,0.142,0.149,0.147,0.00
156,Runner,0.128,0.141,0.000,0.000,0.00
157,Draw,0.127,0.140,0.151,0.153,3.08
158,Pursuer,0.127,0.146,0.141,0.132,0.00
159,Pursuer,0.126,0.151,0.157,0.136,0.00
160,Pursuer,0.125,0.156,0.174,0.153,0.00
161,Draw,0.124,0.155,0.151,0.157,0.00
162,Draw,0.123,0.154,0.148,0.140,3.98
163,Draw,0.123,0.153,0.153,0.160,7.38
164,Runner,0.128,0.152,0.128,0.135,1.04
165,Draw,0.127,0.152,0.145,0.140,0.00
166,Draw,0.127,0.151,0.146,0.161,11.08
167,Draw,0.126,0.150,0.150,0.153,3.90
168,Draw,0.125,0.149,0.156,0.140,1.04
169,Draw,0.124,0.148,0.152,0.163,0.00
170,Draw,0.124,0.147,0.163,0.151,19.98
171,Pursuer,0.123,0.152,0.152,0.160,0.00
172,Draw,0.122,0.151,0.146,0.150,0.00
173,Draw,0.121,0.150,0.159,0.132,0.00
174,Runner,0.126,0.149,0.130,0.177,0.00
175,Draw,0.126,0.149,0.142,0.141,13.86
176,Draw,0.125,0.148,0.152,0.147,6.56
177,Draw,0.124,0.147,0.144,0.156,10.68
178,Draw,0.124,0.146,0.157,0.158,9.92
179,Draw,0.123,0.145,0.157,0.142,0.00
180,Pursuer,0.122,0.150,0.144,0.156,0.00
181,Draw,0.122,0.149,0.152,0.142,8.34
182,Runner,0.126,0.148,0.151,0.152,0.00
183,Pursuer,0.126,0.153,0.132,0.161,0.00
184,Runner,0.130,0.152,0.116,0.163,0.00
185,Pursuer,0.130,0.157,0.000,0.000,0.00
186,Draw,0.129,0.156,0.144,0.150,1.62
187,Draw,0.128,0.155,0.140,0.149,0.00
188,Pursuer,0.128,0.160,0.000,0.000,0.00
189,Runner,0.132,0.159,0.143,0.132,0.00
190,Draw,0.132,0.158,0.150,0.157,0.00
191,Draw,0.131,0.157,0.146,0.157,16.90
192,Pursuer,0.130,0.161,0.000,0.000,0.00
193,Draw,0.130,0.161,0.159,0.138,3.38
194,Pursuer,0.129,0.165,0.142,0.167,0.00
195,Draw,0.128,0.164,0.161,0.146,0.00
196,Draw,0.128,0.163,0.153,0.145,4.08
197,Draw,0.127,0.162,0.142,0.145,11.62
198,Draw,0.126,0.162,0.145,0.146,0.00
199,Pursuer,0.126,0.166,0.000,0.000,0.00
200,Pursuer,0.125,0.170,0.158,0.154,0.00
201,Pursuer,0.124,0.174,0.047,0.123,0.00
202,Draw,0.124,0.173,0.158,0.147,0.00
203,Pursuer,0.123,0.177,0.141,0.155,0.00
204,Draw,0.123,0.176,0.152,0.160,0.00
205,Draw,0.122,0.176,0.171,0.142,15.70
206,Draw,0.121,0.175,0.145,0.144,17.08
207,Runner,0.126,0.174,0.166,0.150,0.00
208,Pursuer,0.125,0.178,0.144,0.150,0.00
209,Draw,0.124,0.177,0.141,0.153,10.22
210,Runner,0.129,0.176,0.147,0.154,3.32
211,Draw,0.128,0.175,0.145,0.151,1.84
212,Draw,0.127,0.175,0.137,0.146,15.60
213,Pursuer,0.127,0.178,0.146,0.144,0.00
214,Draw,0.126,0.178,0.148,0.146,15.70
215,Draw,0.126,0.177,0.148,0.142,11.10
216,Draw,0.125,0.176,0.147,0.145,0.70
217,Draw,0.124,0.175,0.153,0.138,0.00
218,Pursuer,0.124,0.179,0.347,0.170,0.00
219,Draw,0.123,0.178,0.149,0.145,1.46
220,Runner,0.127,0.177,0.155,0.139,6.10
221,Draw,0.127,0.176,0.159,0.144,0.00
222,Draw,0.126,0.176,0.144,0.143,10.74
223,Pursuer,0.126,0.179,0.145,0.144,0.00
224,Pursuer,0.125,0.183,0.147,0.150,0.00
225,Draw,0.124,0.182,0.158,0.151,7.08
226,Pursuer,0.124,0.186,0.158,0.151,0.00
227,Pursuer,0.123,0.189,0.161,0.149,0.00
228,Draw,0.123,0.189,0.146,0.153,0.00
229,Draw,0.122,0.188,0.134,0.146,10.20
230,Pursuer,0.122,0.191,0.147,0.137,0.00
231,Pursuer,0.121,0.195,0.141,0.159,0.00
232,Draw,0.121,0.194,0.150,0.158,8.42
233,Draw,0.120,0.193,0.146,0.145,0.00
234,Draw,0.120,0.192,0.153,0.146,0.00
235,Draw,0.119,0.191,0.138,0.152,13.74
236,Runner,0.123,0.191,0.153,0.148,3.84
237,Pursuer,0.122,0.194,0.146,0.179,0.00
238,Draw,0.122,0.193,0.152,0.153,0.00
239,Pursuer,0.121,0.197,0.150,0.158,0.00
240,Runner,0.125,0.196,0.135,0.157,7.00
241,Draw,0.124,0.195,0.146,0.152,10.18
242,Draw,0.124,0.194,0.171,0.146,0.00
243,Pursuer,0.123,0.198,0.141,0.134,0.00
244,Pursuer,0.123,0.201,0.161,0.153,0.00
245,Draw,0.122,0.200,0.139,0.145,0.00
246,Draw,0.122,0.199,0.149,0.144,3.22
247,Draw,0.121,0.198,0.150,0.145,8.94
248,Draw,0.121,0.198,0.150,0.154,9.92
249,Draw,0.120,0.197,0.145,0.155,0.00
250,Runner,0.124,0.196,0.140,0.143,0.00
251,Runner,0.127,0.195,0.157,0.148,0.00
252,Draw,0.127,0.194,0.145,0.152,4.52
253,Pursuer,0.126,0.198,0.135,0.147,0.00
254,Pursuer,0.126,0.201,0.150,0.142,0.00
255,Draw,0.125,0.200,0.147,0.158,0.00
256,Pursuer,0.125,0.203,0.129,0.131,0.00
257,Runner,0.128,0.202,0.401,0.816,0.00
258,Draw,0.128,0.202,0.152,0.147,19.98
259,Draw,0.127,0.201,0.157,0.161,2.20
260,Runner,0.131,0.200,0.157,0.144,5.04
261,Pursuer,0.130,0.203,0.261,0.035,0.00
262,Draw,0.130,0.202,0.152,0.145,0.00
263,Draw,0.129,0.202,0.143,0.140,0.00
264,Runner,0.133,0.201,0.141,0.160,10.04
265,Draw,0.132,0.200,0.147,0.144,0.00
266,Draw,0.132,0.199,0.147,0.142,0.00
267,Draw,0.131,0.199,0.149,0.147,0.00
268,Runner,0.134,0.198,0.133,0.149,2.92
269,Draw,0.134,0.197,0.143,0.145,6.60
270,Draw,0.133,0.196,0.143,0.161,0.00
271,Draw,0.133,0.196,0.144,0.142,5.28
272,Pursuer,0.132,0.199,0.138,0.148,0.00
273,Runner,0.136,0.198,0.148,0.145,7.06
274,Draw,0.135,0.197,0.155,0.142,0.00
275,Draw,0.135,0.196,0.141,0.147,0.36
276,Runner,0.138,0.196,0.133,0.120,0.26
277,Runner,0.141,0.195,0.135,0.139,5.70
278,Pursuer,0.140,0.198,0.129,0.150,0.00
279,Runner,0.143,0.197,0.148,0.144,0.00
280,Pursuer,0.143,0.200,0.123,0.114,0.00
281,Runner,0.146,0.199,0.151,0.151,0.74
282,Draw,0.145,0.199,0.142,0.136,8.18
283,Pursuer,0.145,0.201,0.158,0.167,0.00
284,Pursuer,0.144,0.204,0.224,0.051,0.00
285,Pursuer,0.144,0.207,0.143,0.145,0.00
286,Pursuer,0.143,0.210,0.158,0.161,0.00
287,Draw,0.143,0.209,0.163,0.147,11.70
288,Draw,0.142,0.208,0.153,0.148,1.78
289,Runner,0.145,0.208,0.157,0.152,0.00
290,Pursuer,0.145,0.210,0.000,0.000,0.00
291,Pursuer,0.144,0.213,0.154,0.141,0.00
292,Pursuer,0.144,0.216,0.176,0.137,0.00
293,Pursuer,0.143,0.218,0.149,0.136,0.00
294,Draw,0.143,0.218,0.156,0.139,0.00
295,Draw,0.142,0.217,0.152,0.156,0.64
296,Draw,0.142,0.216,0.159,0.144,0.00
297,Draw,0.141,0.215,0.150,0.144,5.16
298,Draw,0.141,0.215,0.153,0.148,8.06
299,Pursuer,0.140,0.217,0.000,0.000,0.00
300,Pursuer,0.140,0.220,0.157,0.155,0.00
301,Draw,0.140,0.219,0.148,0.152,18.00
302,Draw,0.139,0.219,0.154,0.154,0.00
303,Draw,0.139,0.218,0.142,0.158,17.30
304,Draw,0.138,0.217,0.143,0.144,4.70
305,Draw,0.138,0.216,0.155,0.146,0.00
306,Runner,0.141,0.216,0.138,0.155,10.80
307,Runner,0.143,0.215,0.143,0.147,2.42
308,Runner,0.146,0.214,0.076,0.122,0.00
309,Pursuer,0.146,0.217,0.136,0.138,0.00
310,Runner,0.148,0.216,0.058,0.302,0.18
311,Draw,0.148,0.215,0.156,0.153,15.14
312,Runner,0.151,0.215,0.000,0.000,0.00
313,Pursuer,0.150,0.217,0.160,0.147,0.00
314,Runner,0.153,0.217,0.058,0.031,0.00
315,Draw,0.152,0.216,0.152,0.156,0.30
316,Draw,0.152,0.215,0.160,0.150,2.56
317,Runner,0.155,0.215,0.172,0.149,1.68
318,Draw,0.154,0.214,0.150,0.145,11.22
319,Draw,0.154,0.213,0.156,0.143,6.38
320,Pursuer,0.153,0.216,0.144,0.154,0.00
321,Runner,0.156,0.215,0.159,0.163,0.00
322,Pursuer,0.155,0.217,0.135,0.142,0.00
323,Draw,0.155,0.217,0.153,0.155,9.52
324,Draw,0.154,0.216,0.152,0.149,8.38
325,Draw,0.154,0.215,0.151,0.145,17.36
326,Pursuer,0.153,0.218,0.188,0.120,0.00
327,Runner,0.156,0.217,0.153,0.134,7.44
328,Draw,0.155,0.216,0.147,0.144,0.00
329,Pursuer,0.155,0.219,0.000,0.000,0.00
330,Runner,0.158,0.218,0.155,0.153,10.60
331,Draw,0.157,0.218,0.154,0.149,1.52
332,Pursuer,0.157,0.220,0.154,0.122,0.00
333,Draw,0.156,0.219,0.147,0.143,0.00
334,Draw,0.156,0.219,0.158,0.158,2.80
335,Draw,0.155,0.218,0.145,0.154,10.08
336,Runner,0.158,0.217,0.150,0.144,0.32
337,Draw,0.157,0.217,0.152,0.146,5.54
338,Draw,0.157,0.216,0.157,0.143,10.94
339,Runner,0.159,0.215,0.145,0.148,0.00
340,Runner,0.162,0.215,0.149,0.157,0.00
341,Draw,0.161,0.214,0.151,0.151,15.06
342,Pursuer,0.161,0.216,0.136,0.153,0.00
343,Draw,0.160,0.216,0.153,0.146,8.80
344,Pursuer,0.160,0.218,0.137,0.156,0.00
345,Pursuer,0.159,0.220,0.000,0.000,0.00
346,Pursuer,0.159,0.223,0.102,0.176,0.00
347,Pursuer,0.159,0.225,0.159,0.143,0.00
348,Draw,0.158,0.224,0.149,0.147,1.32
349,Pursuer,0.158,0.226,0.182,0.129,0.00
350,Pursuer,0.157,0.229,0.168,0.130,0.00
351,Draw,0.157,0.228,0.152,0.158,2.34
352,Draw,0.156,0.227,0.145,0.155,0.00
353,Pursuer,0.156,0.229,0.155,0.154,0.00
354,Pursuer,0.155,0.232,0.144,0.151,0.00
355,Pursuer,0.155,0.234,0.118,0.150,0.00
356,Runner,0.157,0.233,0.000,0.000,0.00
357,Draw,0.157,0.232,0.154,0.150,16.42
358,Draw,0.156,0.232,0.148,0.158,15.68
359,Runner,0.159,0.231,0.139,0.131,0.00
360,Pursuer,0.158,0.233,0.000,0.000,0.00
361,Draw,0.158,0.233,0.142,0.151,5.24
362,Draw,0.157,0.232,0.139,0.149,13.36
363,Draw,0.157,0.231,0.149,0.149,0.00
364,Pursuer,0.157,0.234,0.160,0.153,0.00
365,Pursuer,0.156,0.236,0.155,0.153,0.00
366,Draw,0.156,0.235,0.147,0.142,0.00
367,Draw,0.155,0.234,0.157,0.153,9.64
368,Draw,0.155,0.234,0.155,0.139,11.16
369,Draw,0.154,0.233,0.146,0.138,0.12
370,Pursuer,0.154,0.235,0.000,0.000,0.00
371,Draw,0.154,0.235,0.146,0.145,17.44
372,Runner,0.156,0.234,0.145,0.160,7.30
373,Draw,0.155,0.233,0.160,0.156,0.04
374,Draw,0.155,0.233,0.152,0.152,3.50
375,Pursuer,0.155,0.235,0.157,0.138,0.00
376,Draw,0.154,0.234,0.142,0.143,16.92
377,Pursuer,0.154,0.236,0.160,0.140,0.00
378,Runner,0.156,0.235,0.169,0.138,0.00
379,Pursuer,0.156,0.237,0.091,0.161,0.00
380,Runner,0.158,0.237,0.000,0.000,0.06
381,Draw,0.157,0.236,0.144,0.159,0.14
382,Pursuer,0.157,0.238,0.135,0.175,0.00
383,Draw,0.157,0.238,0.151,0.134,14.24
384,Draw,0.156,0.237,0.165,0.144,0.00
385,Draw,0.156,0.236,0.146,0.147,0.00
386,Runner,0.158,0.236,0.128,0.154,13.82
387,Draw,0.158,0.235,0.144,0.147,0.00
388,Pursuer,0.157,0.237,0.147,0.151,0.00
389,Pursuer,0.157,0.239,0.140,0.150,0.00
390,Pursuer,0.156,0.241,0.153,0.149,0.00
391,Pursuer,0.156,0.243,0.141,0.154,0.00
392,Pursuer,0.156,0.245,0.163,0.184,0.00
393,Runner,0.158,0.244,0.134,0.137,6.20
394,Pursuer,0.157,0.246,0.130,0.140,0.00
395,Pursuer,0.157,0.248,0.158,0.138,0.00
396,Runner,0.159,0.247,0.149,0.149,3.72
397,Draw,0.159,0.247,0.144,0.144,7.96
398,Draw,0.158,0.246,0.150,0.152,4.00
399,Draw,0.158,0.246,0.133,0.154,4.60
400,Runner,0.160,0.245,0.149,0.143,0.00
401,Runner,0.162,0.244,0.146,0.131,0.00
402,Runner,0.164,0.244,0.138,0.145,0.00
403,Pursuer,0.164,0.246,0.171,0.131,0.00
404,Draw,0.163,0.245,0.145,0.138,12.66
405,Pursuer,0.163,0.247,0.000,0.000,0.00
406,Pursuer,0.163,0.249,0.139,0.132,0.00
407,Pursuer,0.162,0.251,0.153,0.150,0.00
408,Draw,0.162,0.250,0.157,0.139,0.00
409,Draw,0.161,0.249,0.143,0.160,0.00
410,Pursuer,0.161,0.251,0.150,0.147,0.00
411,Runner,0.163,0.251,0.128,0.140,3.64
412,Runner,0.165,0.250,0.146,0.158,0.00
413,Runner,0.167,0.249,0.167,0.149,0.00
414,Draw,0.167,0.249,0.148,0.147,1.40
415,Runner,0.169,0.248,0.154,0.171,0.00
416,Draw,0.168,0.248,0.143,0.146,0.00
417,Runner,0.170,0.247,0.151,0.160,6.12
418,Draw,0.170,0.246,0.152,0.145,1.66
419,Pursuer,0.169,0.248,0.155,0.155,0.00
420,Runner,0.171,0.248,0.144,0.156,0.00
421,Draw,0.171,0.247,0.131,0.156,17.28
422,Draw,0.171,0.246,0.151,0.157,8.04
423,Pursuer,0.170,0.248,0.161,0.149,0.00
424,Draw,0.170,0.248,0.152,0.155,4.76
425,Pursuer,0.169,0.249,0.152,0.144,0.00
426,Pursuer,0.169,0.251,0.162,0.166,0.00
427,Runner,0.171,0.251,0.158,0.170,0.00
428,Draw,0.171,0.250,0.148,0.166,5.84
429,Pursuer,0.170,0.252,0.000,0.000,0.00
430,Runner,0.172,0.251,0.152,0.126,3.72
431,Runner,0.174,0.251,0.147,0.141,0.00
432,Pursuer,0.174,0.252,0.156,0.153,0.00
433,Pursuer,0.173,0.254,0.142,0.151,0.00
434,Draw,0.173,0.253,0.150,0.146,6.36
435,Runner,0.175,0.253,0.096,0.072,0.00
436,Runner,0.177,0.252,0.143,0.154,3.58
437,Runner,0.178,0.252,0.154,0.130,0.00
438,Runner,0.180,0.251,0.140,0.140,0.00
439,Pursuer,0.180,0.253,0.159,0.141,0.00
440,Pursuer,0.180,0.255,0.158,0.160,0.00
441,Pursuer,0.179,0.256,0.137,0.156,0.00
442,Draw,0.179,0.256,0.145,0.151,7.16
443,Runner,0.181,0.255,0.152,0.143,2.02
444,Runner,0.182,0.255,0.138,0.158,0.26
445,Pursuer,0.182,0.256,0.135,0.136,0.00
446,Pursuer,0.182,0.258,0.141,0.149,0.00
447,Runner,0.183,0.257,0.152,0.151,0.00
448,Pursuer,0.183,0.259,0.154,0.152,0.00
449,Draw,0.183,0.258,0.145,0.147,5.00
450,Pursuer,0.182,0.260,0.163,0.151,0.00
451,Draw,0.182,0.259,0.144,0.143,18.14
452,Runner,0.184,0.259,0.139,0.150,5.30
453,Pursuer,0.183,0.260,0.143,0.154,0.00
454,Pursuer,0.183,0.262,0.141,0.163,0.00
455,Runner,0.185,0.262,0.157,0.156,0.00
456,Draw,0.184,0.261,0.152,0.163,12.18
457,Pursuer,0.184,0.263,0.142,0.142,0.00
458,Pursuer,0.183,0.264,0.143,0.167,0.00
459,Pursuer,0.183,0.266,0.154,0.144,0.00
460,Pursuer,0.183,0.267,0.149,0.149,0.00
461,Pursuer,0.182,0.269,0.148,0.155,0.00
462,Pursuer,0.182,0.271,0.151,0.146,0.00
463,Pursuer,0.181,0.272,0.131,0.140,0.00
464,Pursuer,0.181,0.274,0.067,0.198,0.00
465,Pursuer,0.181,0.275,0.147,0.162,0.00
466,Draw,0.180,0.275,0.144,0.139,0.00
467,Pursuer,0.180,0.276,0.000,0.000,0.00
468,Pursuer,0.179,0.278,0.158,0.152,0.00
469,Runner,0.181,0.277,0.159,0.156,0.00
470,Pursuer,0.181,0.279,0.131,0.149,0.00
471,Draw,0.180,0.278,0.151,0.148,11.06
472,Runner,0.182,0.278,0.140,0.137,0.00
473,Pursuer,0.182,0.279,0.163,0.156,0.00
474,Draw,0.181,0.278,0.148,0.150,18.46
475,Pursuer,0.181,0.280,0.141,0.168,0.00
476,Pursuer,0.181,0.282,0.151,0.142,0.00
477,Pursuer,0.180,0.283,0.138,0.136,0.00
478,Draw,0.180,0.282,0.152,0.143,16.04
479,Draw,0.180,0.282,0.149,0.155,0.00
480,Pursuer,0.179,0.283,0.000,0.000,0.00
481,Pursuer,0.179,0.285,0.140,0.143,0.00
482,Draw,0.178,0.284,0.157,0.149,16.38
483,Pursuer,0.178,0.286,0.171,0.157,0.00
484,Runner,0.180,0.285,0.000,0.000,0.00
485,Draw,0.179,0.285,0.163,0.156,0.00
486,Draw,0.179,0.284,0.152,0.147,10.30
487,Runner,0.181,0.283,0.147,0.149,0.00
488,Draw,0.180,0.283,0.145,0.157,0.00
489,Pursuer,0.180,0.284,0.160,0.147,0.00
490,Pursuer,0.180,0.286,0.136,0.154,0.00
491,Pursuer,0.179,0.287,0.141,0.158,0.00
492,Pursuer,0.179,0.289,0.138,0.137,0.00
493,Pursuer,0.178,0.290,0.145,0.136,0.00
494,Runner,0.180,0.289,0.148,0.152,0.00
495,Runner,0.182,0.289,0.152,0.150,10.36
496,Runner,0.183,0.288,0.146,0.149,8.14
497,Pursuer,0.183,0.290,0.138,0.136,0.00
498,Runner,0.185,0.289,0.139,0.143,0.62
499,Pursuer,0.184,0.291,0.144,0.148,0.00
500,Draw,0.184,0.290,0.159,0.151,12.22
501,Draw,0.184,0.289,0.132,0.147,6.86
502,Draw,0.183,0.289,0.142,0.165,19.62
503,Runner,0.185,0.288,0.150,0.170,0.00
504,Draw,0.185,0.288,0.151,0.145,15.34
505,Draw,0.184,0.287,0.141,0.160,0.00
506,Runner,0.186,0.287,0.086,0.205,0.00
507,Pursuer,0.185,0.288,0.091,0.154,0.00
508,Pursuer,0.185,0.289,0.148,0.144,0.00
509,Runner,0.187,0.289,0.133,0.139,9.54
510,Pursuer,0.186,0.290,0.141,0.132,0.00
511,Pursuer,0.186,0.292,0.161,0.133,0.00
512,Draw,0.186,0.291,0.141,0.148,14.30
513,Pursuer,0.185,0.292,0.127,0.145,0.00
514,Runner,0.187,0.292,0.150,0.147,10.26
515,Draw,0.186,0.291,0.157,0.152,17.50
516,Runner,0.188,0.291,0.186,0.171,0.00
517,Runner,0.190,0.290,0.149,0.141,6.16
518,Draw,0.189,0.290,0.145,0.149,10.40
519,Runner,0.191,0.289,0.151,0.132,0.00
520,Pursuer,0.190,0.290,0.155,0.152,0.00
521,Pursuer,0.190,0.292,0.176,0.147,0.00
522,Pursuer,0.190,0.293,0.147,0.143,0.00
523,Runner,0.191,0.293,0.154,0.171,2.52
