Timestamp,TotalEpisodes,RunnerWinRate,PursuerWinRate,DrawRate,OverallRunnerJitter,OverallPursuerJitter,OverallNearMiss,OverallEpisodeSteps
2026-07-16 02:29:43,40835,42.20,52.18,5.61,0.1165,0.1213,1.0529,205.72
2026-07-16 02:30:58,189,10.05,22.75,67.20,0.1451,0.1427,1.6212,768.16
2026-07-16 02:32:48,190,10.00,15.79,74.21,0.1483,0.1507,2.3547,821.67
2026-07-16 14:14:43,608251,41.13,53.27,5.60,0.0876,0.0850,1.1110,164.40
