Episode,Winner,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeSteps
72,Draw,0.139,0.111,0.750,0.153,0.142,0.00,999.00
73,Draw,0.137,0.110,0.753,0.138,0.144,0.00,999.00
74,Runner,0.149,0.108,0.743,0.142,0.160,0.00,544.00
75,Draw,0.147,0.107,0.747,0.145,0.143,0.00,999.00
76,Draw,0.145,0.105,0.750,0.145,0.144,0.00,999.00
77,Draw,0.143,0.104,0.753,0.130,0.150,0.00,999.00
78,Pursuer,0.141,0.115,0.744,0.157,0.151,0.00,466.00
79,Pursuer,0.139,0.127,0.734,0.142,0.164,0.00,344.00
80,Draw,0.138,0.125,0.738,0.153,0.140,0.00,999.00
81,Draw,0.136,0.123,0.741,0.153,0.152,19.98,999.00
82,Draw,0.134,0.122,0.744,0.142,0.157,11.90,999.00
83,Draw,0.133,0.120,0.747,0.143,0.167,0.00,999.00
84,Draw,0.131,0.119,0.750,0.145,0.145,0.00,999.00
85,Draw,0.129,0.118,0.753,0.166,0.150,10.90,999.00
86,Draw,0.128,0.116,0.756,0.146,0.155,0.00,999.00
87,Draw,0.126,0.115,0.759,0.152,0.163,0.00,999.00
88,Draw,0.125,0.114,0.761,0.162,0.138,0.00,999.00
89,Draw,0.124,0.112,0.764,0.161,0.150,0.00,999.00
90,Pursuer,0.122,0.122,0.756,0.000,0.000,0.00,0.00
91,Draw,0.121,0.121,0.758,0.153,0.152,4.90,999.00
92,Draw,0.120,0.120,0.761,0.148,0.150,0.08,999.00
93,Draw,0.118,0.118,0.763,0.164,0.144,0.00,999.00
94,Draw,0.117,0.117,0.766,0.148,0.143,0.00,999.00
95,Runner,0.126,0.116,0.758,0.000,0.000,0.00,0.00
96,Pursuer,0.125,0.125,0.750,0.000,0.000,0.00,1.00
97,Draw,0.124,0.124,0.753,0.144,0.160,19.44,999.00
98,Draw,0.122,0.122,0.755,0.150,0.143,7.10,999.00
99,Draw,0.121,0.121,0.758,0.142,0.153,0.00,999.00
100,Pursuer,0.120,0.130,0.750,0.146,0.148,0.00,774.00
101,Draw,0.119,0.129,0.752,0.150,0.149,0.00,999.00
102,Draw,0.118,0.127,0.755,0.153,0.150,11.68,999.00
103,Runner,0.126,0.126,0.748,0.166,0.146,0.00,50.00
104,Pursuer,0.125,0.135,0.740,0.114,0.091,0.00,4.00
105,Draw,0.124,0.133,0.743,0.150,0.158,0.00,999.00
106,Draw,0.123,0.132,0.745,0.142,0.152,0.00,999.00
107,Draw,0.121,0.131,0.748,0.158,0.142,0.00,999.00
108,Draw,0.120,0.130,0.750,0.144,0.155,0.00,999.00
109,Draw,0.119,0.128,0.752,0.143,0.151,0.00,999.00
110,Draw,0.118,0.127,0.755,0.158,0.147,0.00,999.00
111,Runner,0.126,0.126,0.748,0.143,0.127,0.00,155.00
112,Draw,0.125,0.125,0.750,0.144,0.146,0.02,999.00
113,Draw,0.124,0.124,0.752,0.145,0.147,3.70,999.00
114,Draw,0.123,0.123,0.754,0.149,0.139,0.00,999.00
115,Pursuer,0.122,0.130,0.748,0.172,0.157,0.00,367.00
116,Draw,0.121,0.129,0.750,0.137,0.160,0.00,999.00
117,Draw,0.120,0.128,0.752,0.151,0.154,0.00,999.00
118,Runner,0.127,0.127,0.746,0.146,0.142,0.00,630.00
119,Draw,0.126,0.126,0.748,0.146,0.146,0.00,999.00
120,Draw,0.125,0.125,0.750,0.151,0.153,0.00,999.00
121,Draw,0.124,0.124,0.752,0.142,0.149,12.74,999.00
122,Draw,0.123,0.123,0.754,0.133,0.142,3.74,999.00
123,Draw,0.122,0.122,0.756,0.151,0.148,0.00,999.00
124,Draw,0.121,0.121,0.758,0.156,0.144,0.00,999.00
125,Draw,0.120,0.120,0.760,0.160,0.146,17.40,999.00
126,Draw,0.119,0.119,0.762,0.153,0.152,0.48,999.00
127,Draw,0.118,0.118,0.764,0.145,0.147,0.00,999.00
128,Draw,0.117,0.117,0.766,0.154,0.145,18.62,999.00
129,Draw,0.116,0.116,0.767,0.148,0.137,0.00,999.00
130,Draw,0.115,0.115,0.769,0.158,0.139,0.00,999.00
131,Pursuer,0.115,0.122,0.763,0.000,0.000,0.00,0.00
132,Draw,0.114,0.121,0.765,0.145,0.153,17.94,999.00
133,Draw,0.113,0.120,0.767,0.148,0.151,2.50,999.00
134,Draw,0.112,0.119,0.769,0.147,0.155,0.00,999.00
135,Pursuer,0.111,0.126,0.763,0.055,0.050,0.00,9.00
136,Draw,0.110,0.125,0.765,0.150,0.135,15.74,999.00
137,Draw,0.109,0.124,0.766,0.159,0.152,0.00,999.00
138,Draw,0.109,0.123,0.768,0.147,0.150,0.00,999.00
139,Pursuer,0.108,0.129,0.763,0.000,0.000,0.00,0.00
140,Draw,0.107,0.129,0.764,0.158,0.154,0.00,999.00
141,Draw,0.106,0.128,0.766,0.154,0.156,3.88,999.00
142,Draw,0.106,0.127,0.768,0.153,0.144,0.00,999.00
143,Runner,0.112,0.126,0.762,0.149,0.155,0.00,256.00
144,Draw,0.111,0.125,0.764,0.168,0.162,0.00,999.00
145,Draw,0.110,0.124,0.766,0.159,0.151,0.00,999.00
146,Draw,0.110,0.123,0.767,0.164,0.137,0.00,999.00
147,Pursuer,0.109,0.129,0.762,0.000,0.000,0.00,1.00
148,Draw,0.108,0.128,0.764,0.146,0.148,0.00,999.00
149,Draw,0.107,0.128,0.765,0.148,0.138,0.00,999.00
150,Draw,0.107,0.127,0.767,0.155,0.154,0.00,999.00
151,Draw,0.106,0.126,0.768,0.145,0.151,0.00,999.00
152,Pursuer,0.105,0.132,0.763,0.054,1.016,0.00,1.00
153,Draw,0.105,0.131,0.765,0.148,0.148,0.00,999.00
154,Draw,0.104,0.130,0.766,0.154,0.151,0.00,999.00
155,Runner,0.110,0.129,0.761,0.156,0.164,4.28,214.00
156,Pursuer,0.109,0.135,0.756,0.186,0.217,0.00,15.00
157,Draw,0.108,0.134,0.758,0.133,0.141,5.70,999.00
158,Runner,0.114,0.133,0.753,0.144,0.147,0.00,736.00
159,Pursuer,0.113,0.138,0.748,0.147,0.141,0.00,805.00
160,Runner,0.119,0.138,0.744,0.150,0.180,0.00,313.00
161,Draw,0.118,0.137,0.745,0.159,0.157,0.00,999.00
162,Draw,0.117,0.136,0.747,0.151,0.151,0.00,999.00
163,Pursuer,0.117,0.141,0.742,0.143,0.140,0.00,203.00
164,Pursuer,0.116,0.146,0.738,0.150,0.157,0.00,205.00
165,Runner,0.121,0.145,0.733,0.148,0.143,0.00,773.00
166,Pursuer,0.120,0.151,0.729,0.098,0.172,0.00,20.00
167,Draw,0.120,0.150,0.731,0.148,0.149,0.94,999.00
168,Draw,0.119,0.149,0.732,0.137,0.151,0.00,999.00
169,Draw,0.118,0.148,0.734,0.137,0.154,0.00,999.00
170,Draw,0.118,0.147,0.735,0.149,0.139,0.00,999.00
171,Draw,0.117,0.146,0.737,0.149,0.149,13.52,999.00
172,Runner,0.122,0.145,0.733,0.143,0.147,0.00,942.00
173,Runner,0.127,0.145,0.728,0.145,0.147,0.00,709.00
174,Pursuer,0.126,0.149,0.724,0.151,0.104,0.00,42.00
175,Draw,0.126,0.149,0.726,0.159,0.154,0.00,999.00
176,Pursuer,0.125,0.153,0.722,0.150,0.151,0.00,787.00
177,Draw,0.124,0.153,0.723,0.149,0.156,5.06,999.00
178,Draw,0.124,0.152,0.725,0.150,0.153,0.00,999.00
179,Draw,0.123,0.151,0.726,0.143,0.144,0.00,999.00
180,Pursuer,0.122,0.156,0.722,0.152,0.141,0.00,774.00
181,Draw,0.122,0.155,0.724,0.156,0.143,16.94,999.00
182,Draw,0.121,0.154,0.725,0.152,0.157,0.00,999.00
183,Pursuer,0.120,0.158,0.721,0.153,0.161,0.00,740.00
184,Draw,0.120,0.158,0.723,0.151,0.160,6.62,999.00
185,Pursuer,0.119,0.162,0.719,0.163,0.154,0.00,689.00
186,Draw,0.118,0.161,0.720,0.154,0.156,0.00,999.00
187,Runner,0.123,0.160,0.717,0.145,0.166,4.02,263.00
188,Draw,0.122,0.160,0.718,0.153,0.140,0.00,999.00
189,Draw,0.122,0.159,0.720,0.154,0.151,8.04,999.00
190,Pursuer,0.121,0.163,0.716,0.000,0.000,0.00,0.00
191,Draw,0.120,0.162,0.717,0.147,0.155,0.00,999.00
192,Draw,0.120,0.161,0.719,0.150,0.152,1.24,999.00
193,Draw,0.119,0.161,0.720,0.174,0.148,0.00,999.00
194,Draw,0.119,0.160,0.722,0.149,0.141,0.00,999.00
195,Runner,0.123,0.159,0.718,0.185,0.104,0.34,18.00
196,Pursuer,0.122,0.163,0.714,0.155,0.150,0.00,687.00
197,Draw,0.122,0.162,0.716,0.146,0.158,0.00,999.00
198,Pursuer,0.121,0.167,0.712,0.155,0.151,0.00,632.00
199,Runner,0.126,0.166,0.709,0.161,0.153,0.00,641.00
200,Draw,0.125,0.165,0.710,0.155,0.158,0.00,999.00
201,Pursuer,0.124,0.169,0.706,0.129,0.143,0.00,279.00
202,Draw,0.124,0.168,0.708,0.153,0.152,0.00,999.00
203,Draw,0.123,0.167,0.709,0.155,0.148,10.90,999.00
204,Pursuer,0.123,0.172,0.706,0.119,0.117,0.00,54.00
205,Draw,0.122,0.171,0.707,0.151,0.144,0.00,999.00
206,Pursuer,0.121,0.175,0.704,0.154,0.144,0.00,813.00
207,Draw,0.121,0.174,0.705,0.152,0.146,0.00,999.00
208,Draw,0.120,0.173,0.707,0.152,0.162,2.46,999.00
209,Draw,0.120,0.172,0.708,0.162,0.146,0.00,999.00
210,Pursuer,0.119,0.176,0.705,0.149,0.151,0.00,474.00
211,Draw,0.118,0.175,0.706,0.154,0.154,0.00,999.00
212,Pursuer,0.118,0.179,0.703,0.148,0.167,0.00,372.00
213,Pursuer,0.117,0.183,0.700,0.145,0.156,0.00,141.00
214,Pursuer,0.117,0.187,0.696,0.145,0.161,0.00,458.00
215,Pursuer,0.116,0.191,0.693,0.145,0.147,0.00,170.00
216,Draw,0.116,0.190,0.694,0.170,0.142,0.00,999.00
217,Pursuer,0.115,0.194,0.691,0.157,0.150,0.00,626.00
218,Pursuer,0.115,0.197,0.688,0.145,0.149,0.00,689.00
219,Draw,0.114,0.196,0.689,0.154,0.143,5.02,999.00
220,Draw,0.114,0.195,0.691,0.154,0.149,0.90,999.00
221,Draw,0.113,0.195,0.692,0.145,0.135,0.00,999.00
222,Runner,0.117,0.194,0.689,0.000,0.000,0.00,0.00
223,Draw,0.117,0.193,0.691,0.144,0.144,0.00,999.00
224,Runner,0.121,0.192,0.688,0.152,0.154,3.12,502.00
225,Draw,0.120,0.191,0.689,0.148,0.148,7.46,999.00
226,Pursuer,0.119,0.195,0.686,0.154,0.151,0.00,101.00
227,Pursuer,0.119,0.198,0.683,0.150,0.151,0.00,162.00
228,Runner,0.123,0.197,0.680,0.151,0.163,0.00,255.00
229,Draw,0.122,0.197,0.681,0.143,0.150,15.60,999.00
230,Draw,0.122,0.196,0.683,0.149,0.149,14.54,999.00
231,Pursuer,0.121,0.199,0.680,0.179,0.179,0.00,79.00
232,Draw,0.121,0.198,0.681,0.153,0.165,11.96,999.00
233,Draw,0.120,0.197,0.682,0.144,0.151,2.76,999.00
234,Draw,0.120,0.197,0.684,0.150,0.154,7.78,999.00
235,Pursuer,0.119,0.200,0.681,0.140,0.139,0.00,211.00
236,Pursuer,0.119,0.203,0.678,0.158,0.147,0.00,806.00
237,Pursuer,0.118,0.207,0.675,0.153,0.132,0.00,291.00
238,Draw,0.118,0.206,0.676,0.150,0.144,0.00,999.00
239,Draw,0.117,0.205,0.678,0.147,0.160,0.00,999.00
240,Pursuer,0.117,0.208,0.675,0.132,0.166,0.00,145.00
241,Pursuer,0.116,0.212,0.672,0.085,0.071,0.00,5.00
242,Runner,0.120,0.211,0.669,0.164,0.181,0.22,126.00
243,Draw,0.119,0.210,0.671,0.159,0.158,0.00,999.00
244,Pursuer,0.119,0.213,0.668,0.184,0.109,0.00,40.00
245,Draw,0.118,0.212,0.669,0.144,0.152,0.00,999.00
246,Draw,0.118,0.211,0.671,0.151,0.156,0.00,999.00
247,Draw,0.117,0.211,0.672,0.140,0.159,3.74,999.00
248,Runner,0.121,0.210,0.669,0.144,0.153,13.80,940.00
249,Pursuer,0.120,0.213,0.667,0.140,0.151,0.00,478.00
250,Draw,0.120,0.212,0.668,0.139,0.156,8.62,999.00
251,Draw,0.120,0.211,0.669,0.156,0.140,13.14,999.00
252,Pursuer,0.119,0.214,0.667,0.150,0.163,0.00,116.00
253,Pursuer,0.119,0.217,0.664,0.144,0.142,0.00,524.00
254,Pursuer,0.118,0.220,0.661,0.131,0.132,0.00,151.00
255,Draw,0.118,0.220,0.663,0.145,0.152,3.08,999.00
256,Pursuer,0.117,0.223,0.660,0.131,0.156,0.00,475.00
257,Draw,0.117,0.222,0.661,0.145,0.159,0.02,999.00
258,Pursuer,0.116,0.225,0.659,0.156,0.156,0.00,730.00
259,Draw,0.116,0.224,0.660,0.149,0.147,4.90,999.00
260,Pursuer,0.115,0.227,0.658,0.148,0.165,0.00,341.00
261,Runner,0.119,0.226,0.655,0.146,0.157,9.36,929.00
262,Runner,0.122,0.225,0.653,0.146,0.145,9.20,701.00
263,Draw,0.122,0.224,0.654,0.142,0.143,0.00,999.00
264,Draw,0.121,0.223,0.655,0.152,0.135,0.00,999.00
265,Pursuer,0.121,0.226,0.653,0.172,0.133,0.00,61.00
266,Pursuer,0.120,0.229,0.650,0.143,0.138,0.00,535.00
267,Draw,0.120,0.228,0.652,0.142,0.147,10.18,999.00
268,Draw,0.119,0.228,0.653,0.146,0.159,0.00,999.00
269,Pursuer,0.119,0.230,0.651,0.152,0.146,0.00,418.00
270,Draw,0.119,0.230,0.652,0.144,0.144,9.60,999.00
271,Draw,0.118,0.229,0.653,0.151,0.154,19.56,999.00
272,Draw,0.118,0.228,0.654,0.151,0.154,0.00,999.00
273,Runner,0.121,0.227,0.652,0.119,0.162,1.82,91.00
274,Draw,0.120,0.226,0.653,0.155,0.149,0.00,999.00
275,Draw,0.120,0.225,0.655,0.146,0.158,8.08,999.00
276,Pursuer,0.120,0.228,0.652,0.161,0.133,0.00,865.00
277,Pursuer,0.119,0.231,0.650,0.150,0.151,0.00,691.00
278,Draw,0.119,0.230,0.651,0.150,0.158,5.34,999.00
279,Pursuer,0.118,0.233,0.649,0.144,0.156,0.00,845.00
280,Pursuer,0.118,0.236,0.646,0.150,0.141,0.00,807.00
281,Runner,0.121,0.235,0.644,0.141,0.129,0.40,759.00
282,Draw,0.121,0.234,0.645,0.151,0.160,18.38,999.00
283,Draw,0.120,0.233,0.647,0.156,0.152,0.00,999.00
284,Runner,0.123,0.232,0.644,0.146,0.155,0.00,745.00
285,Pursuer,0.123,0.235,0.642,0.149,0.134,0.00,860.00
286,Draw,0.122,0.234,0.643,0.142,0.153,4.24,999.00
287,Pursuer,0.122,0.237,0.641,0.147,0.159,0.00,396.00
288,Pursuer,0.122,0.240,0.639,0.139,0.134,0.00,375.00
289,Draw,0.121,0.239,0.640,0.146,0.154,0.00,999.00
290,Pursuer,0.121,0.241,0.638,0.142,0.145,0.00,583.00
291,Runner,0.124,0.241,0.636,0.000,0.000,0.00,1.00
292,Runner,0.127,0.240,0.634,0.142,0.136,0.24,640.00
293,Draw,0.126,0.239,0.635,0.148,0.142,0.00,999.00
294,Pursuer,0.126,0.241,0.633,0.149,0.126,0.00,699.00
295,Runner,0.129,0.241,0.631,0.154,0.153,0.60,464.00
296,Pursuer,0.128,0.243,0.628,0.152,0.165,0.00,89.00
297,Pursuer,0.128,0.246,0.626,0.198,0.130,0.00,191.00
298,Draw,0.128,0.245,0.628,0.147,0.141,9.22,999.00
299,Runner,0.130,0.244,0.625,0.157,0.155,0.00,543.00
300,Draw,0.130,0.243,0.627,0.138,0.148,0.92,999.00
301,Draw,0.130,0.243,0.628,0.155,0.150,5.10,999.00
302,Runner,0.132,0.242,0.626,0.153,0.140,8.44,610.00
303,Pursuer,0.132,0.244,0.624,0.000,0.000,0.00,1.00
304,Draw,0.132,0.243,0.625,0.157,0.149,0.00,999.00
305,Draw,0.131,0.243,0.626,0.166,0.148,0.04,999.00
306,Pursuer,0.131,0.245,0.624,0.150,0.125,0.00,233.00
307,Draw,0.130,0.244,0.625,0.153,0.161,0.08,999.00
308,Pursuer,0.130,0.247,0.623,0.159,0.145,0.00,882.00
309,Runner,0.133,0.246,0.621,0.098,0.110,0.06,5.00
310,Pursuer,0.132,0.248,0.619,0.160,0.159,0.00,478.00
311,Draw,0.132,0.248,0.621,0.141,0.142,0.00,999.00
312,Runner,0.135,0.247,0.619,0.120,0.135,0.00,164.00
313,Pursuer,0.134,0.249,0.617,0.120,0.119,0.00,91.00
314,Draw,0.134,0.248,0.618,0.141,0.156,0.60,999.00
315,Draw,0.133,0.248,0.619,0.148,0.147,0.00,999.00
316,Draw,0.133,0.247,0.620,0.157,0.152,0.00,999.00
317,Pursuer,0.132,0.249,0.618,0.152,0.129,0.00,266.00
318,Pursuer,0.132,0.252,0.616,0.143,0.162,0.00,6.00
319,Draw,0.132,0.251,0.618,0.146,0.140,0.00,999.00
320,Pursuer,0.131,0.253,0.616,0.079,0.142,0.00,6.00
321,Draw,0.131,0.252,0.617,0.149,0.143,11.04,999.00
322,Pursuer,0.130,0.255,0.615,0.163,0.133,0.00,369.00
323,Runner,0.133,0.254,0.613,0.000,0.000,0.04,2.00
324,Pursuer,0.133,0.256,0.611,0.220,0.162,0.00,32.00
325,Pursuer,0.132,0.258,0.609,0.176,0.152,0.00,118.00
326,Draw,0.132,0.258,0.610,0.144,0.151,0.00,999.00
327,Draw,0.131,0.257,0.612,0.147,0.151,2.80,999.00
328,Draw,0.131,0.256,0.613,0.151,0.155,0.00,999.00
329,Draw,0.131,0.255,0.614,0.156,0.144,0.00,999.00
330,Runner,0.133,0.255,0.612,0.129,0.156,1.24,124.00
331,Runner,0.136,0.254,0.610,0.149,0.154,0.00,499.00
332,Draw,0.136,0.253,0.611,0.147,0.141,0.00,999.00
333,Draw,0.135,0.252,0.613,0.158,0.144,9.76,999.00
334,Runner,0.138,0.251,0.611,0.161,0.154,11.38,651.00
335,Draw,0.137,0.251,0.612,0.151,0.156,14.96,999.00
336,Pursuer,0.137,0.253,0.610,0.140,0.155,0.00,793.00
337,Draw,0.136,0.252,0.611,0.141,0.153,5.52,999.00
338,Pursuer,0.136,0.254,0.609,0.000,0.000,0.00,0.00
339,Pursuer,0.136,0.257,0.608,0.096,0.181,0.00,15.00
340,Draw,0.135,0.256,0.609,0.143,0.151,7.16,999.00
341,Pursuer,0.135,0.258,0.607,0.159,0.124,0.00,206.00
342,Draw,0.135,0.257,0.608,0.143,0.141,15.86,999.00
343,Draw,0.134,0.257,0.609,0.146,0.158,5.54,999.00
344,Pursuer,0.134,0.259,0.608,0.164,0.176,0.00,186.00
345,Draw,0.133,0.258,0.609,0.142,0.149,0.00,999.00
346,Runner,0.136,0.257,0.607,0.163,0.157,0.00,585.00
347,Draw,0.135,0.256,0.608,0.148,0.151,0.00,999.00
348,Runner,0.138,0.256,0.606,0.148,0.142,0.00,416.00
349,Draw,0.138,0.255,0.607,0.149,0.159,11.66,999.00
350,Pursuer,0.137,0.257,0.606,0.153,0.147,0.00,671.00
351,Runner,0.140,0.256,0.604,0.137,0.128,0.00,168.00
352,Runner,0.142,0.256,0.602,0.112,0.066,0.00,38.00
353,Pursuer,0.142,0.258,0.601,0.155,0.130,0.00,483.00
354,Pursuer,0.141,0.260,0.599,0.198,0.205,0.00,16.00
355,Pursuer,0.141,0.262,0.597,0.165,0.151,0.00,644.00
356,Draw,0.140,0.261,0.598,0.144,0.143,10.50,999.00
357,Pursuer,0.140,0.263,0.597,0.145,0.134,0.00,130.00
358,Pursuer,0.140,0.265,0.595,0.169,0.133,0.00,374.00
359,Draw,0.139,0.265,0.596,0.147,0.148,0.00,999.00
360,Draw,0.139,0.264,0.597,0.150,0.141,0.00,999.00
361,Pursuer,0.139,0.266,0.596,0.127,0.148,0.00,133.00
362,Pursuer,0.138,0.268,0.594,0.165,0.150,0.00,956.00
363,Draw,0.138,0.267,0.595,0.160,0.165,0.90,999.00
364,Draw,0.137,0.266,0.596,0.157,0.169,0.00,999.00
365,Pursuer,0.137,0.268,0.595,0.151,0.156,0.00,582.00
366,Draw,0.137,0.268,0.596,0.157,0.145,0.00,999.00
367,Runner,0.139,0.267,0.594,0.130,0.151,0.26,208.00
368,Pursuer,0.139,0.269,0.592,0.135,0.140,0.00,301.00
369,Pursuer,0.138,0.271,0.591,0.145,0.146,0.00,157.00
370,Runner,0.141,0.270,0.589,0.114,0.147,0.00,74.00
371,Pursuer,0.140,0.272,0.588,0.198,0.133,0.00,122.00
372,Pursuer,0.140,0.274,0.586,0.155,0.137,0.00,403.00
373,Pursuer,0.139,0.276,0.584,0.151,0.141,0.00,923.00
374,Draw,0.139,0.275,0.586,0.153,0.146,9.76,999.00
375,Draw,0.139,0.275,0.587,0.145,0.144,0.00,999.00
376,Draw,0.138,0.274,0.588,0.153,0.146,19.98,999.00
377,Draw,0.138,0.273,0.589,0.147,0.152,7.96,999.00
378,Draw,0.138,0.272,0.590,0.137,0.147,12.22,999.00
379,Draw,0.137,0.272,0.591,0.140,0.156,2.86,999.00
380,Draw,0.137,0.271,0.592,0.163,0.147,8.34,999.00
381,Draw,0.136,0.270,0.593,0.151,0.145,0.00,999.00
382,Draw,0.136,0.270,0.594,0.149,0.147,0.00,999.00
383,Runner,0.138,0.269,0.593,0.168,0.142,8.32,739.00
384,Pursuer,0.138,0.271,0.591,0.130,0.165,0.00,363.00
385,Draw,0.138,0.270,0.592,0.156,0.152,6.60,999.00
386,Draw,0.137,0.269,0.593,0.156,0.141,0.00,999.00
387,Pursuer,0.137,0.271,0.592,0.154,0.154,0.00,805.00
388,Runner,0.139,0.271,0.590,0.157,0.152,0.00,507.00
389,Pursuer,0.139,0.272,0.589,0.150,0.136,0.00,492.00
390,Runner,0.141,0.272,0.587,0.144,0.137,1.30,882.00
391,Draw,0.141,0.271,0.588,0.143,0.154,0.00,999.00
392,Runner,0.143,0.270,0.587,0.166,0.141,0.00,599.00
393,Runner,0.145,0.270,0.585,0.146,0.147,3.16,451.00
394,Runner,0.147,0.269,0.584,0.147,0.153,0.00,791.00
395,Pursuer,0.147,0.271,0.582,0.149,0.159,0.00,401.00
396,Draw,0.146,0.270,0.583,0.144,0.149,0.00,999.00
397,Runner,0.149,0.270,0.582,0.000,0.000,0.00,0.00
398,Pursuer,0.148,0.271,0.580,0.000,0.000,0.00,0.00
399,Draw,0.148,0.271,0.581,0.154,0.139,15.82,999.00
400,Draw,0.148,0.270,0.583,0.148,0.156,0.00,999.00
401,Pursuer,0.147,0.272,0.581,0.284,0.237,0.00,9.00
