Episode,Winner,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeSteps
33,Draw,0.152,0.303,0.545,0.143,0.146,0.00,999.00
34,Draw,0.147,0.294,0.559,0.143,0.160,14.08,999.00
35,Draw,0.143,0.286,0.571,0.164,0.154,0.00,999.00
36,Draw,0.139,0.278,0.583,0.157,0.147,0.00,999.00
37,Draw,0.135,0.270,0.595,0.167,0.144,16.60,999.00
38,Draw,0.132,0.263,0.605,0.153,0.163,0.00,999.00
39,Draw,0.128,0.256,0.615,0.149,0.158,0.00,999.00
40,Draw,0.125,0.250,0.625,0.156,0.148,0.18,999.00
41,Draw,0.122,0.244,0.634,0.159,0.148,0.00,999.00
42,Pursuer,0.119,0.262,0.619,0.195,0.160,0.00,157.00
43,Draw,0.116,0.256,0.628,0.149,0.144,0.00,999.00
44,Pursuer,0.114,0.273,0.614,0.153,0.151,0.00,323.00
45,Draw,0.111,0.267,0.622,0.149,0.155,0.00,999.00
46,Pursuer,0.109,0.283,0.609,0.158,0.146,0.00,460.00
47,Draw,0.106,0.277,0.617,0.161,0.165,0.00,999.00
48,Draw,0.104,0.271,0.625,0.153,0.151,0.00,999.00
49,Draw,0.102,0.265,0.633,0.146,0.157,14.94,999.00
50,Draw,0.100,0.260,0.640,0.150,0.146,0.00,999.00
51,Pursuer,0.098,0.275,0.627,0.167,0.140,0.00,354.00
52,Pursuer,0.096,0.288,0.615,0.158,0.150,0.00,234.00
53,Draw,0.094,0.283,0.623,0.143,0.160,0.00,999.00
54,Draw,0.093,0.278,0.630,0.152,0.150,19.88,999.00
55,Draw,0.091,0.273,0.636,0.157,0.145,9.08,999.00
56,Draw,0.089,0.268,0.643,0.149,0.145,0.00,999.00
57,Draw,0.088,0.263,0.649,0.158,0.157,0.00,999.00
58,Runner,0.103,0.259,0.638,0.000,0.000,0.00,0.00
59,Draw,0.102,0.254,0.644,0.155,0.137,0.00,999.00
60,Draw,0.100,0.250,0.650,0.146,0.138,0.00,999.00
61,Draw,0.098,0.246,0.656,0.148,0.146,0.72,999.00
62,Draw,0.097,0.242,0.661,0.144,0.138,0.00,999.00
63,Draw,0.095,0.238,0.667,0.162,0.149,0.00,999.00
64,Pursuer,0.094,0.250,0.656,0.000,0.000,0.00,0.00
65,Runner,0.108,0.246,0.646,0.155,0.145,11.38,595.00
66,Draw,0.106,0.242,0.652,0.157,0.141,0.00,999.00
67,Draw,0.104,0.239,0.657,0.145,0.149,0.00,999.00
68,Draw,0.103,0.235,0.662,0.152,0.165,0.32,999.00
69,Draw,0.101,0.232,0.667,0.146,0.165,12.10,999.00
70,Draw,0.100,0.229,0.671,0.157,0.146,0.16,999.00
71,Draw,0.099,0.225,0.676,0.157,0.151,0.00,999.00
72,Draw,0.097,0.222,0.681,0.142,0.145,0.94,999.00
73,Draw,0.096,0.219,0.685,0.158,0.157,0.00,999.00
74,Draw,0.095,0.216,0.689,0.154,0.150,0.00,999.00
75,Draw,0.093,0.213,0.693,0.135,0.148,19.98,999.00
76,Draw,0.092,0.211,0.697,0.157,0.154,0.00,999.00
77,Draw,0.091,0.208,0.701,0.146,0.158,0.00,999.00
78,Runner,0.103,0.205,0.692,0.081,0.176,0.00,5.00
79,Draw,0.101,0.203,0.696,0.148,0.150,0.00,999.00
80,Draw,0.100,0.200,0.700,0.147,0.157,0.00,999.00
81,Runner,0.111,0.198,0.691,0.164,0.154,0.00,292.00
82,Pursuer,0.110,0.207,0.683,0.139,0.145,0.00,659.00
83,Draw,0.108,0.205,0.687,0.143,0.163,0.00,999.00
84,Pursuer,0.107,0.214,0.679,0.051,0.022,0.00,7.00
85,Pursuer,0.106,0.224,0.671,0.150,0.153,0.00,552.00
86,Pursuer,0.105,0.233,0.663,0.128,0.229,0.00,10.00
87,Draw,0.103,0.230,0.667,0.150,0.152,0.00,999.00
88,Draw,0.102,0.227,0.670,0.147,0.160,0.00,999.00
89,Draw,0.101,0.225,0.674,0.136,0.146,19.08,999.00
90,Runner,0.111,0.222,0.667,0.147,0.141,0.00,556.00
91,Pursuer,0.110,0.231,0.659,0.000,0.000,0.00,1.00
92,Draw,0.109,0.228,0.663,0.154,0.143,0.00,999.00
93,Pursuer,0.108,0.237,0.656,0.150,0.149,0.00,322.00
94,Draw,0.106,0.234,0.660,0.138,0.150,14.24,999.00
95,Draw,0.105,0.232,0.663,0.149,0.160,0.00,999.00
96,Draw,0.104,0.229,0.667,0.153,0.141,0.00,999.00
97,Draw,0.103,0.227,0.670,0.150,0.163,8.80,999.00
98,Draw,0.102,0.224,0.673,0.147,0.151,0.00,999.00
99,Runner,0.111,0.222,0.667,0.165,0.138,5.98,480.00
100,Draw,0.110,0.220,0.670,0.150,0.158,0.00,999.00
101,Draw,0.109,0.218,0.673,0.161,0.135,0.04,999.00
102,Pursuer,0.108,0.225,0.667,0.160,0.089,0.00,13.00
103,Draw,0.107,0.223,0.670,0.156,0.158,0.00,999.00
104,Pursuer,0.106,0.231,0.663,0.149,0.152,0.00,859.00
105,Draw,0.105,0.229,0.667,0.160,0.139,2.12,999.00
106,Draw,0.104,0.226,0.670,0.152,0.161,0.00,999.00
107,Draw,0.103,0.224,0.673,0.140,0.159,0.00,999.00
108,Draw,0.102,0.222,0.676,0.135,0.153,0.00,999.00
109,Runner,0.110,0.220,0.670,0.164,0.165,0.00,601.00
110,Draw,0.109,0.218,0.673,0.146,0.151,0.00,999.00
111,Pursuer,0.108,0.225,0.667,0.141,0.157,0.00,707.00
112,Draw,0.107,0.223,0.670,0.152,0.173,7.56,999.00
113,Pursuer,0.106,0.230,0.664,0.168,0.140,0.00,455.00
114,Draw,0.105,0.228,0.667,0.153,0.135,0.00,999.00
115,Draw,0.104,0.226,0.670,0.165,0.154,0.00,999.00
116,Draw,0.103,0.224,0.672,0.131,0.157,0.00,999.00
117,Runner,0.111,0.222,0.667,0.171,0.136,0.00,283.00
118,Draw,0.110,0.220,0.669,0.153,0.146,0.00,999.00
119,Pursuer,0.109,0.227,0.664,0.150,0.148,0.00,980.00
120,Draw,0.108,0.225,0.667,0.157,0.151,7.02,999.00
121,Runner,0.116,0.223,0.661,0.147,0.136,0.00,965.00
122,Draw,0.115,0.221,0.664,0.146,0.150,4.30,999.00
123,Draw,0.114,0.220,0.667,0.152,0.150,0.00,999.00
124,Runner,0.121,0.218,0.661,0.208,0.107,0.00,25.00
125,Draw,0.120,0.216,0.664,0.145,0.155,0.00,999.00
126,Pursuer,0.119,0.222,0.659,0.109,0.139,0.00,70.00
127,Draw,0.118,0.220,0.661,0.155,0.153,0.00,999.00
128,Draw,0.117,0.219,0.664,0.154,0.150,0.00,999.00
129,Draw,0.116,0.217,0.667,0.149,0.153,0.00,999.00
130,Draw,0.115,0.215,0.669,0.154,0.147,0.00,999.00
131,Draw,0.115,0.214,0.672,0.151,0.156,3.42,999.00
132,Draw,0.114,0.212,0.674,0.148,0.150,13.86,999.00
133,Draw,0.113,0.211,0.677,0.154,0.147,0.00,999.00
134,Draw,0.112,0.209,0.679,0.146,0.151,0.00,999.00
135,Draw,0.111,0.207,0.681,0.154,0.167,19.98,999.00
136,Draw,0.110,0.206,0.684,0.154,0.148,1.82,999.00
137,Draw,0.109,0.204,0.686,0.147,0.157,0.00,999.00
138,Draw,0.109,0.203,0.688,0.146,0.140,0.00,999.00
139,Pursuer,0.108,0.209,0.683,0.154,0.165,0.00,221.00
140,Draw,0.107,0.207,0.686,0.152,0.147,0.00,999.00
141,Draw,0.106,0.206,0.688,0.153,0.155,0.00,999.00
142,Draw,0.106,0.204,0.690,0.145,0.137,0.00,999.00
143,Draw,0.105,0.203,0.692,0.152,0.153,0.00,999.00
144,Draw,0.104,0.201,0.694,0.154,0.158,0.00,999.00
145,Runner,0.110,0.200,0.690,0.164,0.153,5.00,938.00
146,Draw,0.110,0.199,0.692,0.155,0.148,2.42,999.00
147,Draw,0.109,0.197,0.694,0.152,0.139,0.00,999.00
148,Pursuer,0.108,0.203,0.689,0.181,0.062,0.00,3.00
149,Draw,0.107,0.201,0.691,0.157,0.152,0.00,999.00
150,Draw,0.107,0.200,0.693,0.156,0.148,0.00,999.00
151,Draw,0.106,0.199,0.695,0.159,0.149,0.00,999.00
152,Draw,0.105,0.197,0.697,0.143,0.148,2.72,999.00
153,Runner,0.111,0.196,0.693,0.257,0.112,0.08,18.00
154,Draw,0.110,0.195,0.695,0.155,0.145,19.34,999.00
155,Draw,0.110,0.194,0.697,0.158,0.147,6.50,999.00
156,Pursuer,0.109,0.199,0.692,0.151,0.166,0.00,806.00
157,Draw,0.108,0.197,0.694,0.159,0.157,0.00,999.00
158,Pursuer,0.108,0.203,0.690,0.145,0.039,0.00,4.00
159,Draw,0.107,0.201,0.692,0.146,0.138,0.00,999.00
160,Draw,0.106,0.200,0.694,0.148,0.150,3.74,999.00
161,Pursuer,0.106,0.205,0.689,0.153,0.154,0.00,985.00
162,Draw,0.105,0.204,0.691,0.148,0.141,0.00,999.00
163,Draw,0.104,0.202,0.693,0.147,0.159,15.24,999.00
164,Draw,0.104,0.201,0.695,0.158,0.149,3.94,999.00
165,Runner,0.109,0.200,0.691,0.164,0.131,0.00,412.00
166,Runner,0.114,0.199,0.687,0.140,0.169,1.08,58.00
167,Pursuer,0.114,0.204,0.683,0.145,0.153,0.00,393.00
168,Runner,0.119,0.202,0.679,0.138,0.040,0.00,5.00
169,Runner,0.124,0.201,0.675,0.149,0.151,0.00,926.00
170,Draw,0.124,0.200,0.676,0.148,0.145,0.00,999.00
171,Draw,0.123,0.199,0.678,0.151,0.139,0.38,999.00
172,Runner,0.128,0.198,0.674,0.157,0.177,0.00,218.00
173,Pursuer,0.127,0.202,0.671,0.151,0.156,0.00,695.00
174,Pursuer,0.126,0.207,0.667,0.164,0.167,0.00,400.00
175,Draw,0.126,0.206,0.669,0.140,0.148,0.00,999.00
176,Pursuer,0.125,0.210,0.665,0.140,0.153,0.00,363.00
177,Draw,0.124,0.209,0.667,0.140,0.156,2.44,999.00
178,Draw,0.124,0.208,0.669,0.150,0.149,0.00,999.00
179,Draw,0.123,0.207,0.670,0.154,0.149,0.00,999.00
180,Pursuer,0.122,0.211,0.667,0.000,0.000,0.00,0.00
181,Pursuer,0.122,0.215,0.663,0.161,0.141,0.00,305.00
182,Draw,0.121,0.214,0.665,0.157,0.142,13.10,999.00
183,Pursuer,0.120,0.219,0.661,0.136,0.162,0.00,376.00
184,Pursuer,0.120,0.223,0.658,0.061,0.075,0.00,10.00
185,Draw,0.119,0.222,0.659,0.158,0.142,18.68,999.00
186,Pursuer,0.118,0.226,0.656,0.162,0.133,0.00,255.00
187,Draw,0.118,0.225,0.658,0.154,0.155,5.88,999.00
188,Pursuer,0.117,0.229,0.654,0.274,0.176,0.00,2.00
189,Draw,0.116,0.228,0.656,0.153,0.155,0.00,999.00
190,Draw,0.116,0.226,0.658,0.140,0.134,0.00,999.00
191,Draw,0.115,0.225,0.660,0.151,0.157,0.00,999.00
192,Draw,0.115,0.224,0.661,0.140,0.151,0.00,999.00
193,Pursuer,0.114,0.228,0.658,0.068,0.116,0.00,4.00
194,Runner,0.119,0.227,0.655,0.143,0.155,0.14,516.00
195,Draw,0.118,0.226,0.656,0.156,0.147,8.60,999.00
196,Draw,0.117,0.224,0.658,0.138,0.142,1.68,999.00
197,Pursuer,0.117,0.228,0.655,0.151,0.157,0.00,721.00
198,Draw,0.116,0.227,0.657,0.148,0.153,0.00,999.00
199,Pursuer,0.116,0.231,0.653,0.190,0.070,0.00,5.00
200,Runner,0.120,0.230,0.650,0.031,0.059,0.00,7.00
201,Draw,0.119,0.229,0.652,0.156,0.164,15.68,999.00
202,Pursuer,0.119,0.233,0.649,0.329,0.087,0.00,1.00
203,Draw,0.118,0.232,0.650,0.150,0.150,0.00,999.00
204,Runner,0.123,0.230,0.647,0.144,0.140,0.00,521.00
205,Draw,0.122,0.229,0.649,0.149,0.152,8.28,999.00
206,Pursuer,0.121,0.233,0.646,0.129,0.161,0.00,188.00
207,Draw,0.121,0.232,0.647,0.140,0.146,0.00,999.00
208,Pursuer,0.120,0.236,0.644,0.145,0.138,0.00,934.00
209,Draw,0.120,0.234,0.646,0.150,0.154,5.70,999.00
210,Draw,0.119,0.233,0.648,0.153,0.151,0.00,999.00
211,Pursuer,0.118,0.237,0.645,0.151,0.163,0.00,419.00
212,Runner,0.123,0.236,0.642,0.138,0.153,6.12,476.00
213,Draw,0.122,0.235,0.643,0.147,0.156,0.00,999.00
214,Draw,0.121,0.234,0.645,0.142,0.143,0.26,999.00
215,Draw,0.121,0.233,0.647,0.151,0.150,0.00,999.00
216,Draw,0.120,0.231,0.648,0.153,0.155,7.82,999.00
217,Runner,0.124,0.230,0.645,0.137,0.131,0.00,136.00
218,Pursuer,0.124,0.234,0.642,0.165,0.130,0.00,402.00
219,Draw,0.123,0.233,0.644,0.152,0.143,6.86,999.00
220,Pursuer,0.123,0.236,0.641,0.148,0.150,0.00,888.00
221,Pursuer,0.122,0.240,0.638,0.154,0.138,0.00,656.00
222,Draw,0.122,0.239,0.640,0.158,0.145,12.94,999.00
223,Draw,0.121,0.238,0.641,0.140,0.159,0.00,999.00
224,Draw,0.121,0.237,0.643,0.138,0.152,0.00,999.00
225,Pursuer,0.120,0.240,0.640,0.158,0.126,0.00,112.00
226,Draw,0.119,0.239,0.642,0.151,0.153,19.18,999.00
227,Draw,0.119,0.238,0.643,0.159,0.156,7.78,999.00
228,Pursuer,0.118,0.241,0.640,0.184,0.098,0.00,15.00
229,Pursuer,0.118,0.245,0.638,0.141,0.149,0.00,403.00
230,Draw,0.117,0.243,0.639,0.146,0.139,9.26,999.00
231,Pursuer,0.117,0.247,0.636,0.158,0.155,0.00,780.00
232,Draw,0.116,0.246,0.638,0.160,0.147,0.00,999.00
233,Pursuer,0.116,0.249,0.635,0.141,0.153,0.00,388.00
234,Draw,0.115,0.248,0.637,0.146,0.145,0.00,999.00
235,Runner,0.119,0.247,0.634,0.136,0.129,0.00,248.00
236,Runner,0.123,0.246,0.631,0.131,0.143,0.00,100.00
237,Pursuer,0.122,0.249,0.629,0.164,0.172,0.00,617.00
238,Draw,0.122,0.248,0.630,0.153,0.144,5.64,999.00
239,Draw,0.121,0.247,0.632,0.153,0.156,7.78,999.00
240,Draw,0.121,0.246,0.633,0.150,0.160,3.74,999.00
241,Draw,0.120,0.245,0.635,0.171,0.141,0.02,999.00
242,Runner,0.124,0.244,0.632,0.156,0.141,0.00,261.00
243,Draw,0.123,0.243,0.634,0.150,0.150,0.00,999.00
244,Draw,0.123,0.242,0.635,0.157,0.150,0.00,999.00
245,Draw,0.122,0.241,0.637,0.150,0.142,0.00,999.00
246,Draw,0.122,0.240,0.638,0.150,0.146,2.76,999.00
247,Runner,0.126,0.239,0.636,0.148,0.134,0.00,890.00
248,Runner,0.129,0.238,0.633,0.170,0.185,0.00,74.00
249,Pursuer,0.129,0.241,0.631,0.143,0.163,0.00,539.00
250,Draw,0.128,0.240,0.632,0.147,0.158,5.32,999.00
251,Draw,0.127,0.239,0.633,0.147,0.151,2.44,999.00
252,Pursuer,0.127,0.242,0.631,0.145,0.130,0.00,361.00
253,Runner,0.130,0.241,0.628,0.105,0.201,0.12,9.00
254,Draw,0.130,0.240,0.630,0.165,0.147,0.00,999.00
255,Pursuer,0.129,0.243,0.627,0.156,0.151,0.00,264.00
256,Pursuer,0.129,0.246,0.625,0.143,0.133,0.00,532.00
257,Pursuer,0.128,0.249,0.623,0.144,0.154,0.00,668.00
258,Draw,0.128,0.248,0.624,0.149,0.157,0.00,999.00
259,Draw,0.127,0.247,0.625,0.159,0.156,0.90,999.00
260,Draw,0.127,0.246,0.627,0.152,0.152,15.38,999.00
261,Draw,0.126,0.245,0.628,0.150,0.143,16.30,999.00
262,Pursuer,0.126,0.248,0.626,0.151,0.153,0.00,666.00
263,Runner,0.129,0.247,0.624,0.144,0.153,13.46,771.00
264,Pursuer,0.129,0.250,0.621,0.130,0.141,0.00,479.00
265,Runner,0.132,0.249,0.619,0.164,0.141,0.00,526.00
266,Draw,0.132,0.248,0.620,0.162,0.137,12.34,999.00
267,Pursuer,0.131,0.251,0.618,0.157,0.146,0.00,186.00
268,Draw,0.131,0.250,0.619,0.156,0.151,0.84,999.00
269,Pursuer,0.130,0.253,0.617,0.154,0.160,0.00,442.00
270,Draw,0.130,0.252,0.619,0.152,0.160,10.46,999.00
271,Draw,0.129,0.251,0.620,0.155,0.143,0.96,999.00
272,Pursuer,0.129,0.254,0.618,0.136,0.137,0.00,442.00
273,Pursuer,0.128,0.256,0.615,0.145,0.184,0.00,11.00
274,Draw,0.128,0.255,0.617,0.160,0.151,0.02,999.00
275,Draw,0.127,0.255,0.618,0.138,0.142,9.10,999.00
276,Draw,0.127,0.254,0.620,0.163,0.142,14.62,999.00
277,Runner,0.130,0.253,0.617,0.162,0.136,0.00,128.00
278,Draw,0.129,0.252,0.619,0.139,0.132,6.42,999.00
279,Draw,0.129,0.251,0.620,0.144,0.150,15.30,999.00
280,Draw,0.129,0.250,0.621,0.161,0.161,1.40,999.00
281,Runner,0.132,0.249,0.619,0.222,0.093,0.08,4.00
282,Pursuer,0.131,0.252,0.617,0.149,0.143,0.00,721.00
283,Runner,0.134,0.251,0.615,0.152,0.136,5.38,904.00
284,Draw,0.134,0.250,0.616,0.139,0.144,12.74,999.00
285,Draw,0.133,0.249,0.618,0.153,0.145,6.00,999.00
286,Draw,0.133,0.248,0.619,0.151,0.153,19.92,999.00
287,Draw,0.132,0.247,0.620,0.152,0.165,16.12,999.00
288,Pursuer,0.132,0.250,0.618,0.150,0.147,0.00,517.00
289,Draw,0.131,0.249,0.619,0.140,0.162,0.00,999.00
290,Draw,0.131,0.248,0.621,0.154,0.142,16.70,999.00
291,Draw,0.131,0.247,0.622,0.144,0.161,2.00,999.00
292,Pursuer,0.130,0.250,0.620,0.066,0.070,0.00,5.00
293,Draw,0.130,0.249,0.621,0.144,0.147,0.00,999.00
294,Pursuer,0.129,0.252,0.619,0.147,0.146,0.00,402.00
295,Draw,0.129,0.251,0.620,0.151,0.146,10.74,999.00
296,Draw,0.128,0.250,0.622,0.154,0.157,18.06,999.00
297,Draw,0.128,0.249,0.623,0.157,0.161,6.70,999.00
298,Draw,0.128,0.248,0.624,0.147,0.152,12.02,999.00
299,Draw,0.127,0.247,0.625,0.156,0.150,0.00,999.00
300,Runner,0.130,0.247,0.623,0.150,0.151,2.46,530.00
301,Pursuer,0.130,0.249,0.621,0.154,0.174,0.00,384.00
302,Pursuer,0.129,0.252,0.619,0.145,0.152,0.00,514.00
303,Draw,0.129,0.251,0.620,0.140,0.145,5.58,999.00
304,Runner,0.132,0.250,0.618,0.000,0.000,0.00,0.00
305,Runner,0.134,0.249,0.616,0.117,0.137,0.00,124.00
306,Runner,0.137,0.248,0.614,0.168,0.116,0.00,130.00
307,Draw,0.137,0.248,0.616,0.149,0.136,16.30,999.00
308,Draw,0.136,0.247,0.617,0.144,0.152,1.42,999.00
309,Pursuer,0.136,0.249,0.615,0.154,0.131,0.00,216.00
310,Draw,0.135,0.248,0.616,0.152,0.147,3.56,999.00
311,Runner,0.138,0.248,0.614,0.151,0.152,0.00,932.00
312,Draw,0.138,0.247,0.615,0.135,0.150,0.00,999.00
313,Draw,0.137,0.246,0.617,0.152,0.142,0.00,999.00
314,Draw,0.137,0.245,0.618,0.144,0.141,0.20,999.00
315,Pursuer,0.137,0.248,0.616,0.155,0.171,0.00,380.00
316,Pursuer,0.136,0.250,0.614,0.139,0.151,0.00,369.00
317,Draw,0.136,0.249,0.615,0.151,0.158,0.00,999.00
318,Pursuer,0.135,0.252,0.613,0.146,0.147,0.00,313.00
319,Draw,0.135,0.251,0.614,0.145,0.143,0.00,999.00
320,Draw,0.134,0.250,0.616,0.146,0.143,0.00,999.00
321,Pursuer,0.134,0.252,0.614,0.146,0.150,0.00,172.00
322,Pursuer,0.134,0.255,0.612,0.120,0.152,0.00,396.00
323,Pursuer,0.133,0.257,0.610,0.169,0.154,0.00,305.00
324,Draw,0.133,0.256,0.611,0.143,0.146,12.54,999.00
325,Draw,0.132,0.255,0.612,0.151,0.168,1.02,999.00
326,Draw,0.132,0.255,0.613,0.144,0.150,8.62,999.00
327,Pursuer,0.131,0.257,0.612,0.144,0.131,0.00,447.00
328,Pursuer,0.131,0.259,0.610,0.143,0.143,0.00,838.00
329,Runner,0.134,0.258,0.608,0.149,0.162,0.06,602.00
330,Runner,0.136,0.258,0.606,0.137,0.160,0.00,507.00
331,Runner,0.139,0.257,0.604,0.159,0.154,7.62,959.00
332,Draw,0.139,0.256,0.605,0.151,0.151,3.72,999.00
333,Runner,0.141,0.255,0.604,0.147,0.144,11.58,589.00
334,Pursuer,0.141,0.257,0.602,0.162,0.146,0.00,388.00
335,Draw,0.140,0.257,0.603,0.149,0.148,0.00,999.00
336,Draw,0.140,0.256,0.604,0.147,0.150,0.00,999.00
337,Draw,0.139,0.255,0.605,0.152,0.151,17.72,999.00
338,Draw,0.139,0.254,0.607,0.156,0.155,8.00,999.00
339,Pursuer,0.139,0.257,0.605,0.163,0.152,0.00,697.00
340,Draw,0.138,0.256,0.606,0.149,0.150,0.00,999.00
341,Draw,0.138,0.255,0.607,0.143,0.153,0.00,999.00
342,Pursuer,0.137,0.257,0.605,0.168,0.148,0.00,128.00
343,Draw,0.137,0.257,0.606,0.161,0.148,19.48,999.00
344,Pursuer,0.137,0.259,0.605,0.000,0.000,0.00,0.00
345,Draw,0.136,0.258,0.606,0.149,0.145,11.44,999.00
346,Draw,0.136,0.257,0.607,0.152,0.147,15.78,999.00
347,Draw,0.135,0.256,0.608,0.152,0.153,11.10,999.00
348,Pursuer,0.135,0.259,0.606,0.152,0.148,0.00,762.00
349,Draw,0.135,0.258,0.607,0.162,0.140,0.00,999.00
350,Draw,0.134,0.257,0.609,0.147,0.164,0.00,999.00
351,Draw,0.134,0.256,0.610,0.148,0.142,0.02,999.00
352,Pursuer,0.134,0.259,0.608,0.138,0.143,0.00,52.00
353,Draw,0.133,0.258,0.609,0.146,0.149,2.10,999.00
354,Pursuer,0.133,0.260,0.607,0.139,0.153,0.00,145.00
355,Runner,0.135,0.259,0.606,0.153,0.151,0.00,949.00
356,Pursuer,0.135,0.261,0.604,0.160,0.148,0.00,692.00
357,Pursuer,0.134,0.263,0.602,0.156,0.151,0.00,503.00
358,Pursuer,0.134,0.265,0.601,0.151,0.156,0.00,629.00
359,Draw,0.134,0.265,0.602,0.168,0.148,1.10,999.00
360,Pursuer,0.133,0.267,0.600,0.155,0.141,0.00,463.00
361,Draw,0.133,0.266,0.601,0.145,0.156,16.96,999.00
362,Pursuer,0.133,0.268,0.599,0.147,0.145,0.00,931.00
363,Pursuer,0.132,0.270,0.598,0.148,0.147,0.00,378.00
364,Draw,0.132,0.269,0.599,0.143,0.152,14.46,999.00
365,Pursuer,0.132,0.271,0.597,0.146,0.155,0.00,404.00
366,Pursuer,0.131,0.273,0.596,0.151,0.140,0.00,417.00
367,Draw,0.131,0.272,0.597,0.150,0.150,0.34,999.00
368,Draw,0.130,0.272,0.598,0.150,0.157,9.46,999.00
369,Pursuer,0.130,0.274,0.596,0.140,0.163,0.00,644.00
370,Pursuer,0.130,0.276,0.595,0.135,0.148,0.00,671.00
371,Runner,0.132,0.275,0.593,0.161,0.143,0.00,725.00
372,Draw,0.132,0.274,0.594,0.150,0.139,5.60,999.00
373,Runner,0.134,0.273,0.592,0.139,0.174,0.00,148.00
374,Pursuer,0.134,0.275,0.591,0.075,0.105,0.00,23.00
375,Pursuer,0.133,0.277,0.589,0.175,0.142,0.00,505.00
376,Draw,0.133,0.277,0.590,0.148,0.147,0.00,999.00
377,Pursuer,0.133,0.279,0.589,0.000,0.000,0.00,0.00
378,Runner,0.135,0.278,0.587,0.158,0.174,8.14,493.00
379,Draw,0.135,0.277,0.588,0.149,0.142,10.32,999.00
380,Runner,0.137,0.276,0.587,0.144,0.148,4.38,872.00
381,Pursuer,0.136,0.278,0.585,0.720,0.274,0.00,1.00
382,Pursuer,0.136,0.280,0.584,0.105,0.211,0.00,12.00
383,Runner,0.138,0.279,0.582,0.151,0.130,0.00,397.00
384,Draw,0.138,0.279,0.583,0.153,0.146,2.20,999.00
385,Pursuer,0.138,0.281,0.582,0.138,0.130,0.00,187.00
386,Draw,0.137,0.280,0.583,0.158,0.146,4.66,999.00
387,Runner,0.140,0.279,0.581,0.151,0.135,7.80,390.00
388,Pursuer,0.139,0.281,0.580,0.000,0.000,0.00,1.00
389,Pursuer,0.139,0.283,0.578,0.131,0.146,0.00,112.00
390,Runner,0.141,0.282,0.577,0.152,0.125,0.00,388.00
391,Runner,0.143,0.281,0.575,0.146,0.159,0.00,456.00
392,Draw,0.143,0.281,0.577,0.153,0.138,0.00,999.00
393,Draw,0.142,0.280,0.578,0.144,0.158,4.94,999.00
394,Runner,0.145,0.279,0.576,0.187,0.118,0.00,13.00
395,Draw,0.144,0.278,0.577,0.147,0.148,5.06,999.00
396,Pursuer,0.144,0.280,0.576,0.156,0.159,0.00,745.00
397,Draw,0.144,0.280,0.577,0.138,0.136,8.14,999.00
398,Draw,0.143,0.279,0.578,0.162,0.162,1.68,999.00
399,Draw,0.143,0.278,0.579,0.149,0.137,10.06,999.00
400,Draw,0.143,0.278,0.580,0.152,0.146,19.70,999.00
401,Pursuer,0.142,0.279,0.579,0.155,0.143,0.00,331.00
