Episode,Winner,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeSteps
109,Draw,0.138,0.174,0.688,0.144,0.141,0.00,999.00
110,Runner,0.145,0.173,0.682,0.132,0.115,2.80,258.00
111,Draw,0.144,0.171,0.685,0.152,0.146,0.00,999.00
112,Draw,0.143,0.170,0.688,0.150,0.147,0.00,999.00
113,Draw,0.142,0.168,0.690,0.157,0.139,3.44,999.00
114,Pursuer,0.140,0.175,0.684,0.011,0.192,0.00,2.00
115,Draw,0.139,0.174,0.687,0.156,0.150,7.04,999.00
116,Draw,0.138,0.172,0.690,0.156,0.154,0.00,999.00
117,Draw,0.137,0.171,0.692,0.155,0.139,0.00,999.00
118,Draw,0.136,0.169,0.695,0.138,0.147,0.00,999.00
119,Draw,0.134,0.168,0.697,0.143,0.158,0.00,999.00
120,Draw,0.133,0.167,0.700,0.158,0.154,3.44,999.00
121,Draw,0.132,0.165,0.702,0.159,0.146,7.46,999.00
122,Runner,0.139,0.164,0.697,0.153,0.149,0.00,896.00
123,Draw,0.138,0.163,0.699,0.155,0.154,0.00,999.00
124,Draw,0.137,0.161,0.702,0.139,0.143,2.28,999.00
125,Draw,0.136,0.160,0.704,0.155,0.145,3.36,999.00
126,Draw,0.135,0.159,0.706,0.147,0.153,0.00,999.00
127,Pursuer,0.134,0.165,0.701,0.296,0.339,0.00,2.00
128,Draw,0.133,0.164,0.703,0.146,0.158,0.04,999.00
129,Draw,0.132,0.163,0.705,0.154,0.151,7.56,999.00
130,Draw,0.131,0.162,0.708,0.150,0.134,0.00,999.00
131,Draw,0.130,0.160,0.710,0.151,0.149,15.82,999.00
132,Draw,0.129,0.159,0.712,0.144,0.150,3.38,999.00
133,Draw,0.128,0.158,0.714,0.152,0.155,0.00,999.00
134,Draw,0.127,0.157,0.716,0.151,0.160,7.24,999.00
135,Draw,0.126,0.156,0.719,0.143,0.150,0.00,999.00
136,Pursuer,0.125,0.162,0.713,0.150,0.151,0.00,914.00
137,Pursuer,0.124,0.168,0.708,0.000,0.000,0.00,3.00
138,Runner,0.130,0.167,0.703,0.160,0.052,0.00,13.00
139,Draw,0.129,0.165,0.705,0.155,0.147,0.00,999.00
140,Draw,0.129,0.164,0.707,0.154,0.154,19.36,999.00
141,Pursuer,0.128,0.170,0.702,0.153,0.135,0.00,132.00
142,Draw,0.127,0.169,0.704,0.151,0.150,0.00,999.00
143,Draw,0.126,0.168,0.706,0.154,0.138,0.00,999.00
144,Pursuer,0.125,0.174,0.701,0.000,0.000,0.00,0.00
145,Pursuer,0.124,0.179,0.697,0.162,0.136,0.00,121.00
146,Draw,0.123,0.178,0.699,0.153,0.157,0.00,999.00
147,Draw,0.122,0.177,0.701,0.148,0.148,0.00,999.00
148,Draw,0.122,0.176,0.703,0.140,0.140,0.00,999.00
149,Runner,0.128,0.174,0.698,0.137,0.131,0.00,422.00
150,Draw,0.127,0.173,0.700,0.140,0.149,0.00,999.00
151,Draw,0.126,0.172,0.702,0.151,0.141,1.18,999.00
152,Draw,0.125,0.171,0.704,0.148,0.166,3.16,999.00
153,Draw,0.124,0.170,0.706,0.148,0.145,0.00,999.00
154,Draw,0.123,0.169,0.708,0.159,0.149,1.98,999.00
155,Pursuer,0.123,0.174,0.703,0.141,0.157,0.00,495.00
156,Draw,0.122,0.173,0.705,0.163,0.155,15.28,999.00
157,Draw,0.121,0.172,0.707,0.161,0.144,18.44,999.00
158,Draw,0.120,0.171,0.709,0.147,0.140,0.00,999.00
159,Draw,0.119,0.170,0.711,0.146,0.156,0.00,999.00
160,Pursuer,0.119,0.175,0.706,0.153,0.138,0.00,153.00
161,Draw,0.118,0.174,0.708,0.145,0.147,6.88,999.00
162,Draw,0.117,0.173,0.710,0.149,0.147,3.12,999.00
163,Pursuer,0.117,0.178,0.706,0.137,0.153,0.00,722.00
164,Draw,0.116,0.177,0.707,0.153,0.143,0.00,999.00
165,Draw,0.115,0.176,0.709,0.146,0.142,4.48,999.00
166,Draw,0.114,0.175,0.711,0.155,0.155,0.00,999.00
167,Pursuer,0.114,0.180,0.707,0.141,0.155,0.00,933.00
168,Draw,0.113,0.179,0.708,0.163,0.141,0.00,999.00
169,Draw,0.112,0.178,0.710,0.142,0.151,0.04,999.00
170,Draw,0.112,0.176,0.712,0.150,0.151,0.00,999.00
171,Runner,0.117,0.175,0.708,0.159,0.139,18.44,968.00
172,Draw,0.116,0.174,0.709,0.147,0.146,7.52,999.00
173,Draw,0.116,0.173,0.711,0.152,0.151,19.98,999.00
174,Draw,0.115,0.172,0.713,0.156,0.139,0.00,999.00
175,Draw,0.114,0.171,0.714,0.140,0.146,0.00,999.00
176,Runner,0.119,0.170,0.710,0.153,0.138,3.56,178.00
177,Draw,0.119,0.169,0.712,0.152,0.158,0.00,999.00
178,Draw,0.118,0.169,0.713,0.153,0.137,3.14,999.00
179,Draw,0.117,0.168,0.715,0.139,0.152,0.00,999.00
180,Draw,0.117,0.167,0.717,0.139,0.146,0.26,999.00
181,Draw,0.116,0.166,0.718,0.161,0.149,0.00,999.00
182,Draw,0.115,0.165,0.720,0.158,0.147,13.74,999.00
183,Pursuer,0.115,0.169,0.716,0.000,0.000,0.00,0.00
184,Draw,0.114,0.168,0.717,0.137,0.138,0.00,999.00
185,Draw,0.114,0.168,0.719,0.142,0.149,0.00,999.00
186,Draw,0.113,0.167,0.720,0.151,0.168,0.00,999.00
187,Pursuer,0.112,0.171,0.717,0.154,0.135,0.00,85.00
188,Pursuer,0.112,0.176,0.713,0.133,0.174,0.00,235.00
189,Pursuer,0.111,0.180,0.709,0.153,0.154,0.00,789.00
190,Draw,0.111,0.179,0.711,0.143,0.151,19.84,999.00
191,Draw,0.110,0.178,0.712,0.160,0.148,5.06,999.00
192,Pursuer,0.109,0.182,0.708,0.000,0.000,0.00,0.00
193,Draw,0.109,0.181,0.710,0.155,0.156,2.98,999.00
194,Draw,0.108,0.180,0.711,0.150,0.148,6.66,999.00
195,Pursuer,0.108,0.185,0.708,0.148,0.160,0.00,839.00
196,Draw,0.107,0.184,0.709,0.148,0.148,4.58,999.00
197,Draw,0.107,0.183,0.711,0.150,0.144,4.68,999.00
198,Pursuer,0.106,0.187,0.707,0.142,0.160,0.00,528.00
199,Pursuer,0.106,0.191,0.704,0.153,0.138,0.00,483.00
200,Draw,0.105,0.190,0.705,0.152,0.155,10.72,999.00
201,Pursuer,0.104,0.194,0.701,0.117,0.173,0.00,98.00
202,Runner,0.109,0.193,0.698,0.151,0.161,5.60,494.00
203,Draw,0.108,0.192,0.700,0.151,0.141,0.00,999.00
204,Pursuer,0.108,0.196,0.696,0.145,0.160,0.00,634.00
205,Pursuer,0.107,0.200,0.693,0.150,0.147,0.00,676.00
206,Pursuer,0.107,0.204,0.689,0.142,0.152,0.00,277.00
207,Pursuer,0.106,0.208,0.686,0.160,0.139,0.00,154.00
208,Draw,0.106,0.207,0.688,0.155,0.149,3.18,999.00
209,Pursuer,0.105,0.211,0.684,0.145,0.158,0.00,757.00
210,Pursuer,0.105,0.214,0.681,0.148,0.158,0.00,790.00
211,Draw,0.104,0.213,0.682,0.156,0.147,18.96,999.00
212,Draw,0.104,0.212,0.684,0.144,0.153,0.00,999.00
213,Draw,0.103,0.211,0.685,0.153,0.147,0.00,999.00
214,Draw,0.103,0.210,0.687,0.150,0.156,0.48,999.00
215,Draw,0.102,0.209,0.688,0.156,0.149,0.00,999.00
216,Draw,0.102,0.208,0.690,0.150,0.139,0.00,999.00
217,Draw,0.101,0.207,0.691,0.163,0.158,15.04,999.00
218,Draw,0.101,0.206,0.693,0.148,0.149,0.46,999.00
219,Draw,0.100,0.205,0.694,0.142,0.146,0.76,999.00
220,Pursuer,0.100,0.209,0.691,0.149,0.144,0.00,534.00
221,Runner,0.104,0.208,0.688,0.174,0.147,0.00,445.00
222,Pursuer,0.104,0.212,0.685,0.142,0.143,0.00,710.00
223,Draw,0.103,0.211,0.686,0.149,0.146,0.00,999.00
224,Draw,0.103,0.210,0.688,0.159,0.147,0.00,999.00
225,Runner,0.107,0.209,0.684,0.150,0.154,7.30,798.00
226,Draw,0.106,0.208,0.686,0.147,0.146,0.00,999.00
227,Draw,0.106,0.207,0.687,0.147,0.152,0.00,999.00
228,Pursuer,0.105,0.211,0.684,0.153,0.167,0.00,589.00
229,Pursuer,0.105,0.214,0.681,0.156,0.149,0.00,426.00
230,Draw,0.104,0.213,0.683,0.145,0.152,11.56,999.00
231,Draw,0.104,0.212,0.684,0.139,0.146,0.88,999.00
232,Draw,0.103,0.211,0.685,0.146,0.153,5.94,999.00
233,Pursuer,0.103,0.215,0.682,0.213,0.180,0.00,10.00
234,Draw,0.103,0.214,0.684,0.152,0.156,0.00,999.00
235,Pursuer,0.102,0.217,0.681,0.000,0.000,0.00,0.00
236,Draw,0.102,0.216,0.682,0.145,0.150,0.00,999.00
237,Draw,0.101,0.215,0.684,0.148,0.144,5.32,999.00
238,Draw,0.101,0.214,0.685,0.157,0.160,5.76,999.00
239,Pursuer,0.100,0.218,0.682,0.000,0.000,0.00,0.00
240,Draw,0.100,0.217,0.683,0.152,0.142,0.00,999.00
241,Draw,0.100,0.216,0.685,0.151,0.154,0.00,999.00
242,Draw,0.099,0.215,0.686,0.151,0.161,0.00,999.00
243,Draw,0.099,0.214,0.687,0.149,0.144,0.00,999.00
244,Draw,0.098,0.213,0.689,0.150,0.153,0.00,999.00
245,Pursuer,0.098,0.216,0.686,0.167,0.153,0.00,981.00
246,Draw,0.098,0.215,0.687,0.139,0.140,0.00,999.00
247,Draw,0.097,0.215,0.688,0.152,0.141,0.00,999.00
248,Draw,0.097,0.214,0.690,0.144,0.138,0.12,999.00
249,Draw,0.096,0.213,0.691,0.156,0.141,0.00,999.00
250,Pursuer,0.096,0.216,0.688,0.000,0.000,0.00,0.00
251,Pursuer,0.096,0.219,0.685,0.139,0.136,0.00,366.00
252,Draw,0.095,0.218,0.687,0.152,0.158,0.00,999.00
253,Draw,0.095,0.217,0.688,0.156,0.146,0.56,999.00
254,Pursuer,0.094,0.220,0.685,0.145,0.153,0.00,810.00
255,Draw,0.094,0.220,0.686,0.148,0.146,10.92,999.00
256,Draw,0.094,0.219,0.688,0.151,0.156,0.00,999.00
257,Runner,0.097,0.218,0.685,0.146,0.158,0.00,350.00
258,Draw,0.097,0.217,0.686,0.150,0.150,11.70,999.00
259,Draw,0.097,0.216,0.687,0.146,0.154,3.26,999.00
260,Pursuer,0.096,0.219,0.685,0.050,0.175,0.00,4.00
261,Draw,0.096,0.218,0.686,0.151,0.146,0.00,999.00
262,Pursuer,0.095,0.221,0.683,0.125,0.157,0.00,416.00
263,Pursuer,0.095,0.224,0.681,0.110,0.143,0.00,55.00
264,Draw,0.095,0.223,0.682,0.140,0.141,8.66,999.00
265,Pursuer,0.094,0.226,0.679,0.133,0.156,0.00,552.00
266,Draw,0.094,0.226,0.680,0.157,0.154,10.08,999.00
267,Runner,0.097,0.225,0.678,0.137,0.177,5.76,288.00
268,Pursuer,0.097,0.228,0.675,0.151,0.149,0.00,827.00
269,Pursuer,0.097,0.230,0.673,0.139,0.163,0.00,498.00
270,Draw,0.096,0.230,0.674,0.146,0.159,4.56,999.00
271,Draw,0.096,0.229,0.675,0.160,0.157,0.00,999.00
272,Draw,0.096,0.228,0.676,0.148,0.141,7.38,999.00
273,Draw,0.095,0.227,0.678,0.140,0.155,4.80,999.00
274,Pursuer,0.095,0.230,0.675,0.000,0.000,0.00,1.00
275,Draw,0.095,0.229,0.676,0.145,0.159,9.18,999.00
276,Pursuer,0.094,0.232,0.674,0.176,0.148,0.00,417.00
277,Runner,0.097,0.231,0.671,0.159,0.178,4.98,332.00
278,Runner,0.101,0.230,0.669,0.154,0.151,0.00,705.00
279,Runner,0.104,0.229,0.667,0.149,0.153,17.88,895.00
280,Pursuer,0.104,0.232,0.664,0.000,0.000,0.00,1.00
281,Pursuer,0.103,0.235,0.662,0.147,0.155,0.00,974.00
282,Draw,0.103,0.234,0.663,0.154,0.138,0.12,999.00
283,Pursuer,0.102,0.237,0.661,0.145,0.137,0.00,358.00
284,Draw,0.102,0.236,0.662,0.151,0.157,0.00,999.00
285,Runner,0.105,0.235,0.660,0.102,0.130,0.10,5.00
286,Draw,0.105,0.234,0.661,0.157,0.151,11.22,999.00
287,Draw,0.105,0.233,0.662,0.154,0.151,0.00,999.00
288,Runner,0.108,0.233,0.660,0.142,0.151,0.00,923.00
289,Pursuer,0.107,0.235,0.657,0.136,0.144,0.00,350.00
290,Draw,0.107,0.234,0.659,0.150,0.140,1.70,999.00
291,Draw,0.107,0.234,0.660,0.155,0.142,10.36,999.00
292,Draw,0.106,0.233,0.661,0.153,0.147,12.54,999.00
293,Draw,0.106,0.232,0.662,0.154,0.151,4.18,999.00
294,Draw,0.105,0.231,0.663,0.145,0.160,12.64,999.00
295,Draw,0.105,0.231,0.664,0.147,0.151,0.00,999.00
296,Pursuer,0.105,0.233,0.662,0.166,0.173,0.00,239.00
297,Pursuer,0.104,0.236,0.660,0.128,0.120,0.00,115.00
298,Draw,0.104,0.235,0.661,0.157,0.147,6.98,999.00
299,Runner,0.107,0.234,0.659,0.160,0.126,0.00,468.00
300,Draw,0.107,0.233,0.660,0.144,0.148,18.50,999.00
301,Draw,0.106,0.233,0.661,0.151,0.143,14.72,999.00
302,Runner,0.109,0.232,0.659,0.154,0.155,7.92,486.00
303,Draw,0.109,0.231,0.660,0.158,0.153,0.00,999.00
304,Draw,0.109,0.230,0.661,0.152,0.155,5.82,999.00
305,Draw,0.108,0.230,0.662,0.143,0.148,15.54,999.00
306,Draw,0.108,0.229,0.663,0.142,0.134,0.00,999.00
307,Draw,0.107,0.228,0.664,0.153,0.138,0.00,999.00
308,Runner,0.110,0.227,0.662,0.157,0.143,0.00,897.00
309,Pursuer,0.110,0.230,0.660,0.131,0.148,0.00,453.00
310,Draw,0.110,0.229,0.661,0.148,0.153,0.00,999.00
311,Pursuer,0.109,0.232,0.659,0.147,0.139,0.00,364.00
312,Runner,0.112,0.231,0.657,0.142,0.150,0.00,927.00
313,Draw,0.112,0.230,0.658,0.149,0.147,19.28,999.00
314,Draw,0.111,0.229,0.659,0.153,0.142,0.00,999.00
315,Pursuer,0.111,0.232,0.657,0.144,0.161,0.00,506.00
316,Draw,0.111,0.231,0.658,0.154,0.162,0.00,999.00
317,Pursuer,0.110,0.233,0.656,0.000,0.000,0.00,0.00
318,Draw,0.110,0.233,0.657,0.151,0.158,2.80,999.00
319,Draw,0.110,0.232,0.658,0.148,0.159,0.00,999.00
320,Draw,0.109,0.231,0.659,0.150,0.144,0.00,999.00
321,Draw,0.109,0.231,0.660,0.161,0.151,0.00,999.00
322,Draw,0.109,0.230,0.661,0.161,0.151,10.88,999.00
323,Draw,0.108,0.229,0.663,0.148,0.157,17.52,999.00
324,Draw,0.108,0.228,0.664,0.153,0.146,7.72,999.00
325,Draw,0.108,0.228,0.665,0.157,0.155,0.00,999.00
326,Pursuer,0.107,0.230,0.663,0.154,0.166,0.00,293.00
327,Draw,0.107,0.229,0.664,0.157,0.141,0.00,999.00
328,Draw,0.107,0.229,0.665,0.148,0.153,14.86,999.00
329,Runner,0.109,0.228,0.663,0.151,0.156,0.52,237.00
330,Draw,0.109,0.227,0.664,0.152,0.148,4.54,999.00
331,Draw,0.109,0.227,0.665,0.145,0.155,19.38,999.00
332,Pursuer,0.108,0.229,0.663,0.136,0.195,0.00,10.00
333,Runner,0.111,0.228,0.661,0.000,0.000,0.00,1.00
334,Runner,0.114,0.228,0.659,0.005,0.071,0.00,5.00
335,Runner,0.116,0.227,0.657,0.152,0.134,4.72,378.00
336,Runner,0.119,0.226,0.655,0.183,0.134,0.00,111.00
337,Pursuer,0.119,0.228,0.653,0.147,0.155,0.00,329.00
338,Pursuer,0.118,0.231,0.651,0.126,0.121,0.00,273.00
339,Draw,0.118,0.230,0.652,0.141,0.150,0.00,999.00
340,Runner,0.121,0.229,0.650,0.169,0.166,0.68,445.00
341,Pursuer,0.120,0.232,0.648,0.249,0.191,0.00,4.00
342,Pursuer,0.120,0.234,0.646,0.155,0.163,0.00,453.00
343,Pursuer,0.120,0.236,0.644,0.143,0.162,0.00,419.00
344,Draw,0.119,0.235,0.645,0.147,0.152,0.00,999.00
345,Draw,0.119,0.235,0.646,0.148,0.154,5.00,999.00
346,Pursuer,0.118,0.237,0.645,0.149,0.156,0.00,811.00
347,Draw,0.118,0.236,0.646,0.141,0.148,0.00,999.00
348,Draw,0.118,0.236,0.647,0.139,0.147,11.52,999.00
349,Runner,0.120,0.235,0.645,0.132,0.132,0.00,80.00
350,Pursuer,0.120,0.237,0.643,0.169,0.163,0.00,365.00
351,Draw,0.120,0.236,0.644,0.156,0.144,0.00,999.00
352,Runner,0.122,0.236,0.642,0.148,0.158,0.00,624.00
353,Pursuer,0.122,0.238,0.640,0.000,0.000,0.00,0.00
354,Pursuer,0.121,0.240,0.638,0.168,0.159,0.00,296.00
355,Pursuer,0.121,0.242,0.637,0.157,0.141,0.00,589.00
356,Pursuer,0.121,0.244,0.635,0.154,0.159,0.00,153.00
357,Runner,0.123,0.244,0.633,0.146,0.144,0.00,588.00
358,Runner,0.126,0.243,0.631,0.142,0.150,7.44,538.00
359,Draw,0.125,0.242,0.632,0.153,0.157,0.00,999.00
360,Pursuer,0.125,0.244,0.631,0.151,0.143,0.00,364.00
361,Draw,0.125,0.244,0.632,0.154,0.150,3.22,999.00
362,Pursuer,0.124,0.246,0.630,0.000,0.000,0.00,0.00
363,Runner,0.127,0.245,0.628,0.154,0.146,0.00,829.00
364,Draw,0.126,0.245,0.629,0.153,0.152,0.00,999.00
365,Draw,0.126,0.244,0.630,0.135,0.144,7.30,999.00
366,Pursuer,0.126,0.246,0.628,0.156,0.154,0.00,661.00
367,Runner,0.128,0.245,0.627,0.139,0.145,1.22,889.00
368,Pursuer,0.128,0.247,0.625,0.155,0.161,0.00,435.00
369,Runner,0.130,0.247,0.623,0.147,0.163,0.00,793.00
370,Draw,0.130,0.246,0.624,0.152,0.150,0.00,999.00
371,Draw,0.129,0.245,0.625,0.150,0.158,2.80,999.00
372,Draw,0.129,0.245,0.626,0.144,0.146,11.54,999.00
373,Draw,0.129,0.244,0.627,0.152,0.140,0.00,999.00
374,Pursuer,0.128,0.246,0.626,0.149,0.143,0.00,500.00
375,Draw,0.128,0.245,0.627,0.142,0.147,0.00,999.00
376,Pursuer,0.128,0.247,0.625,0.139,0.151,0.00,972.00
377,Draw,0.127,0.247,0.626,0.139,0.147,7.68,999.00
378,Draw,0.127,0.246,0.627,0.147,0.138,0.00,999.00
379,Draw,0.127,0.245,0.628,0.156,0.147,0.00,999.00
380,Draw,0.126,0.245,0.629,0.152,0.146,9.54,999.00
381,Draw,0.126,0.244,0.630,0.146,0.140,12.26,999.00
382,Draw,0.126,0.243,0.631,0.145,0.151,13.34,999.00
383,Runner,0.128,0.243,0.629,0.155,0.159,0.34,467.00
384,Runner,0.130,0.242,0.628,0.151,0.140,0.00,812.00
385,Pursuer,0.130,0.244,0.626,0.155,0.158,0.00,867.00
386,Draw,0.130,0.244,0.627,0.160,0.148,19.68,999.00
387,Draw,0.129,0.243,0.628,0.155,0.148,10.80,999.00
388,Draw,0.129,0.242,0.629,0.142,0.145,8.28,999.00
389,Runner,0.131,0.242,0.627,0.119,0.152,0.74,200.00
390,Runner,0.133,0.241,0.626,0.145,0.147,6.72,945.00
391,Runner,0.136,0.240,0.624,0.150,0.160,0.10,802.00
392,Pursuer,0.135,0.242,0.622,0.000,0.000,0.00,1.00
393,Pursuer,0.135,0.244,0.621,0.287,0.152,0.00,12.00
394,Runner,0.137,0.244,0.619,0.160,0.153,0.00,933.00
395,Runner,0.139,0.243,0.618,0.162,0.139,1.06,761.00
396,Runner,0.141,0.242,0.616,0.146,0.153,15.70,785.00
397,Draw,0.141,0.242,0.617,0.152,0.147,0.00,999.00
398,Draw,0.141,0.241,0.618,0.148,0.146,0.00,999.00
399,Runner,0.143,0.241,0.617,0.151,0.152,3.68,985.00
400,Pursuer,0.143,0.243,0.615,0.147,0.152,0.00,642.00
401,Draw,0.142,0.242,0.616,0.158,0.150,0.00,999.00
402,Runner,0.144,0.241,0.614,0.151,0.156,7.18,570.00
