Episode,Winner,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeSteps
96,Draw,0.063,0.156,0.781,0.134,0.142,0.00,999.00
97,Draw,0.062,0.155,0.784,0.144,0.159,16.98,999.00
98,Draw,0.061,0.153,0.786,0.144,0.152,8.28,999.00
99,Draw,0.061,0.152,0.788,0.153,0.150,10.46,999.00
100,Draw,0.060,0.150,0.790,0.156,0.151,0.00,999.00
101,Runner,0.069,0.149,0.782,0.152,0.152,0.28,766.00
102,Draw,0.069,0.147,0.784,0.144,0.159,3.28,999.00
103,Draw,0.068,0.146,0.786,0.138,0.144,5.40,999.00
104,Draw,0.067,0.144,0.788,0.163,0.146,0.00,999.00
105,Draw,0.067,0.143,0.790,0.154,0.147,13.60,999.00
106,Draw,0.066,0.142,0.792,0.153,0.145,0.00,999.00
107,Draw,0.065,0.140,0.794,0.156,0.150,0.02,999.00
108,Pursuer,0.065,0.148,0.787,0.000,0.000,0.00,0.00
109,Pursuer,0.064,0.156,0.780,0.426,0.174,0.00,3.00
110,Draw,0.064,0.155,0.782,0.155,0.145,18.46,999.00
111,Runner,0.072,0.153,0.775,0.000,0.000,0.00,1.00
112,Pursuer,0.071,0.161,0.768,0.000,0.000,0.00,0.00
113,Draw,0.071,0.159,0.770,0.145,0.147,0.00,999.00
114,Draw,0.070,0.158,0.772,0.155,0.137,0.00,999.00
115,Draw,0.070,0.157,0.774,0.142,0.155,0.00,999.00
116,Draw,0.069,0.155,0.776,0.145,0.151,3.92,999.00
117,Draw,0.068,0.154,0.778,0.147,0.143,8.94,999.00
118,Runner,0.076,0.153,0.771,0.156,0.150,0.00,299.00
119,Pursuer,0.076,0.160,0.765,0.144,0.148,0.00,334.00
120,Draw,0.075,0.158,0.767,0.147,0.150,0.00,999.00
121,Draw,0.074,0.157,0.769,0.140,0.159,0.00,999.00
122,Runner,0.082,0.156,0.762,0.071,0.116,0.00,17.00
123,Draw,0.081,0.154,0.764,0.142,0.148,0.00,999.00
124,Pursuer,0.081,0.161,0.758,0.039,0.077,0.00,14.00
125,Draw,0.080,0.160,0.760,0.157,0.142,0.00,999.00
126,Draw,0.079,0.159,0.762,0.160,0.154,0.00,999.00
127,Draw,0.079,0.157,0.764,0.144,0.153,19.98,999.00
128,Draw,0.078,0.156,0.766,0.152,0.152,5.66,999.00
129,Draw,0.078,0.155,0.767,0.157,0.155,0.00,999.00
130,Draw,0.077,0.154,0.769,0.156,0.160,13.02,999.00
131,Draw,0.076,0.153,0.771,0.140,0.156,6.02,999.00
132,Draw,0.076,0.152,0.773,0.151,0.156,0.00,999.00
133,Draw,0.075,0.150,0.774,0.149,0.152,1.06,999.00
134,Pursuer,0.075,0.157,0.769,0.059,0.030,0.00,5.00
135,Draw,0.074,0.156,0.770,0.145,0.148,0.00,999.00
136,Draw,0.074,0.154,0.772,0.146,0.155,0.00,999.00
137,Draw,0.073,0.153,0.774,0.153,0.154,14.98,999.00
138,Pursuer,0.072,0.159,0.768,0.150,0.141,0.00,443.00
139,Draw,0.072,0.158,0.770,0.143,0.152,0.00,999.00
140,Draw,0.071,0.157,0.771,0.158,0.149,0.00,999.00
141,Draw,0.071,0.156,0.773,0.156,0.151,0.94,999.00
142,Draw,0.070,0.155,0.775,0.158,0.159,0.00,999.00
143,Pursuer,0.070,0.161,0.769,0.163,0.154,0.00,111.00
144,Pursuer,0.069,0.167,0.764,0.143,0.153,0.00,723.00
145,Draw,0.069,0.166,0.766,0.157,0.155,0.00,999.00
146,Draw,0.068,0.164,0.767,0.151,0.147,0.00,999.00
147,Draw,0.068,0.163,0.769,0.143,0.143,3.12,999.00
148,Draw,0.068,0.162,0.770,0.141,0.165,0.00,999.00
149,Draw,0.067,0.161,0.772,0.157,0.148,0.00,999.00
150,Draw,0.067,0.160,0.773,0.158,0.153,0.00,999.00
151,Draw,0.066,0.159,0.775,0.144,0.143,0.14,999.00
152,Draw,0.066,0.158,0.776,0.153,0.155,0.00,999.00
153,Draw,0.065,0.157,0.778,0.152,0.156,0.00,999.00
154,Draw,0.065,0.156,0.779,0.151,0.140,0.00,999.00
155,Runner,0.071,0.155,0.774,0.202,0.195,0.00,6.00
156,Pursuer,0.071,0.160,0.769,0.107,0.063,0.00,4.00
157,Draw,0.070,0.159,0.771,0.149,0.151,18.46,999.00
158,Draw,0.070,0.158,0.772,0.152,0.148,6.82,999.00
159,Draw,0.069,0.157,0.774,0.151,0.155,19.98,999.00
160,Draw,0.069,0.156,0.775,0.143,0.160,14.52,999.00
161,Pursuer,0.068,0.161,0.770,0.154,0.154,0.00,497.00
162,Draw,0.068,0.160,0.772,0.147,0.137,17.04,999.00
163,Pursuer,0.067,0.166,0.767,0.113,0.112,0.00,31.00
164,Draw,0.067,0.165,0.768,0.147,0.139,2.88,999.00
165,Draw,0.067,0.164,0.770,0.151,0.146,0.00,999.00
166,Pursuer,0.066,0.169,0.765,0.157,0.154,0.00,863.00
167,Runner,0.072,0.168,0.760,0.132,0.142,6.90,686.00
168,Pursuer,0.071,0.173,0.756,0.138,0.148,0.00,515.00
169,Draw,0.071,0.172,0.757,0.146,0.159,0.00,999.00
170,Draw,0.071,0.171,0.759,0.154,0.149,0.08,999.00
171,Draw,0.070,0.170,0.760,0.152,0.151,0.00,999.00
172,Draw,0.070,0.169,0.762,0.147,0.156,0.00,999.00
173,Pursuer,0.069,0.173,0.757,0.153,0.149,0.00,701.00
174,Pursuer,0.069,0.178,0.753,0.150,0.169,0.00,236.00
175,Draw,0.069,0.177,0.754,0.150,0.148,0.76,999.00
176,Draw,0.068,0.176,0.756,0.149,0.156,4.54,999.00
177,Draw,0.068,0.175,0.757,0.172,0.153,0.00,999.00
178,Draw,0.067,0.174,0.758,0.148,0.153,0.00,999.00
179,Draw,0.067,0.173,0.760,0.134,0.153,0.00,999.00
180,Runner,0.072,0.172,0.756,0.013,0.057,0.00,6.00
181,Runner,0.077,0.171,0.751,0.193,0.137,0.00,103.00
182,Draw,0.077,0.170,0.753,0.144,0.143,0.00,999.00
183,Pursuer,0.077,0.175,0.749,0.146,0.159,0.00,8.00
184,Draw,0.076,0.174,0.750,0.162,0.153,0.00,999.00
185,Draw,0.076,0.173,0.751,0.151,0.153,0.00,999.00
186,Draw,0.075,0.172,0.753,0.154,0.142,0.00,999.00
187,Draw,0.075,0.171,0.754,0.147,0.166,0.00,999.00
188,Runner,0.080,0.170,0.750,0.120,0.142,0.00,121.00
189,Draw,0.079,0.169,0.751,0.152,0.134,6.74,999.00
190,Draw,0.079,0.168,0.753,0.154,0.133,0.00,999.00
191,Draw,0.079,0.168,0.754,0.135,0.148,1.30,999.00
192,Draw,0.078,0.167,0.755,0.153,0.152,0.00,999.00
193,Pursuer,0.078,0.171,0.751,0.214,0.177,0.00,6.00
194,Draw,0.077,0.170,0.753,0.136,0.152,0.00,999.00
195,Runner,0.082,0.169,0.749,0.133,0.153,0.00,189.00
196,Runner,0.087,0.168,0.745,0.150,0.154,0.00,732.00
197,Draw,0.086,0.168,0.746,0.139,0.153,0.00,999.00
198,Draw,0.086,0.167,0.747,0.157,0.162,1.38,999.00
199,Pursuer,0.085,0.171,0.744,0.148,0.151,0.00,941.00
200,Pursuer,0.085,0.175,0.740,0.149,0.146,0.00,529.00
201,Runner,0.090,0.174,0.736,0.171,0.162,0.20,10.00
202,Draw,0.089,0.173,0.738,0.150,0.150,0.00,999.00
203,Draw,0.089,0.172,0.739,0.155,0.144,0.00,999.00
204,Draw,0.088,0.172,0.740,0.157,0.144,8.18,999.00
205,Draw,0.088,0.171,0.741,0.159,0.149,0.00,999.00
206,Draw,0.087,0.170,0.743,0.154,0.142,0.00,999.00
207,Draw,0.087,0.169,0.744,0.152,0.152,11.72,999.00
208,Draw,0.087,0.168,0.745,0.155,0.135,1.68,999.00
209,Draw,0.086,0.167,0.746,0.158,0.141,0.00,999.00
210,Draw,0.086,0.167,0.748,0.145,0.149,2.84,999.00
211,Draw,0.085,0.166,0.749,0.150,0.159,12.66,999.00
212,Draw,0.085,0.165,0.750,0.146,0.129,0.00,999.00
213,Draw,0.085,0.164,0.751,0.150,0.157,4.08,999.00
214,Draw,0.084,0.164,0.752,0.142,0.155,11.08,999.00
215,Pursuer,0.084,0.167,0.749,0.162,0.154,0.00,489.00
216,Draw,0.083,0.167,0.750,0.163,0.145,0.00,999.00
217,Runner,0.088,0.166,0.747,0.132,0.127,0.00,107.00
218,Draw,0.087,0.165,0.748,0.156,0.144,19.62,999.00
219,Pursuer,0.087,0.169,0.744,0.226,0.091,0.00,3.00
220,Draw,0.086,0.168,0.745,0.157,0.152,0.00,999.00
221,Draw,0.086,0.167,0.747,0.148,0.151,0.00,999.00
222,Runner,0.090,0.167,0.743,0.141,0.156,0.08,311.00
223,Draw,0.090,0.166,0.744,0.138,0.150,12.00,999.00
224,Draw,0.089,0.165,0.746,0.155,0.144,0.00,999.00
225,Draw,0.089,0.164,0.747,0.131,0.161,0.00,999.00
226,Draw,0.088,0.164,0.748,0.154,0.140,10.10,999.00
227,Draw,0.088,0.163,0.749,0.146,0.151,0.32,999.00
228,Draw,0.088,0.162,0.750,0.143,0.150,0.00,999.00
229,Draw,0.087,0.162,0.751,0.145,0.145,0.00,999.00
230,Pursuer,0.087,0.165,0.748,0.138,0.185,0.00,129.00
231,Runner,0.091,0.165,0.745,0.146,0.155,9.80,923.00
232,Draw,0.091,0.164,0.746,0.147,0.155,7.74,999.00
233,Draw,0.090,0.163,0.747,0.146,0.148,0.00,999.00
234,Draw,0.090,0.162,0.748,0.156,0.142,0.00,999.00
235,Pursuer,0.089,0.166,0.745,0.111,0.158,0.00,52.00
236,Draw,0.089,0.165,0.746,0.134,0.145,0.00,999.00
237,Draw,0.089,0.165,0.747,0.173,0.151,0.00,999.00
238,Draw,0.088,0.164,0.748,0.133,0.149,7.52,999.00
239,Runner,0.092,0.163,0.745,0.151,0.138,0.78,735.00
240,Pursuer,0.092,0.167,0.742,0.000,0.000,0.00,1.00
241,Pursuer,0.091,0.170,0.739,0.148,0.142,0.00,144.00
242,Draw,0.091,0.169,0.740,0.143,0.153,1.44,999.00
243,Draw,0.091,0.169,0.741,0.161,0.152,0.00,999.00
244,Runner,0.094,0.168,0.738,0.143,0.145,0.00,390.00
245,Draw,0.094,0.167,0.739,0.158,0.146,0.00,999.00
246,Draw,0.093,0.167,0.740,0.150,0.151,0.00,999.00
247,Draw,0.093,0.166,0.741,0.149,0.145,0.00,999.00
248,Draw,0.093,0.165,0.742,0.148,0.149,0.00,999.00
249,Draw,0.092,0.165,0.743,0.148,0.152,10.76,999.00
250,Draw,0.092,0.164,0.744,0.151,0.160,3.68,999.00
251,Draw,0.092,0.163,0.745,0.145,0.151,0.00,999.00
252,Draw,0.091,0.163,0.746,0.152,0.152,0.00,999.00
253,Draw,0.091,0.162,0.747,0.149,0.154,0.00,999.00
254,Pursuer,0.091,0.165,0.744,0.165,0.120,0.00,14.00
255,Draw,0.090,0.165,0.745,0.132,0.149,0.00,999.00
256,Draw,0.090,0.164,0.746,0.145,0.143,0.00,999.00
257,Runner,0.093,0.163,0.743,0.147,0.149,0.00,294.00
258,Draw,0.093,0.163,0.744,0.153,0.144,0.00,999.00
259,Draw,0.093,0.162,0.745,0.140,0.151,0.00,999.00
260,Draw,0.092,0.162,0.746,0.147,0.143,0.00,999.00
261,Draw,0.092,0.161,0.747,0.140,0.152,19.98,999.00
262,Draw,0.092,0.160,0.748,0.142,0.141,0.00,999.00
263,Runner,0.095,0.160,0.745,0.138,0.140,5.66,283.00
264,Pursuer,0.095,0.163,0.742,0.159,0.154,0.00,977.00
265,Runner,0.098,0.162,0.740,0.156,0.141,0.00,632.00
266,Runner,0.102,0.162,0.737,0.150,0.152,2.32,900.00
267,Draw,0.101,0.161,0.738,0.149,0.162,0.00,999.00
268,Draw,0.101,0.160,0.739,0.168,0.144,0.00,999.00
269,Draw,0.100,0.160,0.740,0.152,0.155,0.00,999.00
270,Pursuer,0.100,0.163,0.737,0.142,0.155,0.00,638.00
271,Draw,0.100,0.162,0.738,0.148,0.143,0.00,999.00
272,Draw,0.099,0.162,0.739,0.147,0.150,0.00,999.00
273,Draw,0.099,0.161,0.740,0.154,0.157,1.38,999.00
274,Draw,0.099,0.161,0.741,0.142,0.165,0.00,999.00
275,Draw,0.098,0.160,0.742,0.154,0.148,0.00,999.00
276,Draw,0.098,0.159,0.743,0.155,0.155,6.36,999.00
277,Pursuer,0.097,0.162,0.740,0.155,0.143,0.00,829.00
278,Draw,0.097,0.162,0.741,0.150,0.151,19.32,999.00
279,Runner,0.100,0.161,0.738,0.000,0.000,0.00,0.00
280,Pursuer,0.100,0.164,0.736,0.446,0.275,0.00,2.00
281,Runner,0.103,0.164,0.733,0.000,0.000,0.00,1.00
282,Runner,0.106,0.163,0.730,0.164,0.155,0.30,993.00
283,Draw,0.106,0.163,0.731,0.148,0.150,0.00,999.00
284,Pursuer,0.106,0.165,0.729,0.136,0.164,0.00,318.00
285,Pursuer,0.105,0.168,0.726,0.150,0.147,0.00,533.00
286,Pursuer,0.105,0.171,0.724,0.136,0.149,0.00,964.00
287,Draw,0.105,0.171,0.725,0.156,0.155,0.00,999.00
288,Draw,0.104,0.170,0.726,0.150,0.144,11.42,999.00
289,Draw,0.104,0.170,0.727,0.154,0.156,0.00,999.00
290,Draw,0.103,0.169,0.728,0.163,0.162,0.00,999.00
291,Draw,0.103,0.168,0.729,0.152,0.150,4.18,999.00
292,Pursuer,0.103,0.171,0.726,0.000,0.000,0.00,0.00
293,Draw,0.102,0.171,0.727,0.145,0.146,0.00,999.00
294,Pursuer,0.102,0.173,0.724,0.137,0.143,0.00,221.00
295,Runner,0.105,0.173,0.722,0.138,0.152,0.00,664.00
296,Draw,0.105,0.172,0.723,0.162,0.159,8.94,999.00
297,Draw,0.104,0.172,0.724,0.157,0.144,0.00,999.00
298,Pursuer,0.104,0.174,0.721,0.157,0.158,0.00,482.00
299,Pursuer,0.104,0.177,0.719,0.151,0.152,0.00,278.00
300,Draw,0.103,0.177,0.720,0.151,0.152,1.90,999.00
301,Draw,0.103,0.176,0.721,0.148,0.151,0.00,999.00
302,Draw,0.103,0.175,0.722,0.145,0.151,9.12,999.00
303,Draw,0.102,0.175,0.723,0.158,0.144,2.60,999.00
304,Draw,0.102,0.174,0.724,0.158,0.146,0.00,999.00
305,Pursuer,0.102,0.177,0.721,0.168,0.149,0.00,610.00
306,Pursuer,0.101,0.180,0.719,0.158,0.141,0.00,576.00
307,Draw,0.101,0.179,0.720,0.149,0.164,0.00,999.00
308,Draw,0.101,0.179,0.721,0.153,0.133,8.82,999.00
309,Pursuer,0.100,0.181,0.718,0.141,0.151,0.00,233.00
310,Pursuer,0.100,0.184,0.716,0.150,0.169,0.00,368.00
311,Pursuer,0.100,0.186,0.714,0.165,0.147,0.00,558.00
312,Pursuer,0.099,0.189,0.712,0.124,0.167,0.00,139.00
313,Pursuer,0.099,0.192,0.709,0.156,0.167,0.00,894.00
314,Pursuer,0.099,0.194,0.707,0.149,0.148,0.00,855.00
315,Pursuer,0.098,0.197,0.705,0.144,0.153,0.00,322.00
316,Draw,0.098,0.196,0.706,0.149,0.153,0.00,999.00
317,Runner,0.101,0.196,0.703,0.158,0.160,0.00,357.00
318,Pursuer,0.101,0.198,0.701,0.155,0.147,0.00,822.00
319,Draw,0.100,0.197,0.702,0.145,0.156,0.00,999.00
320,Draw,0.100,0.197,0.703,0.147,0.144,0.00,999.00
321,Draw,0.100,0.196,0.704,0.154,0.143,0.00,999.00
322,Draw,0.099,0.196,0.705,0.170,0.154,0.00,999.00
323,Draw,0.099,0.195,0.706,0.153,0.156,8.76,999.00
324,Draw,0.099,0.194,0.707,0.149,0.135,0.00,999.00
325,Runner,0.102,0.194,0.705,0.147,0.159,0.00,558.00
326,Runner,0.104,0.193,0.702,0.141,0.156,0.00,553.00
327,Draw,0.104,0.193,0.703,0.150,0.154,0.00,999.00
328,Pursuer,0.104,0.195,0.701,0.135,0.169,0.00,296.00
329,Draw,0.103,0.195,0.702,0.148,0.146,14.82,999.00
330,Runner,0.106,0.194,0.700,0.139,0.148,0.00,862.00
331,Draw,0.106,0.193,0.701,0.150,0.151,0.00,999.00
332,Draw,0.105,0.193,0.702,0.149,0.139,0.00,999.00
333,Pursuer,0.105,0.195,0.700,0.145,0.144,0.00,965.00
334,Draw,0.105,0.195,0.701,0.155,0.151,5.56,999.00
335,Draw,0.104,0.194,0.701,0.139,0.135,5.74,999.00
336,Draw,0.104,0.193,0.702,0.155,0.163,18.86,999.00
337,Draw,0.104,0.193,0.703,0.144,0.154,0.00,999.00
338,Runner,0.107,0.192,0.701,0.294,0.168,0.00,7.00
339,Pursuer,0.106,0.195,0.699,0.145,0.152,0.00,450.00
340,Draw,0.106,0.194,0.700,0.154,0.143,0.34,999.00
341,Draw,0.106,0.194,0.701,0.150,0.151,0.00,999.00
342,Pursuer,0.105,0.196,0.699,0.139,0.141,0.00,389.00
343,Pursuer,0.105,0.198,0.697,0.258,0.203,0.00,2.00
344,Runner,0.108,0.198,0.695,0.067,0.143,0.00,17.00
345,Draw,0.107,0.197,0.696,0.151,0.156,7.28,999.00
346,Draw,0.107,0.197,0.697,0.160,0.149,0.00,999.00
347,Runner,0.110,0.196,0.695,0.161,0.163,5.76,414.00
348,Runner,0.112,0.195,0.693,0.093,0.132,0.30,59.00
349,Draw,0.112,0.195,0.693,0.147,0.140,0.00,999.00
350,Draw,0.111,0.194,0.694,0.155,0.155,2.14,999.00
351,Draw,0.111,0.194,0.695,0.165,0.158,10.76,999.00
352,Draw,0.111,0.193,0.696,0.143,0.147,0.00,999.00
353,Pursuer,0.110,0.195,0.694,0.144,0.156,0.00,777.00
354,Draw,0.110,0.195,0.695,0.145,0.165,0.00,999.00
355,Runner,0.113,0.194,0.693,0.159,0.134,8.48,424.00
356,Draw,0.112,0.194,0.694,0.141,0.156,1.92,999.00
357,Runner,0.115,0.193,0.692,0.000,0.000,0.00,0.00
358,Draw,0.115,0.193,0.693,0.149,0.148,0.00,999.00
359,Draw,0.114,0.192,0.694,0.151,0.140,2.30,999.00
360,Runner,0.117,0.192,0.692,0.447,0.391,0.00,1.00
361,Draw,0.116,0.191,0.693,0.140,0.138,0.00,999.00
362,Draw,0.116,0.191,0.693,0.141,0.152,1.92,999.00
363,Draw,0.116,0.190,0.694,0.152,0.151,9.52,999.00
364,Draw,0.115,0.190,0.695,0.150,0.151,19.98,999.00
365,Pursuer,0.115,0.192,0.693,0.321,0.192,0.00,3.00
366,Draw,0.115,0.191,0.694,0.145,0.159,0.00,999.00
367,Runner,0.117,0.191,0.692,0.151,0.141,0.66,891.00
368,Draw,0.117,0.190,0.693,0.153,0.151,0.00,999.00
369,Draw,0.117,0.190,0.694,0.153,0.145,1.88,999.00
370,Pursuer,0.116,0.192,0.692,0.139,0.168,0.00,156.00
371,Runner,0.119,0.191,0.690,0.145,0.153,9.00,936.00
372,Draw,0.118,0.191,0.691,0.152,0.150,2.98,999.00
373,Draw,0.118,0.190,0.692,0.160,0.149,0.00,999.00
374,Draw,0.118,0.190,0.693,0.152,0.155,0.00,999.00
375,Draw,0.117,0.189,0.693,0.137,0.153,0.00,999.00
376,Pursuer,0.117,0.191,0.691,0.141,0.134,0.00,815.00
377,Runner,0.119,0.191,0.690,0.185,0.173,0.00,116.00
378,Pursuer,0.119,0.193,0.688,0.146,0.137,0.00,262.00
379,Runner,0.121,0.193,0.686,0.000,0.000,0.00,1.00
380,Draw,0.121,0.192,0.687,0.168,0.149,0.00,999.00
381,Draw,0.121,0.192,0.688,0.150,0.159,0.00,999.00
382,Pursuer,0.120,0.194,0.686,0.151,0.149,0.00,590.00
383,Runner,0.123,0.193,0.684,0.000,0.000,0.00,1.00
384,Draw,0.122,0.193,0.685,0.150,0.141,0.00,999.00
385,Pursuer,0.122,0.195,0.683,0.165,0.162,0.00,512.00
386,Draw,0.122,0.194,0.684,0.147,0.144,0.00,999.00
387,Runner,0.124,0.194,0.682,0.154,0.143,3.54,815.00
388,Pursuer,0.124,0.196,0.680,0.000,0.000,0.00,1.00
389,Pursuer,0.123,0.198,0.679,0.160,0.153,0.00,775.00
390,Draw,0.123,0.197,0.679,0.153,0.150,5.48,999.00
391,Draw,0.123,0.197,0.680,0.151,0.152,2.62,999.00
392,Pursuer,0.122,0.199,0.679,0.131,0.161,0.00,260.00
393,Runner,0.125,0.198,0.677,0.144,0.149,11.26,901.00
394,Draw,0.124,0.198,0.678,0.140,0.153,0.00,999.00
395,Pursuer,0.124,0.200,0.676,0.191,0.549,0.00,1.00
396,Draw,0.124,0.199,0.677,0.155,0.149,0.00,999.00
397,Pursuer,0.123,0.202,0.675,0.124,0.154,0.00,159.00
398,Pursuer,0.123,0.204,0.673,0.185,0.147,0.00,7.00
399,Draw,0.123,0.203,0.674,0.141,0.153,0.00,999.00
400,Draw,0.123,0.203,0.675,0.140,0.142,0.00,999.00
401,Draw,0.122,0.202,0.676,0.161,0.139,11.60,999.00
402,Runner,0.124,0.201,0.674,0.149,0.146,0.00,46.00
403,Runner,0.127,0.201,0.672,0.149,0.149,3.02,355.00
