Episode,Winner,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeSteps
53,Draw,0.075,0.151,0.774,0.149,0.146,0.00,999.00
54,Draw,0.074,0.148,0.778,0.152,0.151,0.00,999.00
55,Draw,0.073,0.145,0.782,0.156,0.140,0.00,999.00
56,Draw,0.071,0.143,0.786,0.148,0.161,0.00,999.00
57,Draw,0.070,0.140,0.789,0.158,0.146,10.96,999.00
58,Draw,0.069,0.138,0.793,0.148,0.158,0.00,999.00
59,Draw,0.068,0.136,0.797,0.150,0.142,0.00,999.00
60,Draw,0.067,0.133,0.800,0.156,0.144,7.80,999.00
61,Draw,0.066,0.131,0.803,0.154,0.147,4.76,999.00
62,Draw,0.065,0.129,0.806,0.150,0.151,0.00,999.00
63,Draw,0.063,0.127,0.810,0.155,0.141,0.00,999.00
64,Draw,0.063,0.125,0.813,0.145,0.153,19.98,999.00
65,Draw,0.062,0.123,0.815,0.134,0.152,0.00,999.00
66,Draw,0.061,0.121,0.818,0.146,0.147,4.92,999.00
67,Draw,0.060,0.119,0.821,0.153,0.145,5.94,999.00
68,Draw,0.059,0.118,0.824,0.150,0.151,0.00,999.00
69,Draw,0.058,0.116,0.826,0.156,0.143,0.00,999.00
70,Draw,0.057,0.114,0.829,0.148,0.155,8.96,999.00
71,Draw,0.056,0.113,0.831,0.144,0.148,19.52,999.00
72,Runner,0.069,0.111,0.819,0.156,0.154,0.00,595.00
73,Draw,0.068,0.110,0.822,0.151,0.162,0.00,999.00
74,Runner,0.081,0.108,0.811,0.174,0.178,0.00,89.00
75,Pursuer,0.080,0.120,0.800,0.143,0.152,0.00,171.00
76,Pursuer,0.079,0.132,0.789,0.146,0.157,0.00,662.00
77,Pursuer,0.078,0.143,0.779,0.163,0.144,0.00,370.00
78,Draw,0.077,0.141,0.782,0.155,0.162,18.74,999.00
79,Draw,0.076,0.139,0.785,0.139,0.152,17.54,999.00
80,Draw,0.075,0.138,0.788,0.151,0.131,19.26,999.00
81,Draw,0.074,0.136,0.790,0.148,0.149,0.00,999.00
82,Draw,0.073,0.134,0.793,0.141,0.152,0.00,999.00
83,Draw,0.072,0.133,0.795,0.148,0.151,1.14,999.00
84,Draw,0.071,0.131,0.798,0.133,0.146,2.40,999.00
85,Draw,0.071,0.129,0.800,0.137,0.150,10.60,999.00
86,Draw,0.070,0.128,0.802,0.157,0.158,0.00,999.00
87,Draw,0.069,0.126,0.805,0.150,0.142,0.00,999.00
88,Pursuer,0.068,0.136,0.795,0.000,0.000,0.00,0.00
89,Draw,0.067,0.135,0.798,0.148,0.151,11.24,999.00
90,Draw,0.067,0.133,0.800,0.144,0.150,0.00,999.00
91,Pursuer,0.066,0.143,0.791,0.112,0.185,0.00,15.00
92,Runner,0.076,0.141,0.783,0.143,0.183,0.00,29.00
93,Draw,0.075,0.140,0.785,0.147,0.141,0.00,999.00
94,Draw,0.074,0.138,0.787,0.148,0.155,0.00,999.00
95,Draw,0.074,0.137,0.789,0.160,0.148,0.00,999.00
96,Pursuer,0.073,0.146,0.781,0.130,0.164,0.00,324.00
97,Draw,0.072,0.144,0.784,0.149,0.150,7.26,999.00
98,Pursuer,0.071,0.153,0.776,0.138,0.143,0.00,611.00
99,Pursuer,0.071,0.162,0.768,0.145,0.149,0.00,568.00
100,Draw,0.070,0.160,0.770,0.146,0.148,17.94,999.00
101,Draw,0.069,0.158,0.772,0.144,0.157,0.00,999.00
102,Pursuer,0.069,0.167,0.765,0.145,0.154,0.00,977.00
103,Draw,0.068,0.165,0.767,0.165,0.131,1.34,999.00
104,Draw,0.067,0.163,0.769,0.148,0.152,5.72,999.00
105,Draw,0.067,0.162,0.771,0.138,0.143,0.00,999.00
106,Draw,0.066,0.160,0.774,0.144,0.139,0.00,999.00
107,Draw,0.065,0.159,0.776,0.152,0.152,13.22,999.00
108,Draw,0.065,0.157,0.778,0.138,0.159,0.00,999.00
109,Draw,0.064,0.156,0.780,0.147,0.152,0.30,999.00
110,Draw,0.064,0.155,0.782,0.139,0.148,0.00,999.00
111,Runner,0.072,0.153,0.775,0.000,0.000,0.00,0.00
112,Draw,0.071,0.152,0.777,0.141,0.149,2.02,999.00
113,Runner,0.080,0.150,0.770,0.163,0.162,5.42,394.00
114,Runner,0.088,0.149,0.763,0.160,0.147,0.00,945.00
115,Draw,0.087,0.148,0.765,0.148,0.145,0.00,999.00
116,Draw,0.086,0.147,0.767,0.153,0.142,10.72,999.00
117,Draw,0.085,0.145,0.769,0.155,0.133,1.08,999.00
118,Draw,0.085,0.144,0.771,0.155,0.146,4.44,999.00
119,Pursuer,0.084,0.151,0.765,0.145,0.159,0.00,560.00
120,Draw,0.083,0.150,0.767,0.163,0.147,0.00,999.00
121,Draw,0.083,0.149,0.769,0.144,0.139,11.10,999.00
122,Draw,0.082,0.148,0.770,0.161,0.141,17.74,999.00
123,Draw,0.081,0.146,0.772,0.152,0.154,0.00,999.00
124,Draw,0.081,0.145,0.774,0.159,0.138,0.00,999.00
125,Draw,0.080,0.144,0.776,0.163,0.147,0.00,999.00
126,Draw,0.079,0.143,0.778,0.145,0.145,0.00,999.00
127,Draw,0.079,0.142,0.780,0.139,0.142,0.00,999.00
128,Pursuer,0.078,0.148,0.773,0.170,0.147,0.00,492.00
129,Draw,0.078,0.147,0.775,0.147,0.139,0.00,999.00
130,Draw,0.077,0.146,0.777,0.146,0.142,0.00,999.00
131,Draw,0.076,0.145,0.779,0.151,0.149,11.16,999.00
132,Pursuer,0.076,0.152,0.773,0.000,0.000,0.00,0.00
133,Draw,0.075,0.150,0.774,0.156,0.142,2.72,999.00
134,Pursuer,0.075,0.157,0.769,0.132,0.156,0.00,265.00
135,Draw,0.074,0.156,0.770,0.155,0.140,2.54,999.00
136,Draw,0.074,0.154,0.772,0.146,0.141,0.00,999.00
137,Draw,0.073,0.153,0.774,0.153,0.156,0.00,999.00
138,Runner,0.080,0.152,0.768,0.155,0.146,0.00,628.00
139,Draw,0.079,0.151,0.770,0.155,0.148,0.00,999.00
140,Draw,0.079,0.150,0.771,0.143,0.150,19.98,999.00
141,Draw,0.078,0.149,0.773,0.151,0.149,0.00,999.00
142,Draw,0.077,0.148,0.775,0.152,0.141,0.00,999.00
143,Draw,0.077,0.147,0.776,0.151,0.146,0.00,999.00
144,Draw,0.076,0.146,0.778,0.158,0.148,1.36,999.00
145,Draw,0.076,0.145,0.779,0.143,0.153,0.00,999.00
146,Draw,0.075,0.144,0.781,0.150,0.158,0.00,999.00
147,Draw,0.075,0.143,0.782,0.145,0.154,0.00,999.00
148,Draw,0.074,0.142,0.784,0.145,0.160,2.96,999.00
149,Draw,0.074,0.141,0.785,0.142,0.154,0.00,999.00
150,Pursuer,0.073,0.147,0.780,0.148,0.153,0.00,412.00
151,Draw,0.073,0.146,0.781,0.155,0.153,4.96,999.00
152,Draw,0.072,0.145,0.783,0.155,0.160,0.00,999.00
153,Draw,0.072,0.144,0.784,0.141,0.154,17.48,999.00
154,Draw,0.071,0.143,0.786,0.132,0.148,18.44,999.00
155,Draw,0.071,0.142,0.787,0.143,0.157,9.90,999.00
156,Pursuer,0.071,0.147,0.782,0.000,0.000,0.00,1.00
157,Runner,0.076,0.146,0.777,0.181,0.168,0.00,155.00
158,Draw,0.076,0.146,0.778,0.155,0.154,0.00,999.00
159,Draw,0.075,0.145,0.780,0.140,0.146,12.24,999.00
160,Draw,0.075,0.144,0.781,0.158,0.147,0.00,999.00
161,Draw,0.075,0.143,0.783,0.169,0.155,0.00,999.00
162,Draw,0.074,0.142,0.784,0.149,0.149,0.00,999.00
163,Draw,0.074,0.141,0.785,0.148,0.151,0.00,999.00
164,Draw,0.073,0.140,0.787,0.157,0.160,15.28,999.00
165,Pursuer,0.073,0.145,0.782,0.140,0.165,0.00,630.00
166,Runner,0.078,0.145,0.777,0.000,0.000,0.02,1.00
167,Draw,0.078,0.144,0.778,0.166,0.146,11.62,999.00
168,Draw,0.077,0.143,0.780,0.156,0.130,10.08,999.00
169,Runner,0.083,0.142,0.775,0.159,0.153,0.00,643.00
170,Pursuer,0.082,0.147,0.771,0.000,0.000,0.00,1.00
171,Draw,0.082,0.146,0.772,0.148,0.148,0.00,999.00
172,Draw,0.081,0.145,0.773,0.147,0.148,2.94,999.00
173,Pursuer,0.081,0.150,0.769,0.000,0.000,0.00,1.00
174,Pursuer,0.080,0.155,0.764,0.145,0.158,0.00,452.00
175,Pursuer,0.080,0.160,0.760,0.164,0.148,0.00,357.00
176,Draw,0.080,0.159,0.761,0.147,0.148,0.00,999.00
177,Runner,0.085,0.158,0.757,0.164,0.159,2.94,147.00
178,Pursuer,0.084,0.163,0.753,0.146,0.150,0.00,656.00
179,Pursuer,0.084,0.168,0.749,0.156,0.147,0.00,491.00
180,Runner,0.089,0.167,0.744,0.143,0.149,0.00,401.00
181,Runner,0.094,0.166,0.740,0.141,0.152,3.66,224.00
182,Draw,0.093,0.165,0.742,0.156,0.151,3.10,999.00
183,Pursuer,0.093,0.169,0.738,0.129,0.168,0.00,131.00
184,Draw,0.092,0.168,0.739,0.142,0.144,0.00,999.00
185,Draw,0.092,0.168,0.741,0.148,0.147,0.00,999.00
186,Draw,0.091,0.167,0.742,0.155,0.144,0.88,999.00
187,Draw,0.091,0.166,0.743,0.154,0.143,6.36,999.00
188,Draw,0.090,0.165,0.745,0.159,0.148,10.12,999.00
189,Draw,0.090,0.164,0.746,0.161,0.150,14.72,999.00
190,Draw,0.089,0.163,0.747,0.147,0.149,0.00,999.00
191,Pursuer,0.089,0.168,0.743,0.143,0.152,0.00,827.00
192,Draw,0.089,0.167,0.745,0.154,0.157,0.00,999.00
193,Pursuer,0.088,0.171,0.741,0.148,0.141,0.00,492.00
194,Draw,0.088,0.170,0.742,0.145,0.149,15.32,999.00
195,Pursuer,0.087,0.174,0.738,0.149,0.152,0.00,578.00
196,Draw,0.087,0.173,0.740,0.161,0.142,19.98,999.00
197,Draw,0.086,0.173,0.741,0.147,0.146,0.00,999.00
198,Runner,0.091,0.172,0.737,0.145,0.139,0.00,736.00
199,Pursuer,0.090,0.176,0.734,0.147,0.159,0.00,157.00
200,Pursuer,0.090,0.180,0.730,0.156,0.153,0.00,795.00
201,Pursuer,0.090,0.184,0.726,0.161,0.162,0.00,911.00
202,Draw,0.089,0.183,0.728,0.151,0.146,0.00,999.00
203,Pursuer,0.089,0.187,0.724,0.144,0.144,0.00,102.00
204,Runner,0.093,0.186,0.721,0.133,0.142,0.00,942.00
205,Draw,0.093,0.185,0.722,0.154,0.148,0.00,999.00
206,Draw,0.092,0.184,0.723,0.150,0.135,0.00,999.00
207,Draw,0.092,0.184,0.725,0.161,0.164,0.00,999.00
208,Pursuer,0.091,0.188,0.721,0.118,0.155,0.00,128.00
209,Draw,0.091,0.187,0.722,0.148,0.147,3.58,999.00
210,Runner,0.095,0.186,0.719,0.162,0.144,0.00,311.00
211,Pursuer,0.095,0.190,0.716,0.158,0.147,0.00,396.00
212,Pursuer,0.094,0.193,0.712,0.134,0.253,0.00,8.00
213,Draw,0.094,0.192,0.714,0.152,0.148,7.36,999.00
214,Pursuer,0.093,0.196,0.710,0.151,0.155,0.00,557.00
215,Pursuer,0.093,0.200,0.707,0.149,0.175,0.00,435.00
216,Draw,0.093,0.199,0.708,0.153,0.136,0.00,999.00
217,Draw,0.092,0.198,0.710,0.140,0.153,0.00,999.00
218,Pursuer,0.092,0.202,0.706,0.161,0.145,0.00,427.00
219,Draw,0.091,0.201,0.708,0.145,0.156,19.02,999.00
220,Draw,0.091,0.200,0.709,0.142,0.146,0.00,999.00
221,Runner,0.095,0.199,0.706,0.147,0.140,2.84,586.00
222,Pursuer,0.095,0.203,0.703,0.128,0.153,0.00,189.00
223,Draw,0.094,0.202,0.704,0.144,0.142,17.84,999.00
224,Runner,0.098,0.201,0.701,0.144,0.161,0.00,575.00
225,Pursuer,0.098,0.204,0.698,0.129,0.163,0.00,291.00
226,Draw,0.097,0.204,0.699,0.165,0.154,0.96,999.00
227,Pursuer,0.097,0.207,0.696,0.153,0.150,0.00,530.00
228,Pursuer,0.096,0.211,0.693,0.156,0.156,0.00,642.00
229,Draw,0.096,0.210,0.694,0.145,0.147,0.00,999.00
230,Draw,0.096,0.209,0.696,0.154,0.154,2.12,999.00
231,Draw,0.095,0.208,0.697,0.146,0.144,1.92,999.00
232,Pursuer,0.095,0.211,0.694,0.156,0.147,0.00,695.00
233,Pursuer,0.094,0.215,0.691,0.145,0.140,0.00,960.00
234,Runner,0.098,0.214,0.688,0.146,0.149,3.80,841.00
235,Pursuer,0.098,0.217,0.685,0.716,0.615,0.00,1.00
236,Pursuer,0.097,0.220,0.682,0.141,0.146,0.00,743.00
237,Draw,0.097,0.219,0.684,0.155,0.151,10.84,999.00
238,Pursuer,0.097,0.223,0.681,0.139,0.155,0.00,713.00
239,Pursuer,0.096,0.226,0.678,0.156,0.124,0.00,268.00
240,Runner,0.100,0.225,0.675,0.219,0.116,0.14,7.00
241,Pursuer,0.100,0.228,0.672,0.143,0.140,0.00,666.00
242,Pursuer,0.099,0.231,0.669,0.153,0.162,0.00,430.00
243,Draw,0.099,0.230,0.671,0.154,0.153,0.00,999.00
244,Draw,0.098,0.230,0.672,0.144,0.151,16.34,999.00
245,Pursuer,0.098,0.233,0.669,0.149,0.155,0.00,815.00
246,Pursuer,0.098,0.236,0.667,0.152,0.142,0.00,980.00
247,Draw,0.097,0.235,0.668,0.162,0.152,0.00,999.00
248,Draw,0.097,0.234,0.669,0.145,0.151,0.00,999.00
249,Draw,0.096,0.233,0.671,0.153,0.162,0.00,999.00
250,Draw,0.096,0.232,0.672,0.142,0.143,0.00,999.00
251,Draw,0.096,0.231,0.673,0.158,0.148,6.48,999.00
252,Pursuer,0.095,0.234,0.671,0.131,0.184,0.00,420.00
253,Pursuer,0.095,0.237,0.668,0.124,0.140,0.00,282.00
254,Draw,0.094,0.236,0.669,0.168,0.153,2.42,999.00
255,Draw,0.094,0.235,0.671,0.136,0.148,19.96,999.00
256,Draw,0.094,0.234,0.672,0.143,0.163,19.72,999.00
257,Pursuer,0.093,0.237,0.669,0.129,0.162,0.00,150.00
258,Runner,0.097,0.236,0.667,0.149,0.135,0.00,252.00
259,Pursuer,0.097,0.239,0.664,0.153,0.145,0.00,572.00
260,Draw,0.096,0.238,0.665,0.170,0.156,4.12,999.00
261,Draw,0.096,0.238,0.667,0.156,0.155,0.00,999.00
262,Draw,0.095,0.237,0.668,0.156,0.136,0.00,999.00
263,Draw,0.095,0.236,0.669,0.152,0.157,0.00,999.00
264,Pursuer,0.095,0.239,0.667,0.130,0.150,0.00,194.00
265,Draw,0.094,0.238,0.668,0.147,0.151,12.36,999.00
266,Pursuer,0.094,0.241,0.665,0.146,0.159,0.00,819.00
267,Pursuer,0.094,0.243,0.663,0.134,0.166,0.00,553.00
268,Runner,0.097,0.243,0.660,0.151,0.152,0.00,311.00
269,Pursuer,0.097,0.245,0.658,0.000,0.000,0.00,1.00
270,Pursuer,0.096,0.248,0.656,0.156,0.152,0.00,596.00
271,Pursuer,0.096,0.251,0.653,0.143,0.153,0.00,419.00
272,Draw,0.096,0.250,0.654,0.157,0.137,4.06,999.00
273,Pursuer,0.095,0.253,0.652,0.150,0.149,0.00,340.00
274,Draw,0.095,0.252,0.653,0.152,0.143,19.98,999.00
275,Draw,0.095,0.251,0.655,0.156,0.162,2.18,999.00
276,Draw,0.094,0.250,0.656,0.156,0.148,9.40,999.00
277,Runner,0.097,0.249,0.653,0.154,0.155,0.00,898.00
278,Pursuer,0.097,0.252,0.651,0.134,0.148,0.00,998.00
279,Draw,0.097,0.251,0.652,0.164,0.140,3.56,999.00
280,Draw,0.096,0.250,0.654,0.153,0.147,4.06,999.00
281,Draw,0.096,0.249,0.655,0.155,0.154,0.00,999.00
282,Draw,0.096,0.248,0.656,0.160,0.156,2.38,999.00
283,Runner,0.099,0.247,0.654,0.156,0.149,0.00,659.00
284,Pursuer,0.099,0.250,0.651,0.163,0.153,0.00,471.00
285,Draw,0.098,0.249,0.653,0.139,0.155,8.06,999.00
286,Draw,0.098,0.248,0.654,0.148,0.154,0.00,999.00
287,Pursuer,0.098,0.251,0.652,0.157,0.130,0.00,168.00
288,Draw,0.097,0.250,0.653,0.147,0.156,0.00,999.00
289,Runner,0.100,0.249,0.651,0.148,0.139,2.74,934.00
290,Draw,0.100,0.248,0.652,0.146,0.160,12.62,999.00
291,Draw,0.100,0.247,0.653,0.151,0.146,13.84,999.00
292,Pursuer,0.099,0.250,0.651,0.000,0.000,0.00,0.00
293,Draw,0.099,0.249,0.652,0.158,0.146,10.86,999.00
294,Draw,0.099,0.248,0.653,0.152,0.147,3.84,999.00
295,Draw,0.098,0.247,0.654,0.139,0.155,0.00,999.00
296,Runner,0.101,0.247,0.652,0.187,0.157,0.00,94.00
297,Draw,0.101,0.246,0.653,0.149,0.161,5.20,999.00
298,Draw,0.101,0.245,0.654,0.161,0.149,12.66,999.00
299,Pursuer,0.100,0.247,0.652,0.151,0.149,0.00,586.00
300,Draw,0.100,0.247,0.653,0.144,0.152,6.80,999.00
301,Draw,0.100,0.246,0.654,0.155,0.144,2.98,999.00
302,Draw,0.099,0.245,0.656,0.162,0.146,10.40,999.00
303,Draw,0.099,0.244,0.657,0.147,0.144,3.82,999.00
304,Pursuer,0.099,0.247,0.655,0.133,0.137,0.00,499.00
305,Runner,0.102,0.246,0.652,0.143,0.147,0.00,166.00
306,Runner,0.105,0.245,0.650,0.154,0.147,0.00,916.00
307,Pursuer,0.104,0.248,0.648,0.139,0.150,0.00,558.00
308,Draw,0.104,0.247,0.649,0.159,0.148,13.02,999.00
309,Pursuer,0.104,0.249,0.647,0.158,0.152,0.00,443.00
310,Pursuer,0.103,0.252,0.645,0.150,0.155,0.00,373.00
311,Draw,0.103,0.251,0.646,0.160,0.150,0.00,999.00
312,Pursuer,0.103,0.253,0.644,0.138,0.161,0.00,282.00
313,Pursuer,0.102,0.256,0.642,0.159,0.133,0.00,368.00
314,Pursuer,0.102,0.258,0.640,0.136,0.144,0.00,182.00
315,Runner,0.105,0.257,0.638,0.000,0.000,0.00,1.00
316,Pursuer,0.104,0.259,0.636,0.158,0.139,0.00,133.00
317,Draw,0.104,0.259,0.637,0.143,0.152,0.00,999.00
318,Draw,0.104,0.258,0.638,0.153,0.156,8.94,999.00
319,Draw,0.103,0.257,0.639,0.160,0.147,18.18,999.00
320,Pursuer,0.103,0.259,0.638,0.165,0.107,0.00,108.00
321,Pursuer,0.103,0.262,0.636,0.045,0.091,0.00,5.00
322,Draw,0.102,0.261,0.637,0.147,0.149,15.86,999.00
323,Pursuer,0.102,0.263,0.635,0.147,0.148,0.00,460.00
324,Pursuer,0.102,0.265,0.633,0.159,0.171,0.00,130.00
325,Runner,0.105,0.265,0.631,0.160,0.179,0.12,217.00
326,Pursuer,0.104,0.267,0.629,0.122,0.137,0.00,185.00
327,Draw,0.104,0.266,0.630,0.152,0.149,0.00,999.00
328,Pursuer,0.104,0.268,0.628,0.138,0.153,0.00,471.00
329,Draw,0.103,0.267,0.629,0.157,0.145,11.92,999.00
330,Runner,0.106,0.267,0.627,0.158,0.190,0.00,62.00
331,Draw,0.106,0.266,0.628,0.138,0.151,11.38,999.00
332,Draw,0.105,0.265,0.630,0.152,0.129,6.28,999.00
333,Draw,0.105,0.264,0.631,0.151,0.154,8.48,999.00
334,Draw,0.105,0.263,0.632,0.152,0.158,11.34,999.00
335,Draw,0.104,0.263,0.633,0.148,0.153,0.00,999.00
336,Pursuer,0.104,0.265,0.631,0.000,0.000,0.00,0.00
337,Draw,0.104,0.264,0.632,0.150,0.142,0.00,999.00
338,Runner,0.107,0.263,0.630,0.153,0.149,2.52,572.00
339,Runner,0.109,0.263,0.628,0.168,0.154,0.00,466.00
340,Pursuer,0.109,0.265,0.626,0.149,0.150,0.00,114.00
341,Runner,0.111,0.264,0.625,0.139,0.144,0.62,724.00
342,Runner,0.114,0.263,0.623,0.155,0.149,5.56,983.00
343,Runner,0.117,0.262,0.621,0.150,0.162,0.00,821.00
344,Pursuer,0.116,0.265,0.619,0.163,0.151,0.00,691.00
345,Pursuer,0.116,0.267,0.617,0.129,0.133,0.00,110.00
346,Pursuer,0.116,0.269,0.616,0.143,0.162,0.00,424.00
347,Pursuer,0.115,0.271,0.614,0.166,0.172,0.00,153.00
348,Draw,0.115,0.270,0.615,0.145,0.145,0.00,999.00
349,Pursuer,0.115,0.272,0.613,0.157,0.043,0.00,5.00
350,Draw,0.114,0.271,0.614,0.156,0.151,3.28,999.00
351,Pursuer,0.114,0.274,0.613,0.139,0.173,0.00,395.00
352,Pursuer,0.114,0.276,0.611,0.151,0.148,0.00,843.00
353,Draw,0.113,0.275,0.612,0.150,0.159,8.56,999.00
354,Draw,0.113,0.274,0.613,0.150,0.142,5.50,999.00
355,Draw,0.113,0.273,0.614,0.142,0.166,2.30,999.00
356,Pursuer,0.112,0.275,0.612,0.155,0.145,0.00,669.00
357,Pursuer,0.112,0.277,0.611,0.152,0.150,0.00,449.00
358,Draw,0.112,0.277,0.612,0.140,0.140,11.88,999.00
359,Draw,0.111,0.276,0.613,0.154,0.160,19.00,999.00
360,Pursuer,0.111,0.278,0.611,0.158,0.154,0.00,455.00
361,Draw,0.111,0.277,0.612,0.151,0.150,0.00,999.00
362,Runner,0.113,0.276,0.610,0.141,0.146,0.46,394.00
363,Runner,0.116,0.275,0.609,0.139,0.152,13.88,933.00
364,Draw,0.115,0.275,0.610,0.152,0.142,0.00,999.00
365,Draw,0.115,0.274,0.611,0.151,0.143,18.68,999.00
366,Pursuer,0.115,0.276,0.609,0.159,0.144,0.00,287.00
367,Runner,0.117,0.275,0.608,0.137,0.157,3.58,836.00
368,Runner,0.120,0.274,0.606,0.129,0.131,0.00,154.00
369,Runner,0.122,0.274,0.604,0.121,0.125,1.92,96.00
370,Draw,0.122,0.273,0.605,0.153,0.148,11.70,999.00
371,Draw,0.121,0.272,0.606,0.157,0.164,5.44,999.00
372,Runner,0.124,0.272,0.605,0.136,0.148,0.00,413.00
373,Pursuer,0.123,0.273,0.603,0.143,0.147,0.00,597.00
374,Draw,0.123,0.273,0.604,0.146,0.147,5.94,999.00
375,Draw,0.123,0.272,0.605,0.143,0.153,0.00,999.00
376,Draw,0.122,0.271,0.606,0.148,0.164,11.64,999.00
377,Draw,0.122,0.271,0.607,0.148,0.149,9.94,999.00
378,Runner,0.124,0.270,0.606,0.162,0.128,0.00,448.00
379,Runner,0.127,0.269,0.604,0.158,0.154,0.00,706.00
380,Pursuer,0.126,0.271,0.603,0.152,0.149,0.00,460.00
381,Pursuer,0.126,0.273,0.601,0.147,0.157,0.00,413.00
382,Draw,0.126,0.272,0.602,0.151,0.153,0.00,999.00
383,Pursuer,0.125,0.274,0.601,0.054,0.209,0.00,8.00
384,Draw,0.125,0.273,0.602,0.149,0.150,10.06,999.00
385,Runner,0.127,0.273,0.600,0.132,0.158,0.00,652.00
386,Draw,0.127,0.272,0.601,0.157,0.155,3.26,999.00
387,Pursuer,0.127,0.274,0.599,0.125,0.194,0.00,27.00
388,Runner,0.129,0.273,0.598,0.159,0.146,7.08,438.00
389,Draw,0.129,0.272,0.599,0.145,0.144,14.74,999.00
390,Draw,0.128,0.272,0.600,0.153,0.141,0.00,999.00
391,Runner,0.130,0.271,0.598,0.149,0.152,14.60,730.00
392,Pursuer,0.130,0.273,0.597,0.140,0.137,0.00,167.00
393,Draw,0.130,0.272,0.598,0.156,0.157,12.42,999.00
394,Draw,0.129,0.272,0.599,0.146,0.153,0.00,999.00
395,Runner,0.132,0.271,0.597,0.139,0.154,0.00,245.00
396,Pursuer,0.131,0.273,0.596,0.147,0.168,0.00,226.00
397,Runner,0.134,0.272,0.594,0.140,0.135,0.00,232.00
398,Runner,0.136,0.271,0.593,0.152,0.149,0.00,153.00
399,Draw,0.135,0.271,0.594,0.143,0.156,3.58,999.00
400,Runner,0.138,0.270,0.593,0.081,0.109,0.00,8.00
401,Pursuer,0.137,0.272,0.591,0.148,0.155,0.00,785.00
