Episode,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeStepsAvg
8800,0.48,0.5,0.02,0.1358082,0.1294649,0.5944016,174.64
8900,0.43,0.55,0.02,0.1441272,0.1466289,0.8312039,218.06
9000,0.38,0.6,0.02,0.1379812,0.1450888,0.7930019,246.12
9100,0.45,0.51,0.04,0.1408955,0.1354226,1.347009,231.64
9200,0.5,0.48,0.02,0.1436808,0.1404946,0.8394033,240.48
9300,0.48,0.45,0.07,0.1315011,0.1285613,1.434011,256.36
9400,0.46,0.51,0.03,0.1298628,0.1329399,1.065206,200.97
9500,0.4,0.59,0.01,0.1333462,0.1309575,0.5766022,198.71
9600,0.43,0.54,0.03,0.1326904,0.1301568,1.066607,229.94
9700,0.4,0.57,0.03,0.1329433,0.1350554,0.7276025,259.44
9800,0.46,0.52,0.02,0.132071,0.1343378,0.7408026,183.33
9900,0.52,0.47,0.01,0.1351508,0.1365761,0.5181996,215.73
10000,0.48,0.49,0.03,0.1322252,0.1306966,0.934602,219.02
10100,0.43,0.55,0.02,0.1335503,0.1294959,0.5396,205.98
10200,0.49,0.49,0.02,0.1390606,0.1326427,0.9018034,236.53
10300,0.32,0.65,0.03,0.145733,0.1402573,0.8524036,235.82
10400,0.5,0.47,0.03,0.1362155,0.1403414,1.126007,231.53
10500,0.42,0.57,0.01,0.1284144,0.1289256,0.8016016,183.21
10600,0.39,0.6,0.01,0.1401727,0.1370737,0.6626019,197.52
10700,0.43,0.55,0.02,0.1290302,0.1294859,0.7698033,190.27
10800,0.42,0.55,0.03,0.1336236,0.1359451,0.7474025,220.86
10900,0.44,0.54,0.02,0.1389716,0.1322453,0.630002,202.05
11000,0.45,0.53,0.02,0.1261521,0.1355194,0.4960014,206.33
11100,0.51,0.47,0.02,0.1264713,0.1286589,0.8780001,209.07
11200,0.42,0.54,0.04,0.1317942,0.1380804,0.9954059,232.74
11300,0.42,0.56,0.02,0.1319216,0.1329604,0.869804,203.41
11400,0.48,0.5,0.02,0.1274961,0.1333529,1.262204,237.83
11500,0.49,0.49,0.02,0.1289516,0.1231984,0.6736022,184.48
11600,0.55,0.43,0.02,0.1334887,0.1330339,0.6842011,221.09
11700,0.53,0.45,0.02,0.130548,0.1274328,0.8452032,200.9
11800,0.47,0.5,0.03,0.1496543,0.1381223,0.9562067,199.71
11900,0.55,0.43,0.02,0.1336245,0.1397778,1.023001,170.64
12000,0.46,0.53,0.01,0.1387209,0.1374983,0.584601,185.88
12100,0.52,0.47,0.01,0.1276358,0.1203896,0.6978013,190.77
12200,0.45,0.52,0.03,0.1296374,0.1288352,0.9758047,189.38
12300,0.39,0.59,0.02,0.1336062,0.1319667,0.7986044,202.15
12400,0.38,0.59,0.03,0.1293685,0.1335283,0.9142052,206.51
12500,0.46,0.52,0.02,0.1384877,0.1329622,0.8558034,186.79
12600,0.46,0.51,0.03,0.1302244,0.1294248,1.053005,197.95
12700,0.49,0.47,0.04,0.1274003,0.1246578,1.088208,203.16
12800,0.43,0.54,0.03,0.136219,0.1382391,0.7840044,193.23
12900,0.48,0.49,0.03,0.127244,0.126605,0.8228033,179.38
13000,0.38,0.57,0.05,0.1331383,0.1283643,1.209809,229.24
13100,0.45,0.52,0.03,0.1259723,0.1227617,0.7912045,200.12
13200,0.43,0.52,0.05,0.1370502,0.1282953,1.221609,221.71
13300,0.54,0.44,0.02,0.1281957,0.1247363,0.8254015,193.35
13400,0.4,0.56,0.04,0.1290074,0.1286056,0.8400067,232.49
13500,0.52,0.47,0.01,0.1263162,0.1290495,0.7076012,196.98
13600,0.52,0.45,0.03,0.1292008,0.126057,0.525,190.28
13700,0.45,0.49,0.06,0.124588,0.1242788,1.572814,207.19
13800,0.39,0.6,0.01,0.1367963,0.1342997,0.4565996,170.05
13900,0.52,0.46,0.02,0.1240484,0.1252682,0.953003,178.96
14000,0.45,0.51,0.04,0.1359359,0.1403936,1.166807,226.94
14100,0.46,0.51,0.03,0.1319613,0.1355272,0.8166051,167.28
14200,0.43,0.55,0.02,0.1275625,0.1205313,0.7900013,200.83
14300,0.4,0.54,0.06,0.1194999,0.119893,1.029808,214.81
14400,0.47,0.52,0.01,0.1283401,0.1214575,0.7326015,192.05
14500,0.44,0.53,0.03,0.1245549,0.1237496,1.003406,198.27
14600,0.48,0.48,0.04,0.1260344,0.1231555,1.114007,217.6
14700,0.41,0.57,0.02,0.1221464,0.1193403,0.7574014,207.63
14800,0.46,0.51,0.03,0.11862,0.1181012,0.6396022,196.56
14900,0.39,0.59,0.02,0.1426548,0.1339431,0.7110038,175.06
15000,0.52,0.47,0.01,0.1391079,0.1310796,0.7352018,170.47
15100,0.47,0.52,0.01,0.122217,0.1213685,0.8334023,200.2
15200,0.57,0.43,0,0.1239573,0.1229619,0.7521994,172.58
15300,0.5,0.49,0.01,0.1256577,0.1252963,0.6084014,181.67
15400,0.43,0.53,0.04,0.1279711,0.1300966,1.047206,186.75
15500,0.48,0.5,0.02,0.1255695,0.1221719,0.8190016,188.75
15600,0.44,0.53,0.03,0.1262338,0.1262085,0.8536045,158.03
15700,0.37,0.6,0.03,0.1217049,0.1232358,0.7814029,178.34
15800,0.44,0.53,0.03,0.1192204,0.1366997,1.201807,206.4
15900,0.44,0.56,0,0.1164732,0.1272824,0.6477996,144.75
16000,0.52,0.43,0.05,0.1279279,0.1344134,0.8590046,207.67
16100,0.35,0.61,0.04,0.1284808,0.1258708,0.8798052,231.09
16200,0.49,0.49,0.02,0.124585,0.1296314,0.9808033,193.03
16300,0.45,0.53,0.02,0.1263776,0.1288864,0.7578021,173.96
16400,0.48,0.5,0.02,0.1233729,0.1185193,0.817204,154.74
16500,0.44,0.54,0.02,0.1274261,0.1280303,0.8730038,181.57
16600,0.51,0.42,0.07,0.127453,0.1272412,1.105007,203.7
16700,0.43,0.54,0.03,0.1355766,0.1259877,1.119606,190.85
16800,0.38,0.61,0.01,0.1216636,0.1173888,0.5233997,179.25
16900,0.47,0.51,0.02,0.1232885,0.1196598,0.787202,179.3
17000,0.53,0.45,0.02,0.1220968,0.1190367,1.020004,174.51
17100,0.37,0.61,0.02,0.1238716,0.1238661,0.6070001,180.19
17200,0.47,0.52,0.01,0.1190067,0.1115722,0.5958021,161.44
17300,0.37,0.61,0.02,0.1241513,0.1281559,0.7892036,167.1
17400,0.32,0.65,0.03,0.116843,0.1159363,0.8352046,182.35
17500,0.45,0.52,0.03,0.1235786,0.1187772,1.214206,178.68
17600,0.41,0.54,0.05,0.122877,0.1179635,0.9978055,213.97
17700,0.45,0.51,0.04,0.1186481,0.1211983,0.8708016,214
17800,0.52,0.47,0.01,0.1209299,0.1205466,0.8556015,199.9
17900,0.56,0.39,0.05,0.1259412,0.1190769,1.635411,219.67
18000,0.45,0.55,0,0.1149063,0.1200695,0.5313997,163.03
18100,0.42,0.55,0.03,0.1272404,0.1219486,0.9568049,191.37
18200,0.4,0.58,0.02,0.116493,0.1154796,0.9738053,171.67
18300,0.47,0.47,0.06,0.1242973,0.1216783,0.9706063,211.65
18400,0.48,0.51,0.01,0.1251398,0.1326458,0.6320012,166
18500,0.48,0.5,0.02,0.1214506,0.1204634,0.751602,172.67
18600,0.46,0.5,0.04,0.1162653,0.1182566,1.140408,179.95
18700,0.48,0.5,0.02,0.1157431,0.1159818,1.067404,167.38
18800,0.42,0.56,0.02,0.1147679,0.1147786,0.5162022,149.9
18900,0.5,0.5,0,0.1184082,0.1176049,0.5603995,150.25
19000,0.43,0.52,0.05,0.1169028,0.1141042,0.9286059,198.99
19100,0.5,0.48,0.02,0.1144823,0.116461,0.9584018,162.19
19200,0.4,0.58,0.02,0.1243977,0.1148898,0.5756013,159.82
19300,0.42,0.56,0.02,0.1178132,0.1147677,0.7362041,148.7
19400,0.54,0.44,0.02,0.1217201,0.1244627,0.8258035,154.5
19500,0.5,0.49,0.01,0.1256059,0.1122495,0.6534021,154.5
19600,0.47,0.49,0.04,0.1317483,0.1348789,0.7192024,162.53
19700,0.4,0.58,0.02,0.1209613,0.1158029,0.4742018,138.41
19800,0.46,0.51,0.03,0.1244771,0.1146946,1.028605,180.07
19900,0.46,0.5,0.04,0.1197487,0.1215347,1.127606,176.72
20000,0.41,0.58,0.01,0.122659,0.116155,0.4061996,177.63
20100,0.51,0.48,0.01,0.1385493,0.1369714,0.5709995,153.32
20200,0.48,0.49,0.03,0.1217393,0.1282612,0.9562062,193.54
20300,0.36,0.61,0.03,0.1198716,0.1166567,0.8528042,201.46
20400,0.49,0.51,0,0.1208148,0.1196596,0.6457996,143.28
20500,0.41,0.59,0,0.1163113,0.1140154,0.3883997,160.82
20600,0.45,0.55,0,0.1128205,0.1125003,0.4055996,166.24
20700,0.44,0.55,0.01,0.1193618,0.1192943,0.6798028,173.48
20800,0.48,0.51,0.01,0.1179157,0.1176477,0.4786,144.95
20900,0.35,0.63,0.02,0.1169113,0.1162291,0.6358043,186.93
21000,0.48,0.5,0.02,0.1116275,0.111581,0.4931996,165.1
21100,0.53,0.44,0.03,0.1115098,0.1092517,1.008807,154.62
21200,0.42,0.54,0.04,0.1125319,0.1087971,0.9188064,177.44
21300,0.45,0.51,0.04,0.1144681,0.1189568,0.9826055,186.23
21400,0.43,0.55,0.02,0.1144979,0.1106633,0.5024018,173.07
21500,0.45,0.52,0.03,0.1077917,0.1073973,0.7558047,164.85
21600,0.48,0.49,0.03,0.1098671,0.1057986,0.8394035,162.32
21700,0.49,0.48,0.03,0.1176224,0.1235493,1.185007,199.3
21800,0.4,0.59,0.01,0.1069867,0.1118189,0.5729995,147.36
21900,0.47,0.51,0.02,0.122907,0.1181879,0.5416014,156.73
22000,0.4,0.57,0.03,0.1151067,0.1180463,0.8900054,146.52
22100,0.45,0.54,0.01,0.109838,0.1121913,0.5742018,152.33
22200,0.49,0.49,0.02,0.1126142,0.1082826,0.6380014,168.98
22300,0.38,0.58,0.04,0.1212601,0.1387366,0.7320047,162.09
22400,0.53,0.42,0.05,0.1123982,0.1182587,1.212408,177.5
22500,0.51,0.46,0.03,0.1155211,0.1071749,1.016003,200.37
22600,0.44,0.55,0.01,0.116227,0.123719,0.4844022,162.38
22700,0.5,0.46,0.04,0.1126466,0.1126291,1.266609,187.28
22800,0.5,0.48,0.02,0.1137157,0.1160952,0.6436015,150.63
22900,0.47,0.52,0.01,0.1130095,0.115271,0.4775997,149.31
23000,0.44,0.52,0.04,0.1140029,0.1123438,0.7822044,193.19
23100,0.41,0.59,0,0.1160305,0.1106834,0.3527998,157.99
23200,0.41,0.55,0.04,0.1097034,0.1116578,0.8996056,189.05
23300,0.4,0.57,0.03,0.11974,0.1178587,0.7832015,189.16
23400,0.54,0.42,0.04,0.1170709,0.1121438,1.278409,184.36
23500,0.49,0.47,0.04,0.115967,0.1087505,1.025406,189.11
23600,0.52,0.47,0.01,0.1167801,0.1218325,0.654602,156.93
23700,0.47,0.5,0.03,0.1087209,0.1076247,0.8688039,153.35
23800,0.49,0.5,0.01,0.1141332,0.1128787,0.4893997,155.03
23900,0.45,0.55,0,0.1160966,0.1104999,0.4349996,133.85
24000,0.5,0.48,0.02,0.1090709,0.1056676,0.7792015,172.82
24100,0.44,0.56,0,0.1159036,0.1152212,0.5017998,133.47
24200,0.48,0.48,0.04,0.1102469,0.1123181,1.069606,179.3
24300,0.47,0.5,0.03,0.119972,0.1139966,0.8006037,158.38
24400,0.45,0.53,0.02,0.1055993,0.1056307,0.5168015,149.42
24500,0.44,0.55,0.01,0.1091588,0.110514,0.5812017,141.31
24600,0.51,0.47,0.02,0.111946,0.1116681,0.7730038,171.82
24700,0.44,0.54,0.02,0.1139988,0.1147258,0.784804,158.91
24800,0.5,0.5,0,0.1186189,0.1160219,0.4465997,136.74
24900,0.44,0.52,0.04,0.1149097,0.1099751,0.9824064,172.5
25000,0.46,0.54,0,0.1157189,0.1131446,0.4987996,128.43
25100,0.5,0.48,0.02,0.1243975,0.1126354,0.9040034,163.72
25200,0.49,0.5,0.01,0.1102709,0.1078184,0.5156016,144.12
25300,0.4,0.58,0.02,0.1232441,0.1131622,0.5198017,147.62
25400,0.42,0.56,0.02,0.1167094,0.1165659,0.7664044,182.17
25500,0.48,0.5,0.02,0.1050404,0.1032456,0.8182034,161.04
25600,0.52,0.45,0.03,0.1105835,0.1112812,0.8886055,180.66
25700,0.48,0.5,0.02,0.1081773,0.1074123,0.8380046,158.47
25800,0.49,0.48,0.03,0.1025484,0.1112691,0.9918055,153.87
25900,0.45,0.53,0.02,0.1138147,0.1060824,0.754603,183.69
26000,0.54,0.44,0.02,0.1099144,0.1036125,0.7062027,141.94
26100,0.48,0.5,0.02,0.112771,0.1109124,0.8002036,157.12
26200,0.37,0.59,0.04,0.1080259,0.1072225,0.6324017,192.54
26300,0.48,0.46,0.06,0.1040528,0.09951933,0.7530041,203.75
26400,0.38,0.58,0.04,0.1116159,0.1075179,0.5954035,153.11
26500,0.48,0.5,0.02,0.1110265,0.1094031,1.033404,152.5
26600,0.39,0.59,0.02,0.1106192,0.1092234,0.4850017,138.36
26700,0.47,0.49,0.04,0.1103739,0.1086461,0.662202,157.89
26800,0.46,0.53,0.01,0.1042793,0.1101234,0.6596014,144.4
26900,0.45,0.53,0.02,0.1029781,0.1065727,0.8198038,172.47
27000,0.45,0.51,0.04,0.1100649,0.1110853,0.843004,165.29
27100,0.41,0.58,0.01,0.12067,0.1223584,0.4561996,144.54
27200,0.4,0.59,0.01,0.1104349,0.1049041,0.3659996,150.19
27300,0.45,0.52,0.03,0.1031746,0.09969869,0.4179997,159.72
27400,0.53,0.44,0.03,0.1073299,0.103973,0.811602,163.69
27500,0.45,0.52,0.03,0.1170018,0.1083416,0.9814065,155.88
27600,0.59,0.4,0.01,0.1091803,0.1035095,0.5990019,148.24
27700,0.45,0.54,0.01,0.1101526,0.111959,0.5604022,139.05
27800,0.53,0.45,0.02,0.1048717,0.1010344,0.8858041,137.31
27900,0.48,0.47,0.05,0.1048663,0.1174838,1.314011,170.54
28000,0.53,0.43,0.04,0.1017534,0.09833681,1.104406,160.64
28100,0.48,0.5,0.02,0.1060247,0.1028095,0.512001,164.62
28200,0.4,0.59,0.01,0.1043585,0.09920582,0.6898017,143.21
28300,0.47,0.47,0.06,0.1122781,0.1085267,1.156407,186.89
28400,0.5,0.47,0.03,0.1013359,0.09741299,0.9018056,171.54
28500,0.54,0.36,0.1,0.1087526,0.1045433,1.758013,209.44
28600,0.48,0.49,0.03,0.1066769,0.101643,0.9728067,158.92
28700,0.43,0.55,0.02,0.1121805,0.1106633,0.7458046,144.13
28800,0.43,0.56,0.01,0.09787384,0.09619363,0.4820022,153.79
28900,0.48,0.49,0.03,0.1016129,0.09463635,0.7136034,173.91
29000,0.48,0.51,0.01,0.1146441,0.1012412,0.3585998,171.02
29100,0.51,0.45,0.04,0.1031938,0.09640897,1.070209,155.86
29200,0.51,0.46,0.03,0.1116607,0.101604,0.9500067,170.56
29300,0.46,0.54,0,0.1049495,0.09846334,0.5162001,165.79
29400,0.5,0.47,0.03,0.1193231,0.1427649,1.155006,178.71
29500,0.46,0.53,0.01,0.1040541,0.109427,0.7292017,142.27
29600,0.46,0.51,0.03,0.1022942,0.1019732,1.086207,190.25
29700,0.44,0.54,0.02,0.1037737,0.1029961,0.7224017,149.69
29800,0.51,0.47,0.02,0.09908509,0.09946997,0.8586048,151.59
29900,0.51,0.48,0.01,0.1136687,0.1086496,0.6152013,147.39
30000,0.5,0.46,0.04,0.1094556,0.1056583,1.286209,185.32
30100,0.43,0.56,0.01,0.09861104,0.09909219,0.5756024,142.76
30200,0.52,0.47,0.01,0.1052779,0.1187701,0.3529997,111.6
30300,0.59,0.4,0.01,0.1062069,0.0980573,0.5375996,135.72
30400,0.45,0.53,0.02,0.1130615,0.1147679,0.5737996,145.75
30500,0.42,0.55,0.03,0.1031385,0.0964788,0.8278037,164.12
