Episode,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeStepsAvg
100,0.11,0.11,0.78,0.149402,0.1490781,1.853213,834.61
200,0.16,0.17,0.67,0.1500362,0.1467608,1.86241,824.73
300,0.19,0.27,0.54,0.143395,0.1415028,2.49521,724.54
400,0.25,0.35,0.4,0.1538548,0.1446767,2.267011,623.14
500,0.25,0.32,0.43,0.1398196,0.1467253,2.287211,627.85
600,0.29,0.4,0.31,0.1358789,0.1350684,2.082609,536.7
700,0.31,0.46,0.23,0.1515838,0.1575597,1.722407,508.82
800,0.34,0.44,0.22,0.1508628,0.1503878,1.97201,491.96
900,0.28,0.49,0.23,0.1484899,0.145875,1.699207,479.26
1000,0.38,0.4,0.22,0.1421076,0.1429507,2.489008,525.2
1100,0.37,0.49,0.14,0.143153,0.1393516,1.800008,410.09
1200,0.4,0.56,0.04,0.144276,0.1452034,1.069404,384.72
1300,0.31,0.59,0.1,0.1445293,0.1438415,1.767812,394.18
1400,0.29,0.59,0.12,0.1408861,0.1432617,1.450611,386.88
1500,0.37,0.53,0.1,0.1413155,0.1501618,1.136003,346.04
1600,0.37,0.53,0.1,0.1459675,0.1459696,1.798211,397.16
1700,0.42,0.52,0.06,0.1370414,0.1384805,1.118206,306.17
1800,0.35,0.58,0.07,0.1434005,0.1479118,1.235408,328.8
1900,0.37,0.53,0.1,0.1380998,0.1431645,1.162805,393.52
2000,0.42,0.5,0.08,0.1454363,0.1402572,1.782412,329.84
2100,0.45,0.47,0.08,0.1401815,0.1449523,1.783411,340.64
2200,0.46,0.47,0.07,0.1426477,0.1433143,1.247405,349.38
2300,0.35,0.6,0.05,0.147538,0.1461763,1.093205,311.29
2400,0.35,0.58,0.07,0.1411915,0.1365241,1.288007,296.58
2500,0.47,0.49,0.04,0.1409461,0.1408062,1.258402,340.03
2600,0.44,0.49,0.07,0.1468554,0.142221,2.038812,337.48
2700,0.48,0.46,0.06,0.1431328,0.1402295,0.9242019,289.31
2800,0.42,0.54,0.04,0.1417112,0.144017,1.090004,291.3
2900,0.47,0.47,0.06,0.1535439,0.1422163,1.439009,301.52
3000,0.4,0.56,0.04,0.1385209,0.140393,1.064204,307.06
3100,0.43,0.54,0.03,0.1507774,0.1541222,1.014204,259.39
3200,0.42,0.52,0.06,0.1344993,0.1346445,1.328607,272.84
3300,0.34,0.61,0.05,0.1415425,0.1405606,1.32861,276.73
3400,0.37,0.59,0.04,0.1393676,0.1384716,0.8528047,266.41
3500,0.43,0.56,0.01,0.1413618,0.138254,0.5832011,216.02
3600,0.4,0.55,0.05,0.1311389,0.1344349,1.398808,257.8
3700,0.49,0.49,0.02,0.1367358,0.1376768,1.043003,231.69
3800,0.47,0.5,0.03,0.1533052,0.1505369,1.240605,275.94
3900,0.43,0.48,0.09,0.1375326,0.1395108,1.874813,281.37
4000,0.44,0.54,0.02,0.1392869,0.1417578,0.7776047,221.7
4100,0.45,0.52,0.03,0.1316033,0.1391036,1.232804,255.01
4200,0.37,0.59,0.04,0.1344383,0.1329021,1.251607,250.19
4300,0.44,0.52,0.04,0.1522304,0.1439031,1.367208,272.85
4400,0.54,0.42,0.04,0.1366393,0.1374656,1.105003,236.83
4500,0.34,0.55,0.11,0.1399581,0.1311639,2.054217,304.64
4600,0.53,0.42,0.05,0.1372185,0.1376158,1.519409,270.64
4700,0.45,0.52,0.03,0.1330682,0.1334758,1.062004,236.29
4800,0.44,0.5,0.06,0.1436134,0.14477,1.153008,247.06
4900,0.42,0.53,0.05,0.1420604,0.1498556,0.7630037,231.11
5000,0.46,0.51,0.03,0.1335078,0.1349038,0.8570046,222.56
5100,0.55,0.45,0,0.1416001,0.1336263,0.6159995,221.09
5200,0.39,0.56,0.05,0.1317656,0.1372141,1.364408,233.03
5300,0.49,0.47,0.04,0.1337315,0.1410488,1.294808,260.98
5400,0.46,0.49,0.05,0.1314984,0.1338067,1.49981,244.94
5500,0.41,0.55,0.04,0.1345145,0.1423012,0.986806,214.37
5600,0.37,0.58,0.05,0.1420128,0.1379416,1.259209,225.42
5700,0.49,0.49,0.02,0.1309135,0.1388642,0.573402,212.37
5800,0.4,0.52,0.08,0.1297654,0.1274039,1.487611,257.56
5900,0.51,0.44,0.05,0.1351345,0.1396919,1.43121,220.19
6000,0.49,0.49,0.02,0.1311839,0.1374684,0.917403,193.87
6100,0.47,0.49,0.04,0.1303946,0.1311385,1.298809,224.89
6200,0.54,0.43,0.03,0.1356968,0.1380565,1.199405,240.16
6300,0.37,0.58,0.05,0.1410432,0.1347317,1.183407,228.45
6400,0.45,0.5,0.05,0.1493487,0.1403162,1.43721,245.68
6500,0.4,0.54,0.06,0.1361793,0.1386223,1.36721,239.22
6600,0.47,0.51,0.02,0.1319362,0.1393318,0.7340011,202.01
6700,0.52,0.4,0.08,0.1339663,0.1381673,1.894215,243.03
6800,0.51,0.45,0.04,0.1326246,0.133016,1.267804,232.64
6900,0.41,0.54,0.05,0.1358201,0.1357902,1.29461,235.69
7000,0.45,0.51,0.04,0.1301015,0.1337719,1.204407,246.79
7100,0.4,0.54,0.06,0.1327892,0.1289162,1.097207,224.34
7200,0.43,0.54,0.03,0.1367767,0.1289047,0.7426041,158.69
7300,0.52,0.43,0.05,0.1236344,0.1261884,1.534611,218.53
7400,0.41,0.54,0.05,0.1301066,0.1292739,0.9696048,245.04
7500,0.42,0.55,0.03,0.1329787,0.1337844,0.7414019,219.57
7600,0.56,0.41,0.03,0.1292333,0.1289937,0.8474018,180.62
7700,0.43,0.53,0.04,0.1292321,0.1322464,0.7914047,209
7800,0.5,0.44,0.06,0.125285,0.1372429,1.555008,215.97
7900,0.45,0.47,0.08,0.1287651,0.131841,1.516012,242.59
8000,0.42,0.52,0.06,0.1318499,0.1321171,1.275009,229.83
