Episode,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeStepsAvg
100,0.1,0.2,0.7,0.1383701,0.1377348,2.509219,804.75
200,0.11,0.18,0.71,0.1425119,0.1458452,3.150025,843.19
300,0.13,0.29,0.58,0.1413091,0.1428465,3.079018,738.81
400,0.23,0.33,0.44,0.1397215,0.1465535,2.896015,681.06
500,0.31,0.4,0.29,0.1406517,0.1395075,3.417421,534.87
600,0.31,0.41,0.28,0.1577712,0.1568871,2.327214,559.02
700,0.23,0.52,0.25,0.1413012,0.1425705,1.445605,493.01
800,0.49,0.38,0.13,0.1453686,0.1449772,2.620813,422.87
900,0.24,0.61,0.15,0.1431794,0.1370712,1.998412,454.39
1000,0.27,0.52,0.21,0.1449678,0.1431647,2.151611,454.79
1100,0.37,0.48,0.15,0.15118,0.1432755,2.047209,457.28
1200,0.49,0.38,0.13,0.142519,0.1442169,2.07821,435.7
1300,0.44,0.45,0.11,0.1452591,0.1505009,1.916808,360.05
1400,0.43,0.46,0.11,0.1404528,0.1440646,2.211614,426.69
1500,0.45,0.42,0.13,0.1354395,0.1359547,1.757208,362.64
1600,0.45,0.41,0.14,0.1388606,0.1379755,1.853806,368.72
1700,0.4,0.5,0.1,0.1419458,0.1368857,1.63581,388.95
1800,0.47,0.44,0.09,0.1394057,0.1360576,2.651212,391.98
1900,0.38,0.56,0.06,0.1334413,0.1378824,1.032403,324.2
2000,0.5,0.43,0.07,0.1442781,0.1419695,1.489604,308.55
2100,0.31,0.63,0.06,0.1436206,0.1435177,1.630411,345.97
2200,0.54,0.42,0.04,0.1423886,0.1426725,1.602608,276.23
2300,0.45,0.5,0.05,0.1477114,0.1424548,1.369604,277.88
2400,0.49,0.48,0.03,0.1442517,0.1524947,1.044602,268.86
2500,0.4,0.57,0.03,0.1477304,0.1555829,0.9854034,247.25
2600,0.44,0.46,0.1,0.1420845,0.1434139,1.711811,296.5
2700,0.44,0.54,0.02,0.1285776,0.136337,1.001602,262.08
2800,0.43,0.49,0.08,0.1411077,0.1339319,1.920412,312.87
2900,0.49,0.48,0.03,0.1489021,0.1498463,0.7828003,284.06
3000,0.56,0.4,0.04,0.1330537,0.1356596,1.373607,236.94
3100,0.43,0.49,0.08,0.1353478,0.134878,2.149018,320
3200,0.44,0.52,0.04,0.1374585,0.1398667,1.010204,265.24
3300,0.37,0.58,0.05,0.1379883,0.1408791,1.317808,282.57
3400,0.39,0.53,0.08,0.1336367,0.1346767,1.881418,276.57
3500,0.41,0.58,0.01,0.1379782,0.1424456,0.7644022,238.86
3600,0.42,0.55,0.03,0.1315264,0.1305457,0.9452045,229.45
3700,0.58,0.38,0.04,0.1400532,0.1393823,1.315002,251.27
3800,0.49,0.49,0.02,0.1350378,0.1305483,1.020401,228.06
3900,0.49,0.5,0.01,0.1336647,0.1458075,0.8654014,250.08
4000,0.44,0.55,0.01,0.1349407,0.1360056,0.8860022,234.82
4100,0.4,0.57,0.03,0.1359477,0.1373233,1.150606,257.19
4200,0.46,0.5,0.04,0.1391658,0.1451852,0.8042041,241.4
4300,0.43,0.52,0.05,0.1310743,0.1360668,0.7938035,253.95
4400,0.57,0.41,0.02,0.1388321,0.1307777,0.804003,179.41
4500,0.39,0.55,0.06,0.1405271,0.1394557,1.113605,312.06
4600,0.44,0.56,0,0.1265205,0.135482,0.5111996,203.48
4700,0.5,0.48,0.02,0.1309639,0.1288092,0.7912034,201.31
4800,0.57,0.4,0.03,0.1347516,0.1347545,1.055005,248.63
4900,0.42,0.56,0.02,0.1311122,0.129085,0.8056038,225.72
5000,0.46,0.54,0,0.1309656,0.132537,0.3257998,189.9
5100,0.39,0.58,0.03,0.135271,0.1372489,1.094406,262.69
5200,0.49,0.5,0.01,0.1389451,0.134148,0.5998014,199.06
5300,0.49,0.48,0.03,0.1325715,0.1328316,0.9462062,211.03
5400,0.48,0.48,0.04,0.141156,0.1450527,1.102803,229.22
5500,0.4,0.6,0,0.1445463,0.1562397,0.2713998,168.01
5600,0.43,0.53,0.04,0.1359871,0.1331849,0.7132039,209.04
5700,0.43,0.57,0,0.1394724,0.1393082,0.3635997,178.96
5800,0.5,0.47,0.03,0.127625,0.1359113,1.106003,245.6
5900,0.48,0.51,0.01,0.1349038,0.1350442,0.5776007,210.37
6000,0.35,0.58,0.07,0.1332651,0.1333198,1.583013,226.65
6100,0.47,0.51,0.02,0.1279665,0.1308297,0.6414016,188.12
6200,0.46,0.51,0.03,0.1348517,0.1377994,1.111605,223.9
6300,0.36,0.62,0.02,0.1311178,0.1272506,0.5878033,187.4
6400,0.39,0.6,0.01,0.1309,0.1504956,0.5290002,176.42
6500,0.45,0.5,0.05,0.1276101,0.1322081,1.222808,214.96
6600,0.45,0.52,0.03,0.1241721,0.1290526,0.6902011,200.89
6700,0.44,0.54,0.02,0.1304517,0.1306432,0.9994042,210.29
6800,0.37,0.6,0.03,0.1290185,0.1317135,0.7980057,172.25
6900,0.36,0.59,0.05,0.1304917,0.1314269,1.102408,206.07
7000,0.42,0.53,0.05,0.1401626,0.1381164,1.29721,197.23
7100,0.35,0.61,0.04,0.1310717,0.1369739,0.8910079,212.94
7200,0.39,0.57,0.04,0.135884,0.1368488,0.880805,223.76
7300,0.51,0.47,0.02,0.1331022,0.1387234,0.7816033,178.49
7400,0.47,0.48,0.05,0.1362224,0.1377734,1.158608,180.6
7500,0.49,0.47,0.04,0.1267727,0.1253402,1.207407,207.86
7600,0.49,0.46,0.05,0.1241029,0.1272765,0.7044045,190.54
7700,0.48,0.5,0.02,0.1243679,0.1282457,0.9462048,186.66
7800,0.41,0.56,0.03,0.1389132,0.1321113,1.032007,160.7
7900,0.46,0.52,0.02,0.1255846,0.1231019,0.931803,159.54
8000,0.51,0.45,0.04,0.129832,0.1276536,1.376808,185.95
8100,0.53,0.44,0.03,0.127508,0.1281735,0.8158011,202.9
8200,0.44,0.53,0.03,0.1232709,0.1233956,1.039406,196.84
8300,0.43,0.54,0.03,0.1302038,0.1364603,1.131804,202.63
8400,0.47,0.51,0.02,0.1168495,0.1245173,0.6108017,164.5
8500,0.44,0.52,0.04,0.1315864,0.1363297,1.117409,180.54
8600,0.43,0.54,0.03,0.1254622,0.1271763,1.233006,193.02
8700,0.45,0.51,0.04,0.1326536,0.125012,1.260609,196.35
8800,0.37,0.55,0.08,0.1326409,0.1332647,1.703617,211.89
8900,0.41,0.52,0.07,0.1288801,0.1356476,1.630014,203.2
9000,0.47,0.49,0.04,0.1185586,0.1255456,1.173407,178.48
9100,0.46,0.5,0.04,0.1228677,0.1194873,1.194207,185.28
