Timestamp,TotalEpisodes,RunnerWinRate,PursuerWinRate,DrawRate,OverallRunnerJitter,OverallPursuerJitter,OverallNearMiss,OverallEpisodeSteps
2026-07-20 08:45:38,665347,43.38,52.03,4.59,0.0811,0.0821,0.9387,150.29
