Episode,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeStepsAvg
100,0.1,0.18,0.72,0.148408,0.1455887,2.735824,782.72
200,0.11,0.1,0.79,0.144979,0.1442018,3.026623,863.51
300,0.16,0.12,0.72,0.1426506,0.1425493,2.757615,808.35
400,0.19,0.22,0.59,0.1383182,0.13958,3.289023,748.01
500,0.17,0.28,0.55,0.1517035,0.160472,3.598824,745.85
600,0.24,0.38,0.38,0.1564948,0.1490883,2.562817,636.27
700,0.34,0.35,0.31,0.1493322,0.1466483,2.453811,644.05
800,0.35,0.37,0.28,0.1521504,0.1480926,2.707414,615.7
900,0.34,0.38,0.28,0.1453877,0.1450815,2.286211,540.89
1000,0.35,0.36,0.29,0.1411971,0.1481532,2.808416,550.06
1100,0.38,0.42,0.2,0.1440628,0.1412465,2.083212,506.2
1200,0.36,0.44,0.2,0.1452679,0.1462505,2.101811,501.36
1300,0.39,0.46,0.15,0.1364653,0.1384903,1.910006,418.49
1400,0.48,0.33,0.19,0.150506,0.14272,2.300412,438.6
1500,0.44,0.4,0.16,0.1448092,0.1443723,2.184211,469.35
1600,0.51,0.36,0.13,0.1435401,0.141298,2.315612,412.92
1700,0.43,0.49,0.08,0.1455035,0.1453935,1.108002,381.9
1800,0.47,0.38,0.15,0.1581174,0.1475607,2.309811,407.16
1900,0.45,0.46,0.09,0.1507297,0.1520192,1.910811,352.78
2000,0.4,0.51,0.09,0.1421868,0.1420219,1.649409,341.94
2100,0.48,0.39,0.13,0.1462595,0.1622135,1.700607,382.03
2200,0.49,0.39,0.12,0.1423715,0.15645,1.89761,417.61
2300,0.42,0.5,0.08,0.139051,0.1423506,1.046403,319.15
2400,0.52,0.4,0.08,0.144861,0.1478056,1.625806,369.82
2500,0.44,0.49,0.07,0.1540542,0.1503971,1.146202,367.5
2600,0.48,0.43,0.09,0.1420842,0.1468489,1.829211,381.08
2700,0.57,0.35,0.08,0.1390715,0.1368442,1.608207,334.73
2800,0.45,0.5,0.05,0.1385278,0.1391643,0.8960021,309.82
2900,0.47,0.43,0.1,0.1413511,0.138665,2.392614,352.94
3000,0.51,0.41,0.08,0.1437686,0.1442303,1.613207,310.93
3100,0.56,0.38,0.06,0.1521012,0.1537126,1.219204,292.92
3200,0.48,0.48,0.04,0.1546278,0.1465335,1.375803,308.8
3300,0.44,0.49,0.07,0.1572414,0.1711854,1.205206,334.31
3400,0.54,0.4,0.06,0.1413342,0.1419414,1.40961,318.35
3500,0.59,0.36,0.05,0.145075,0.1441024,1.068003,290.61
3600,0.45,0.5,0.05,0.1433967,0.1481964,1.032405,299.8
3700,0.47,0.4,0.13,0.1385474,0.1375329,2.619818,376.51
3800,0.53,0.41,0.06,0.1390387,0.1406632,1.737006,322.14
3900,0.48,0.46,0.06,0.1401159,0.1428167,1.567011,287.16
4000,0.57,0.41,0.02,0.1492934,0.1457355,1.016201,232.81
4100,0.48,0.43,0.09,0.1387902,0.1413503,1.547207,310.28
4200,0.51,0.44,0.05,0.1383499,0.1396877,1.487206,297.23
4300,0.39,0.51,0.1,0.1409468,0.1413008,1.44961,352.12
4400,0.5,0.47,0.03,0.1389642,0.1407987,0.6251994,255.75
4500,0.5,0.43,0.07,0.1447152,0.1443288,1.462209,318.57
4600,0.55,0.42,0.03,0.1426593,0.1429362,1.171605,263.97
4700,0.53,0.42,0.05,0.1514354,0.1439762,1.0788,288.99
4800,0.47,0.43,0.1,0.1410599,0.1375886,1.446607,289.1
4900,0.47,0.49,0.04,0.140349,0.1425845,1.273207,256.46
5000,0.49,0.48,0.03,0.1436833,0.146898,0.7800015,282.72
5100,0.51,0.45,0.04,0.1481779,0.1466557,1.187604,287.78
5200,0.52,0.45,0.03,0.1371201,0.1377176,0.9590037,272.77
5300,0.42,0.52,0.06,0.1365123,0.1397404,1.369808,297.15
5400,0.47,0.53,0,0.1385114,0.1402029,0.6251996,240.86
5500,0.44,0.53,0.03,0.1465923,0.1508922,0.6096006,235.48
5600,0.47,0.51,0.02,0.1394596,0.1442933,0.5942022,211.03
5700,0.48,0.5,0.02,0.1420063,0.1385598,0.9976047,236.77
5800,0.54,0.45,0.01,0.1353195,0.1390243,0.5264,221.99
5900,0.49,0.48,0.03,0.1473296,0.1418786,0.6829994,252.16
6000,0.52,0.47,0.01,0.1385768,0.1364414,0.8018007,236.67
6100,0.54,0.45,0.01,0.1480506,0.148791,0.6429994,229.21
6200,0.39,0.59,0.02,0.1338083,0.1371007,0.8108032,224.61
6300,0.52,0.44,0.04,0.1396645,0.1457213,1.267608,235.45
6400,0.49,0.51,0,0.1313269,0.1315515,0.5267996,209.57
6500,0.52,0.46,0.02,0.1467296,0.1447702,0.7820007,217.96
6600,0.51,0.47,0.02,0.1328368,0.1361831,0.6454005,254.95
6700,0.48,0.51,0.01,0.1385949,0.1350958,0.4605996,228.58
6800,0.54,0.44,0.02,0.1334327,0.1377277,0.7360011,240.53
6900,0.47,0.49,0.04,0.1334201,0.1334457,0.7274017,228.42
7000,0.46,0.5,0.04,0.1335801,0.133747,0.9686033,231.23
7100,0.57,0.39,0.04,0.1344943,0.1359252,1.161805,240.67
7200,0.49,0.48,0.03,0.1364274,0.133607,1.100203,211.22
7300,0.51,0.48,0.01,0.1331896,0.135463,0.3917997,201.88
7400,0.56,0.43,0.01,0.1302917,0.1325223,0.8678007,215.08
7500,0.54,0.45,0.01,0.127497,0.1287309,0.7222026,197.42
7600,0.44,0.52,0.04,0.1353491,0.1355488,0.9052044,237.95
7700,0.47,0.49,0.04,0.1322391,0.1349378,0.9134037,255.77
7800,0.49,0.48,0.03,0.1296425,0.1295391,0.9800059,218.75
7900,0.55,0.42,0.03,0.1338651,0.1287054,1.150206,212.73
8000,0.54,0.42,0.04,0.1418719,0.132142,0.6862006,219.65
8100,0.49,0.5,0.01,0.1366516,0.1351736,0.746002,181.45
8200,0.48,0.47,0.05,0.1366021,0.1343323,1.426806,251.5
8300,0.54,0.4,0.06,0.1265654,0.129626,1.078405,234.15
8400,0.59,0.41,0,0.138216,0.1362596,0.8975995,216.39
8500,0.51,0.48,0.01,0.1319467,0.1423666,0.4739997,174.48
8600,0.53,0.46,0.01,0.1305936,0.1345469,0.5573995,203.67
8700,0.46,0.52,0.02,0.117569,0.1219761,0.7822033,197.8
8800,0.52,0.42,0.06,0.1307577,0.131395,0.900604,249.05
8900,0.52,0.45,0.03,0.1341162,0.1364018,0.7906036,205.89
9000,0.47,0.47,0.06,0.1396732,0.1383208,1.569811,225.31
9100,0.5,0.47,0.03,0.1283661,0.1312001,0.917204,206.96
9200,0.6,0.39,0.01,0.1340584,0.1280323,0.9904012,202.6
9300,0.57,0.39,0.04,0.1373737,0.1393205,1.214407,208.67
9400,0.6,0.36,0.04,0.1331947,0.134621,1.183604,217.8
9500,0.48,0.49,0.03,0.130021,0.1307031,0.8436036,212.73
9600,0.49,0.51,0,0.1362863,0.1292426,0.4807999,162.51
9700,0.5,0.45,0.05,0.1349775,0.1357743,1.350211,243.68
9800,0.5,0.49,0.01,0.133828,0.1322278,0.3767997,206.2
9900,0.53,0.44,0.03,0.135388,0.144372,1.128403,203.57
10000,0.55,0.42,0.03,0.1220605,0.1260478,1.193605,227.09
10100,0.51,0.45,0.04,0.137511,0.1299144,0.8798044,218.43
10200,0.48,0.52,0,0.1259271,0.1237839,0.4595996,182.74
10300,0.55,0.43,0.02,0.1265019,0.1269631,0.9234039,205.2
